---config@码表分类=主码-4
---config@允许编辑=是
---config@码表别名=低频简词
打开	dakd#序65000
个梦	gemg#序65000
细雨	xiyu#序65000
总不	zsbu#序65000
是土	uitu#序65000
小曼	xnmj#序65000
建房	jmfh#序65000
住住	vuvu#序65000
周刊	vzkj#序65000
图上	tuuh#序65000
大涨	davh#序65000
千寻	qmxy#序65000
我谁	wouw#序65000
趣事	quui#序65000
连言	lmyj#序65000
较短	jndr#序65000
会少	hvuc#序65000
嘉陵	jxlk#序65000
推推	tvtv#序65000
移除	yiiu#序65000
严寒	yjhj#序65000
云云	yyyy#序65000
我校	woxn#序65000
去以	quyi#序65000
要会	ychv#序65000
营村	ykcy#序65000
数值	uuvi#序65000
自首	ziuz#序65000
播首	bouz#序65000
搭载	dazd#序65000
新旧	xbjq#序65000
她再	tazd#序65000
就教	jqjn#序65000
团聚	trju#序65000
更让	ggrh#序65000
象牙	xlya#序65000
较慢	jnmj#序65000
是纯	uiiy#序65000
厨子	iuzi#序65000
生事	ugui#序65000
亚楠	yanj#序65000
校对	jndv#序65000
漫天	mjtm#序65000
出资	iuzi#序65000
力大	lida#序65000
诧异	iayi#序65000
微带	wwdd#序65000
爱屋	aiwu#序65000
六台	lqtd#序65000
省点	ugdm#序65000
喘气	irqi#序65000
冰毒	bkdu#序65000
敬酒	jkjq#序65000
月均	ytjy#序65000
之最	vizv#序65000
荣成	rsig#序65000
和正	hevg#序65000
养鱼	yhyu#序65000
养育	yhyu#序65000
吭声	kgug#序65000
岐山	qiuj#序65000
会话	hvhx#序65000
场戏	ihxi#序65000
木木	mumu#序65000
下海	xxhd#序65000
猪肚	vudu#序65000
献上	xmuh#序65000
试音	uiyb#序65000
生地	ugdi#序65000
有眼	yzyj#序65000
现用	xmys#序65000
基友	jiyz#序65000
胆儿	djer#序65000
小瓜	xngx#序65000
大堂	dath#序65000
实实	uiui#序65000
六集	lqji#序65000
天回	tmhv#序65000
磨练	molm#序65000
退退	tvtv#序65000
半下	bjxx#序65000
松动	ssds#序65000
西域	xiyu#序65000
亮光	llgl#序65000
光碟	gldp#序65000
列出	lpiu#序65000
素养	suyh#序65000
山不	ujbu#序65000
不近	bujb#序65000
廉价	lmjx#序65000
激战	jivj#序65000
怕被	pabw#序65000
知之	vivi#序65000
高我	gcwo#序65000
那上	nauh#序65000
公用	gsys#序65000
海港	hdgh#序65000
家村	jxcy#序65000
字都	zidz#序65000
呼喊	huhj#序65000
安生	anug#序65000
树皮	uupi#序65000
游轮	yzly#序65000
潜能	qmng#序65000
逼近	bijb#序65000
小孔	xnks#序65000
祈求	qiqq#序65000
珠子	vuzi#序65000
补肾	buuf#序65000
链子	lmzi#序65000
面面	mmmm#序65000
鸡丁	jidk#序65000
两斤	lljb#序65000
丝绸	siiz#序65000
与阿	yuaa#序65000
熟知	uuvi#序65000
拄着	vuve#序65000
小英	xnyk#序65000
原图	yrtu#序65000
适度	uidu#序65000
这山	veuj#序65000
是租	uizu#序65000
有鱼	yzyu#序65000
模电	modm#序65000
沃派	wopd#序65000
宣称	xrig#序65000
妇人	furf#序65000
织女	vinv#序65000
是因	uiyb#序65000
事一	uiyi#序65000
务人	wurf#序65000
慌张	hlvh#序65000
解散	jpsj#序65000
量产	llij#序65000
下放	xxfh#序65000
放贷	fhdd#序65000
他改	tagd#序65000
无贼	wuzw#序65000
主推	vutv#序65000
领奖	lkjl#序65000
鼻音	biyb#序65000
福鼎	fudk#序65000
春燕	iyyj#序65000
始于	uiyu#序65000
可上	keuh#序65000
实不	uibu#序65000
闪婚	ujhy#序65000
多余	doyu#序65000
燕化	yjhx#序65000
属虎	uuhu#序65000
示意	uiyi#序65000
正值	vgvi#序65000
把金	bajb#序65000
小勇	xnys#序65000
奇谭	qitj#序65000
时出	uiiu#序65000
一竖	yiuu#序65000
方阵	fhvf#序65000
带劲	ddjb#序65000
个阿	geaa#序65000
疏忽	uuhu#序65000
较晚	jnwj#序65000
飞奔	fwbf#序65000
多对	dodv#序65000
想拍	xlpd#序65000
条约	tnyt#序65000
诗意	uiyi#序65000
意在	yizd#序65000
般人	bjrf#序65000
白富	bdfu#序65000
警服	jkfu#序65000
总给	zsgw#序65000
聋了	lsle#序65000
一书	yiuu#序65000
珠珠	vuvu#序65000
出局	iuju#序65000
染上	rjuh#序65000
直飞	vifw#序65000
眼袋	yjdd#序65000
高明	gcmk#序65000
间还	jmhd#序65000
龙海	lshd#序65000
去春	quiy#序65000
汉王	hjwh#序65000
收音	uzyb#序65000
一吨	yidy#序65000
忧愁	yziz#序65000
小块	xnkk#序65000
一桶	yits#序65000
合上	heuh#序65000
磨磨	momo#序65000
家开	jxkd#序65000
几班	jibj#序65000
故国	gugo#序65000
直呼	vihu#序65000
中会	vshv#序65000
吃出	iiiu#序65000
吱吱	vivi#序65000
是佛	uifu#序65000
会升	hvug#序65000
潘辰	pjif#序65000
忌讳	jihv#序65000
摄入	ueru#序65000
木棉	mumm#序65000
伊春	yiiy#序65000
服人	furf#序65000
方人	fhrf#序65000
吊坠	dnvv#序65000
溪水	xiuv#序65000
遇害	yuhd#序65000
汉城	hjig#序65000
接单	jpdj#序65000
永春	ysiy#序65000
召回	vchv#序65000
梨树	liuu#序65000
短了	drle#序65000
汉阳	hjyh#序65000
开饭	kdfj#序65000
钱您	qmnb#序65000
战记	vjji#序65000
急眼	jiyj#序65000
界上	jpuh#序65000
只上	viuh#序65000
制裁	vicd#序65000
已婚	yihy#序65000
求爱	qqai#序65000
刚生	ghug#序65000
咋看	zakj#序65000
一亩	yimu#序65000
一新	yixb#序65000
时已	uiyi#序65000
负二	fuer#序65000
产地	ijdi#序65000
守住	uzvu#序65000
汽水	qiuv#序65000
洗净	xijk#序65000
独处	duiu#序65000
理顺	liuy#序65000
较近	jnjb#序65000
想杀	xlua#序65000
火狼	holh#序65000
手帕	uzpa#序65000
从某	csmz#序65000
风电	fgdm#序65000
检方	jmfh#序65000
椒盐	jnyj#序65000
挤在	jizd#序65000
灯开	dgkd#序65000
结日	jpri#序65000
余生	yuug#序65000
生猪	ugvu#序65000
被甩	bwuk#序65000
涂上	tuuh#序65000
少华	uchx#序65000
问明	wfmk#序65000
住到	vudc#序65000
副本	fubf#序65000
弘扬	hsyh#序65000
踏入	taru#序65000
弹跳	tjtn#序65000
闻名	wfmk#序65000
高地	gcdi#序65000
碎石	svui#序65000
有把	yzba#序65000
凄惨	qicj#序65000
呼声	huug#序65000
旁人	phrf#序65000
契税	qiuv#序65000
圣母	ugmu#序65000
你惹	nire#序65000
也未	yeww#序65000
七元	qiyr#序65000
一第	yidi#序65000
有运	yzyy#序65000
是目	uimu#序65000
小碗	xnwj#序65000
曲艺	quyi#序65000
看戏	kjxi#序65000
药效	ycxn#序65000
一束	yiuu#序65000
指指	vivi#序65000
嘉信	jxxb#序65000
时对	uidv#序65000
小蛋	xndj#序65000
住处	vuiu#序65000
场次	ihci#序65000
立春	liiy#序65000
谐音	xpyb#序65000
躲开	dokd#序65000
露珠	luvu#序65000
我应	woyk#序65000
老表	lcbn#序65000
上把	uhba#序65000
十渡	uidu#序65000
建大	jmda#序65000
会花	hvhx#序65000
乌黑	wuhw#序65000
剧毒	judu#序65000
止步	vibu#序65000
追随	vvsv#序65000
闹事	ncui#序65000
不吐	butu#序65000
他绝	tajt#序65000
使出	uiiu#序65000
仁川	rfir#序65000
高不	gcbu#序65000
没读	mwdu#序65000
风点	fgdm#序65000
巨象	juxl#序65000
纱布	uabu#序65000
搞不	gcbu#序65000
中百	vsbd#序65000
一伸	yiuf#序65000
可快	kekk#序65000
上榜	uhbh#序65000
洽谈	qxtj#序65000
眼熟	yjuu#序65000
出第	iudi#序65000
助推	vutv#序65000
起航	qihh#序65000
街角	jpjn#序65000
兴化	xkhx#序65000
是读	uidu#序65000
想加	xljx#序65000
会谈	hvtj#序65000
出题	iuti#序65000
葱花	cshx#序65000
过剩	goug#序65000
他该	tagd#序65000
回声	hvug#序65000
剑魂	jmhy#序65000
起售	qiuz#序65000
赌气	duqi#序65000
骑到	qidc#序65000
肝炎	gjyj#序65000
过天	gotm#序65000
柏树	bduu#序65000
之音	viyb#序65000
限价	xmjx#序65000
床下	ilxx#序65000
世世	uiui#序65000
是于	uiyu#序65000
如风	rufg#序65000
草帽	ccmc#序65000
迟钝	iidy#序65000
可当	kedh#序65000
近半	jbbj#序65000
天海	tmhd#序65000
军军	jyjy#序65000
教委	jnww#序65000
韦德	wwde#序65000
澳大	aoda#序65000
使不	uibu#序65000
非议	fwyi#序65000
网内	whnw#序65000
这出	veiu#序65000
约在	ytzd#序65000
姐们	jpmf#序65000
区一	quyi#序65000
君君	jyjy#序65000
一更	yigg#序65000
套上	tcuh#序65000
疑心	yixb#序65000
了阿	leaa#序65000
工藤	gstg#序65000
有因	yzyb#序65000
事以	uiyi#序65000
旧版	jqbj#序65000
演好	yjhc#序65000
真题	vfti#序65000
屋内	wunw#序65000
河上	heuh#序65000
赡养	ujyh#序65000
初四	iusi#序65000
称一	igyi#序65000
都显	dzxm#序65000
会费	hvfw#序65000
嘟囔	dunh#序65000
探寻	tjxy#序65000
波涛	botc#序65000
鞋垫	xpdm#序65000
仙山	xmuj#序65000
优于	yzyu#序65000
时用	uiys#序65000
易通	yits#序65000
既往	jiwh#序65000
粘在	vjzd#序65000
班委	bjww#序65000
人愿	rfyr#序65000
多开	dokd#序65000
失意	uiyi#序65000
开满	kdmj#序65000
收银	uzyb#序65000
气流	qilq#序65000
起啊	qiaa#序65000
每位	mwww#序65000
立项	lixl#序65000
古时	guui#序65000
时最	uizv#序65000
复发	fufa#序65000
婚宴	hyyj#序65000
子曰	ziyt#序65000
心虚	xbxu#序65000
这组	vezu#序65000
超乎	ichu#序65000
雨声	yuug#序65000
视屏	uipk#序65000
早走	zczz#序65000
较严	jnyj#序65000
出产	iuij#序65000
掉那	dnna#序65000
分人	ffrf#序65000
急于	jiyu#序65000
失事	uiui#序65000
宴席	yjxi#序65000
仙三	xmsj#序65000
业家	yejx#序65000
催收	cvuz#序65000
蹲下	dyxx#序65000
包住	bcvu#序65000
九角	jqjn#序65000
返本	fjbf#序65000
动脉	dsmd#序65000
小众	xnvs#序65000
尘土	iftu#序65000
神木	ufmu#序65000
一词	yici#序65000
自爆	zibc#序65000
生母	ugmu#序65000
等在	dgzd#序65000
不照	buvc#序65000
里生	liug#序65000
小蛮	xnmj#序65000
查是	iaui#序65000
最优	zvyz#序65000
烧开	uckd#序65000
茶几	iaji#序65000
巴金	bajb#序65000
一丢	yidq#序65000
交会	jnhv#序65000
遗书	yiuu#序65000
线呢	xmne#序65000
大代	dadd#序65000
会返	hvfj#序65000
伸到	ufdc#序65000
泪光	lwgl#序65000
肆意	siyi#序65000
过早	gozc#序65000
却还	qthd#序65000
津南	jbnj#序65000
适时	uiui#序65000
一滴	yidi#序65000
燕麦	yjmd#序65000
会演	hvyj#序65000
鱼汤	yuth#序65000
里住	livu#序65000
共生	gsug#序65000
上应	uhyk#序65000
弄掉	nsdn#序65000
铂金	bojb#序65000
一横	yihg#序65000
铺在	puzd#序65000
去吹	quiv#序65000
又都	yzdz#序65000
已于	yiyu#序65000
正直	vgvi#序65000
六时	lqui#序65000
脸大	lmda#序65000
会无	hvwu#序65000
头戴	tzdd#序65000
父辈	fubw#序65000
韧带	rfdd#序65000
之举	viju#序65000
结伴	jpbj#序65000
就派	jqpd#序65000
出世	iuui#序65000
嘉欣	jxxb#序65000
理上	liuh#序65000
先洗	xmxi#序65000
行评	xkpk#序65000
马天	matm#序65000
反问	fjwf#序65000
晃荡	hldh#序65000
深蓝	uflj#序65000
较难	jnnj#序65000
多带	dodd#序65000
子要	ziyc#序65000
宏盛	hsug#序65000
史诗	uiui#序65000
使徒	uitu#序65000
从化	cshx#序65000
机下	jixx#序65000
四惠	sihv#序65000
交满	jnmj#序65000
冰上	bkuh#序65000
屈辱	quru#序65000
本行	bfhh#序65000
洗刷	xiux#序65000
誉为	yuww#序65000
原点	yrdm#序65000
连山	lmuj#序65000
只因	viyb#序65000
读出	duiu#序65000
人缘	rfyr#序65000
小樱	xnyk#序65000
铲子	ijzi#序65000
欢唱	hrih#序65000
只带	vidd#序65000
一但	yidj#序65000
抵付	difu#序65000
保工	bcgs#序65000
尺子	iizi#序65000
等也	dgye#序65000
你挑	nitn#序65000
长对	vhdv#序65000
西洋	xiyh#序65000
唱起	ihqi#序65000
旗手	qiuz#序65000
挑水	tnuv#序65000
及各	jige#序65000
先加	xmjx#序65000
可帅	keuk#序65000
项家	xljx#序65000
朝城	icig#序65000
一簇	yicu#序65000
京沪	jkhu#序65000
听觉	tkjt#序65000
对数	dvuu#序65000
接班	jpbj#序65000
小苗	xnmn#序65000
找对	vcdv#序65000
馆长	grvh#序65000
触及	iuji#序65000
织布	vibu#序65000
山雨	ujyu#序65000
智库	viku#序65000
扑灭	pump#序65000
末年	monm#序65000
后因	hzyb#序65000
后半	hzbj#序65000
越到	ytdc#序65000
神灯	ufdg#序65000
老林	lclb#序65000
鬼王	gvwh#序65000
蛋儿	djer#序65000
为美	wwmw#序65000
一哭	yiku#序65000
金南	jbnj#序65000
那书	nauu#序65000
兴顺	xkuy#序65000
放任	fhrf#序65000
痴呆	iidd#序65000
谢幕	xpmu#序65000
西甲	xijx#序65000
按他	anta#序65000
上户	uhhu#序65000
厉声	liug#序65000
咏春	ysiy#序65000
教诲	jnhv#序65000
洗牌	xipd#序65000
解闷	jpmf#序65000
酵母	jnmu#序65000
临江	lbjl#序65000
阿卡	aaka#序65000
脸颊	lmjx#序65000
园内	yrnw#序65000
韩愈	hjyu#序65000
错事	coui#序65000
寄往	jiwh#序65000
小楠	xnnj#序65000
小丹	xndj#序65000
次要	ciyc#序65000
浴巾	yujb#序65000
严打	yjda#序65000
可免	kemm#序65000
该让	gdrh#序65000
一勺	yiuc#序65000
止痛	vits#序65000
填上	tmuh#序65000
里想	lixl#序65000
县区	xmqu#序65000
失步	uibu#序65000
异步	yibu#序65000
码长	mavh#序65000
昂热	ahre#序65000
爱步	aibu#序65000
哀辞	aici#序65000
挨次	aici#序65000
矮凳	aidg#序65000
矮墩	aidy#序65000
爱困	aiky#序65000
爱娜	aina#序65000
爱娃	aiwa#序65000
艾洋	aiyh#序65000
爱云	aiyy#序65000
岸标	anbn#序65000
暗改	angd#序65000
安魂	anhy#序65000
安坤	anky#序65000
俺妈	anma#序65000
安润	anry#序65000
安屯	anty#序65000
安云	anyy#序65000
奥戴	aodd#序65000
奥哈	aoha#序65000
奥海	aohd#序65000
傲虎	aohu#序65000
奥玛	aoma#序65000
奥纳	aona#序65000
熬年	aonm#序65000
奥派	aopd#序65000
熬上	aouh#序65000
奥瓦	aowa#序65000
奥威	aoww#序65000
奥雅	aoya#序65000
奥宇	aoyu#序65000
八正	bavg#序65000
滨文	bbwf#序65000
包臀	bcty#序65000
爆音	bcyb#序65000
拜服	bdfu#序65000
白敏	bdmb#序65000
白破	bdpo#序65000
本帮	bfbh#序65000
本森	bfsf#序65000
绷劲	bgjb#序65000
绑金	bhjb#序65000
帮姐	bhjp#序65000
傍明	bhmk#序65000
帮贴	bhtp#序65000
榜文	bhwf#序65000
比不	bibu#序65000
笔耕	bigg#序65000
吡嗪	biqb#序65000
笔形	bixk#序65000
闭月	biyt#序65000
半挂	bjgx#序65000
钣喷	bjpf#序65000
并案	bkan#序65000
禀帖	bktp#序65000
变下	bmxx#序65000
编印	bmyb#序65000
表紧	bnjb#序65000
标引	bnyb#序65000
博班	bobj#序65000
博君	bojy#序65000
博肯	bokf#序65000
波少	bouc#序65000
波神	bouf#序65000
波罩	bovc#序65000
铂臻	bovf#序65000
博信	boxb#序65000
不嫩	bunf#序65000
备款	bwkr#序65000
北浦	bwpu#序65000
曹超	ccic#序65000
曹肇	ccvc#序65000
采草	cdcc#序65000
才惨	cdcj#序65000
测卡	ceka#序65000
磁暴	cibc#序65000
此群	ciqy#序65000
惨嚎	cjhc#序65000
残体	cjti#序65000
挫逼	cobi#序65000
搓比	cobi#序65000
窜入	crru#序65000
窜逃	crtc#序65000
从都	csdz#序65000
粗度	cudu#序65000
粗读	cudu#序65000
醋肉	curz#序65000
催要	cvyc#序65000
打奶	dand#序65000
导护	dchu#序65000
倒毛	dcmc#序65000
道貌	dcmc#序65000
刀俎	dczu#序65000
道尊	dczy#序65000
待还	ddhd#序65000
带歪	ddwd#序65000
岱岳	ddyt#序65000
等爷	dgye#序65000
裆裤	dhku#序65000
党外	dhwd#序65000
地鳖	dibp#序65000
低彩	dicd#序65000
地材	dicd#序65000
地坑	dikg#序65000
迪兰	dilj#序65000
地埋	dimd#序65000
地脉	dimd#序65000
迪赛	disd#序65000
地台	ditd#序65000
帝尊	dizy#序65000
丹皮	djpi#序65000
单群	djqy#序65000
丹瑞	djrv#序65000
单瞬	djuy#序65000
单外	djwd#序65000
丹云	djyy#序65000
顶白	dkbd#序65000
顶台	dktd#序65000
鼎泰	dktd#序65000
垫带	dmdd#序65000
电柜	dmgv#序65000
电推	dmtv#序65000
掉膘	dnbn#序65000
钓具	dnju#序65000
刁娜	dnna#序65000
吊咀	dnju#序65000
多度	dodu#序65000
蝶骨	dpgu#序65000
蝶趣	dpqu#序65000
跌碎	dpsv#序65000
叠韵	dpyy#序65000
跌足	dpzu#序65000
东岱	dsdd#序65000
动轮	dsly#序65000
冻奶	dsnd#序65000
东外	dswd#序65000
肚带	dudd#序65000
赌棍	dugy#序65000
读片	dupm#序65000
对推	dvtv#序65000
对咬	dvyc#序65000
顿觉	dyjt#序65000
遁走	dyzz#序65000
都拆	dzid#序65000
豆斋	dzvd#序65000
都这	dzve#序65000
斗仙	dzxm#序65000
呃呃	eeee#序65000
厄境	eejk#序65000
饿呢	eene#序65000
恶煞	eeua#序65000
恶业	eeye#序65000
鹤顶	hedk#序65000
恩科	enke#序65000
恩特	ente#序65000
二鹏	erpg#序65000
耳热	erre#序65000
二社	erue#序65000
罚丢	fadq#序65000
法阵	favf#序65000
粉黄	ffhl#序65000
粉萌	ffmg#序65000
芬森	ffsf#序65000
分阴	ffyb#序65000
丰本	fgbf#序65000
封边	fgbm#序65000
封层	fgcg#序65000
缝份	fgff#序65000
风痕	fghf#序65000
风戽	fghu#序65000
冯森	fgsf#序65000
放灯	fhdg#序65000
反侧	fjce#序65000
烦的	fjde#序65000
佛宝	fubc#序65000
佛丁	fudk#序65000
佛海	fuhd#序65000
佛身	fuuf#序65000
佛印	fuyb#序65000
妇保	fubc#序65000
扶残	fucj#序65000
福蝶	fudp#序65000
附耳	fuer#序65000
俯角	fujn#序65000
肤觉	fujt#序65000
浮毛	fumc#序65000
福门	fumf#序65000
福埔	fupu#序65000
复配	fupw#序65000
富帅	fuuk#序65000
飞肯	fwkf#序65000
肺门	fwmf#序65000
费森	fwsf#序65000
飞针	fwvf#序65000
飞音	fwyb#序65000
嘎然	garj#序65000
尬笑	gaxn#序65000
噶厦	gaxx#序65000
高顿	gcdy#序65000
高恒	gchg#序65000
高木	gcmu#序65000
改单	gddj#序65000
改样	gdyh#序65000
哥啊	geaa#序65000
隔舱	gech#序65000
戈丁	gedk#序65000
滆湖	gehu#序65000
个婚	gehy#序65000
葛萌	gemg#序65000
个忙	gemh#序65000
膈腧	geuu#序65000
耿冠	gggr#序65000
更嗨	gghd#序65000
杠灯	ghdg#序65000
港风	ghfg#序65000
罡风	ghfg#序65000
港腾	ghtg#序65000
钢芯	ghxb#序65000
干啊	gjaa#序65000
肝风	gjfg#序65000
甘蒙	gjmg#序65000
干声	gjug#序65000
广腾	gltg#序65000
国盾	gody#序65000
果皇	gohl#序65000
国窖	gojn#序65000
国腾	gotg#序65000
锅刷	goux#序65000
冠层	grcg#序65000
关凤	grfg#序65000
冠恒	grhg#序65000
关辉	grhv#序65000
冠腾	grtg#序65000
冠岩	gryj#序65000
拱抱	gsbc#序65000
供僧	gssg#序65000
固层	gucg#序65000
姑宽	gukr#序65000
谷米	gumi#序65000
故能	gung#序65000
古水	guuv#序65000
故宅	guvd#序65000
鼓芯	guxb#序65000
古音	guyb#序65000
贵吧	gvba#序65000
贵办	gvbj#序65000
诡诞	gvdj#序65000
鬼蝉	gvij#序65000
硅锰	gvmg#序65000
龟牌	gvpd#序65000
贵燃	gvrj#序65000
鬼装	gvvl#序65000
挂镀	gxdu#序65000
刮目	gxmu#序65000
勾缝	gzfg#序65000
勾栏	gzlj#序65000
够猛	gzmg#序65000
狗善	gzuj#序65000
狗证	gzvg#序65000
狗样	gzyh#序65000
好炖	hcdy#序65000
好诶	hcei#序65000
好坑	hckg#序65000
还短	hddr#序65000
还夸	hdkx#序65000
和恒	hehg#序65000
合婚	hehy#序65000
合片	hepm#序65000
何瑞	herv#序65000
何样	heyh#序65000
横岭	hglk#序65000
恒能	hgng#序65000
恒日	hgri#序65000
行名	xkmk#序65000
航鹰	hhyk#序65000
韩柏	hjbd#序65000
汉藏	hjch#序65000
韩当	hjdh#序65000
汉方	hjfh#序65000
韩航	hjhh#序65000
酣梦	hjmg#序65000
韩梦	hjmg#序65000
汉腾	hjtg#序65000
韩顺	hjuy#序65000
火棒	hobh#序65000
火毒	hodu#序65000
火遁	hody#序65000
霍坤	hoky#序65000
火墓	homu#序65000
霍如	horu#序65000
换帮	hrbh#序65000
欢墩	hrdy#序65000
环网	hrwh#序65000
红葱	hscs#序65000
宏康	hskh#序65000
红男	hsnj#序65000
洪勇	hsys#序65000
互藏	huch#序65000
狐女	hunv#序65000
虎扑	hupu#序65000
互让	hurh#序65000
互诉	husu#序65000
互删	huuj#序65000
护养	huyh#序65000
回仓	hvch#序65000
回档	hvdh#序65000
灰顶	hvdk#序65000
回魂	hvhy#序65000
慧君	hvjy#序65000
挥军	hvjy#序65000
回空	hvks#序65000
灰线	hvxm#序65000
滑囊	hxnh#序65000
混煤	hymw#序65000
荤粥	xyyu#序65000
后帮	hzbh#序65000
厚板	hzbj#序65000
后杠	hzgh#序65000
侯康	hzkh#序65000
后快	hzkk#序65000
侯平	hzpk#序65000
喉音	hzyb#序65000
插麦	iamd#序65000
茶米	iami#序65000
茶蕊	iarv#序65000
茶摊	iatj#序65000
插身	iauf#序65000
超等	icdg#序65000
朝会	vchv#序65000
炒汇	ichv#序65000
超买	icmd#序65000
炒藕	icou#序65000
剿说	icuo#序65000
超顺	icuy#序65000
超宇	icyu#序65000
拆招	idvc#序65000
扯呼	iehu#序65000
尘雾	ifwu#序65000
谶语	ifyu#序65000
澄碧	igbi#序65000
成和	ighe#序65000
秤锤	igiv#序65000
成啦	igla#序65000
程朗	iglh#序65000
乘幂	igmi#序65000
瞠目	igmu#序65000
成你	igni#序65000
城寨	igvd#序65000
程勋	igxy#序65000
承应	igyk#序65000
呈阅	igyt#序65000
成字	igzi#序65000
长钉	vhdk#序65000
厂妹	ihmw#序65000
唱你	ihni#序65000
常日	ihri#序65000
昌润	ihry#序65000
常屯	ihty#序65000
畅顺	ihuy#序65000
畅叙	ihxu#序65000
赤坂	iibj#序65000
驰创	iiil#序65000
吃开	iikd#序65000
翅脉	iimd#序65000
吃怕	iipa#序65000
吃胎	iitd#序65000
赤瞳	iits#序65000
痴长	iivh#序65000
吃准	iivy#序65000
持物	iiwu#序65000
迟误	iiwu#序65000
吃羊	iiyh#序65000
赤云	iiyy#序65000
浐灞	ijba#序65000
馋鬼	ijgv#序65000
谄害	ijhd#序65000
谗害	ijhd#序65000
禅理	ijli#序65000
产筛	ijud#序65000
铲运	ijyy#序65000
窗宝	ilbc#序65000
创梦	ilmg#序65000
窗套	iltc#序65000
穿啊	iraa#序65000
船机	irji#序65000
传课	irke#序65000
川木	irmu#序65000
重弹	istj#序65000
