---config@码表分类=主码-4
---config@允许编辑=是
---config@码表别名=低频简词
以后	yihb#序65000
但只	djvi#序65000
没碰	mzpg#序65000
只扣	vikb#序65000
同名	tsmy#序65000
道教	dkjc#序65000
服人	furf#序65000
于他	yuta#序65000
堂哥	thge#序65000
方人	fhrf#序65000
路到	ludk#序65000
牙龈	yayn#序65000
遇害	yuhl#序65000
饥渴	jike#序65000
汉城	hjig#序65000
短了	drle#序65000
还管	hlgr#序65000
匕首	biub#序65000
姊妹	zimz#序65000
石块	uiky#序65000
脊椎	jivv#序65000
谎话	hdhw#序65000
和草	heck#序65000
棋盘	qipj#序65000
李林	liln#序65000
午安	wuan#序65000
埋汰	mltl#序65000
急眼	jiyj#序65000
来才	llcl#序65000
吴佳	wujw#序65000
小夏	xcxw#序65000
星宇	xyyu#序65000
武打	wuda#序65000
刚生	ghug#序65000
咋看	zakj#序65000
意境	yijy#序65000
知觉	vijt#序65000
郭林	goln#序65000
自传	zivr#序65000
余姚	yuyk#序65000
贾青	jwqy#序65000
幽静	ybjy#序65000
西汉	xihj#序65000
风电	fgdm#序65000
畅行	ihxy#序65000
挤在	jizl#序65000
城大	igda#序65000
叫别	jcbx#序65000
靓仔	ldzl#序65000
生猪	ugvu#序65000
被拐	bzgy#序65000
陈凯	ifkl#序65000
少华	ukhw#序65000
越来	ytll#序65000
李志	livi#序65000
邦克	bhke#序65000
地盘	dipj#序65000
失调	uitc#序65000
打响	daxd#序65000
金矿	jnkd#序65000
无瑕	wuxw#序65000
问明	wfmy#序65000
是位	uiwz#序65000
个道	gedk#序65000
又经	ybjy#序65000
他考	takk#序65000
小写	xcxx#序65000
着老	velk#序65000
答道	dadk#序65000
闻名	wfmy#序65000
壮壮	vdvd#序65000
凄惨	qicj#序65000
你惹	nire#序65000
是目	uimu#序65000
信说	xnuo#序65000
慰问	wzwf#序65000
曲艺	quyi#序65000
多听	doty#序65000
和赵	hevk#序65000
盖儿	gler#序65000
城府	igfu#序65000
教养	jcyh#序65000
童谣	tsyk#序65000
露珠	luvu#序65000
山野	ujye#序65000
坎儿	kjer#序65000
货到	hodk#序65000
即刻	jike#序65000
在试	zlui#序65000
剧毒	judu#序65000
不吐	butu#序65000
着要	veyk#序65000
皎洁	jcjx#序65000
仁川	rfir#序65000
接来	jxll#序65000
高不	gkbu#序65000
风点	fgdm#序65000
欧豪	ouhk#序65000
纱布	uabu#序65000
搞不	gkbu#序65000
和考	hekk#序65000
援引	yryn#序65000
园丁	yrdy#序65000
借到	jxdk#序65000
雅婷	yaty#序65000
比说	biuo#序65000
预想	yuxd#序65000
出第	iudi#序65000
刘军	lqjp#序65000
闲得	xmde#序65000
代收	dlub#序65000
影碟	yydx#序65000
现年	xmnm#序65000
五道	wudk#序65000
装装	vdvd#序65000
几套	jitk#序65000
未按	wzan#序65000
港台	ghtl#序65000
赌气	duqi#序65000
邮购	ybgb#序65000
顶端	dydr#序65000
笔下	bixw#序65000
双安	udan#序65000
系上	xiuh#序65000
会动	hvds#序65000
骑到	qidk#序65000
前到	qmdk#序65000
用快	ysky#序65000
内科	nzke#序65000
胡闹	hunk#序65000
路途	lutu#序65000
柏树	bluu#序65000
世世	uiui#序65000
张瑞	vhrv#序65000
猪叫	vujc#序65000
就定	jqdy#序65000
间内	jmnz#序65000
尖尖	jmjm#序65000
五岳	wuyt#序65000
几届	jijx#序65000
加来	jwll#序65000
请多	qydo#序65000
八楼	balb#序65000
至深	viuf#序65000
不亮	buld#序65000
来卖	llml#序65000
极光	jigd#序65000
区一	quyi#序65000
交界	jcjx#序65000
冻疮	dsid#序65000
鉴别	jmbx#序65000
得听	dety#序65000
有因	ybyn#序65000
旧版	jqbj#序65000
真题	vfti#序65000
内可	nzke#序65000
古道	gudk#序65000
初四	iusi#序65000
称一	igyi#序65000
李准	livp#序65000
修饰	xqui#序65000
嘟囔	dunh#序65000
城外	igwl#序65000
许诺	xuno#序65000
造谣	zkyk#序65000
鞋垫	xxdm#序65000
仙山	xmuj#序65000
再试	zlui#序65000
易通	yits#序65000
小谢	xcxx#序65000
几兆	jivk#序65000
人愿	rfyr#序65000
会懂	hvds#序65000
有狗	ybgb#序65000
开满	klmj#序65000
樟树	vhuu#序65000
奇才	qicl#序65000
置了	vile#序65000
博州	bovb#序65000
录够	lugb#序65000
叫卖	jcml#序65000
急促	jicu#序65000
白虎	blhu#序65000
西江	xijd#序65000
超乎	ikhu#序65000
逗儿	dber#序65000
扁豆	bmdb#序65000
金马	jnma#序65000
厦大	uada#序65000
一惊	yijy#序65000
急于	jiyu#序65000
失事	uiui#序65000
枝条	vitc#序65000
减到	jmdk#序65000
仙三	xmsj#序65000
为世	wzui#序65000
路要	luyk#序65000
九台	jqtl#序65000
理应	liyy#序65000
该院	glyr#序65000
出车	iuie#序65000
云上	ypuh#序65000
包住	bkvu#序65000
迁到	qmdk#序65000
为对	wzdv#序65000
是脑	uink#序65000
于它	yuta#序65000
雨上	yuuh#序65000
如愿	ruyr#序65000
小众	xcvs#序65000
月卡	ytka#序65000
一响	yixd#序65000
实有	uiyb#序65000
小两	xcld#序65000
来转	llvr#序65000
大刀	dadk#序65000
线呢	xmne#序65000
务院	wuyr#序65000
拒保	jubk#序65000
手抓	ubvw#序65000
烂片	ljpm#序65000
稀少	xiuk#序65000
譬如	piru#序65000
市委	uiwz#序65000
水和	uvhe#序65000
续订	xudy#序65000
有俩	yblw#序65000
适时	uiui#序65000
二院	eryr#序65000
实质	uivi#序65000
烟尘	yjif#序65000
云龙	ypls#序65000
共生	gsug#序65000
和热	here#序65000
星驰	xyii#序65000
音源	ynyr#序65000
客官	kegr#序65000
鱼香	yuxd#序65000
残联	cjlm#序65000
高呢	gkne#序65000
五套	wutk#序65000
益达	yida#序65000
脸大	lmda#序65000
会无	hvwu#序65000
二爹	erdx#序65000
于明	yumy#序65000
负八	fuba#序65000
钱到	qmdk#序65000
江底	jddi#序65000
健美	jmmz#序65000
性欲	xyyu#序65000
之举	viju#序65000
几多	jido#序65000
出世	iuui#序65000
已向	yixd#序65000
逮到	dldk#序65000
被评	bzpy#序65000
劫持	jxii#序65000
年号	nmhk#序65000
玉皇	yuhd#序65000
多带	dodl#序65000
机率	jilv#序65000
史诗	uiui#序65000
死得	side#序65000
晓波	xcbo#序65000
度娘	dund#序65000
守望	ubwh#序65000
石碑	uibz#序65000
迎宾	yybn#序65000
茶香	iaxd#序65000
人缘	rfyr#序65000
建明	jmmy#序65000
只带	vidl#序65000
一但	yidj#序65000
原定	yrdy#序65000
尺子	iizi#序65000
等也	dgye#序65000
霸州	bavb#序65000
及各	jige#序65000
有清	ybqy#序65000
笔数	biuu#序65000
月来	ytll#序65000
黄花	hdhw#序65000
又名	ybmy#序65000
触及	iuji#序65000
一姐	yijx#序65000
显着	xmve#序65000
债主	vlvu#序65000
末年	monm#序65000
蚂蚱	mava#序65000
拖走	tozb#序65000
蛋儿	djer#序65000
回京	hvjy#序65000
一哭	yiku#序65000
几棵	jike#序65000
陈艳	ifyj#序65000
兴顺	xyup#序65000
赔完	pzwj#序65000
放任	fhrf#序65000
西甲	xijw#序65000
长兴	ihxy#序65000
雨夜	yuye#序65000
喂食	wzui#序65000
催催	cvcv#序65000
杨颖	yhyy#序65000
炎黄	yjhd#序65000
绝情	jtqy#序65000
魔咒	movb#序65000
为多	wzdo#序65000
九鼎	jqdy#序65000
张旭	vhxu#序65000
压强	yaqd#序65000
一案	yian#序65000
已定	yidy#序65000
小蕾	xclz#序65000
小楠	xcnj#序65000
在时	zlui#序65000
次要	ciyk#序65000
一勺	yiuk#序65000
和软	herr#序65000
浩特	hkte#序65000
剑道	jmdk#序65000
喝药	heyk#序65000
煮饺	vujc#序65000
聚宝	jubk#序65000
异构	yigb#序65000
固顶	gudy#序65000
爱快	aiky#序65000
爱宁	ainy#序65000
爱奴	ainu#序65000
嗳酸	aisr#序65000
安广	angd#序65000
按哦	anoo#序65000
奥法	aofa#序65000
熬年	aonm#序65000
敖平	aopy#序65000
吧友	bayb#序65000
缤购	bngb#序65000
暴兵	bkby#序65000
报毒	bkdu#序65000
暴洪	bkhs#序65000
包总	bkzs#序65000
拜服	blfu#序65000
白破	blpo#序65000
本屌	bfdc#序65000
笨雕	bfdc#序65000
苯教	bfjc#序65000
帮豆	bhdb#序65000
棒粉	bhff#序65000
榜文	bhwf#序65000
比不	bibu#序65000
必掉	bidc#序65000
笔耕	bigg#序65000
壁厚	bihb#序65000
比偶	biou#序65000
比泰	bitl#序65000
逼债	bivl#序65000
笔形	bixy#序65000
搬兵	bjby#序65000
板顶	bjdy#序65000
班狗	bjgb#序65000
半肉	bjrb#序65000
并案	byan#序65000
冰绸	byib#序65000
冰品	bypn#序65000
编凑	bmcb#序65000
博班	bobj#序65000
簿册	buce#序65000
北固	bzgu#序65000
备款	bzkr#序65000
北洛	bzlo#序65000
备品	bzpn#序65000
北浦	bzpu#序65000
被说	bzuo#序65000
侧装	cevd#序65000
侧向	cexd#序65000
磁扣	cikb#序65000
磁针	civf#序65000
磁州	civb#序65000
残魂	cjhp#序65000
残损	cjsp#序65000
残体	cjti#序65000
磋磨	como#序65000
错生	coug#序65000
窜入	crru#序65000
汆子	crzi#序65000
粗去	cuqu#序65000
崔旭	cvxu#序65000
到票	dkpc#序65000
倒桩	dkvd#序65000
的叫	dejc#序65000
等啥	dgua#序65000
灯盏	dgvj#序65000
等爷	dgye#序65000
地广	digd#序65000
滴管	digr#序65000
地库	diku#序65000
帝朗	dilh#序65000
低敏	dimn#序65000
骶髂	diqw#序65000
敌团	ditr#序65000
帝社	diue#序65000
底衫	diuj#序65000
底赞	dizj#序65000
地钻	dizr#序65000
帝尊	dizp#序65000
单抗	djkh#序65000
但怕	djpa#序65000
顶宽	dykr#序65000
电稿	dmgk#序65000
电狼	dmlh#序65000
垫手	dmub#序65000
电灶	dmzk#序65000
钓具	dcju#序65000
屌毛	dcmk#序65000
吊咀	dcju#序65000
剁掉	dodc#序65000
夺舍	doue#序65000
多轴	dovb#序65000
蝶骨	dxgu#序65000
跌足	dxzu#序65000
断恶	dree#序65000
段静	drjy#序65000
短评	drpy#序65000
段婷	drty#序65000
断杀	drua#序65000
董涛	dstk#序65000
毒皇	duhd#序65000
毒经	dujy#序65000
对瓶	dvpy#序65000
顿觉	dpjt#序65000
都聚	dbju#序65000
都苦	dbku#序65000
都木	dbmu#序65000
都这	dbve#序65000
都砸	dbza#序65000
额嗯	eeen#序65000
峨口	eekb#序65000
恶友	eeyb#序65000
耳热	erre#序65000
二社	erue#序65000
发梦	famg#序65000
法装	favd#序65000
汾江	ffjd#序65000
分矿	ffkd#序65000
风痕	fghf#序65000
放喷	fhpf#序65000
范平	fjpy#序65000
范帅	fjuy#序65000
佛八	fuba#序65000
佛坪	fupy#序65000
佛身	fuuf#序65000
佛友	fuyb#序65000
付吧	fuba#序65000
副班	fubj#序65000
辐辏	fucb#序65000
福蝶	fudx#序65000
肤觉	fujt#序65000
父类	fulz#序65000
扶苗	fumc#序65000
辅酶	fumz#序65000
福埔	fupu#序65000
复配	fupz#序65000
付下	fuxw#序65000
飞豆	fzdb#序65000
非光	fzgd#序65000
废卷	fzjr#序65000
飞肯	fzkf#序65000
肺门	fzmf#序65000
费森	fzsf#序65000
飞针	fzvf#序65000
搞毛	gkmk#序65000
高木	gkmu#序65000
改窜	glcr#序65000
该对	gldv#序65000
葛超	geik#序65000
仡佬	gelk#序65000
歌奶	genl#序65000
个泡	gepk#序65000
鸽哨	geuk#序65000
膈腧	geuu#序65000
耿冠	gggr#序65000
杠灯	ghdg#序65000
岗东	ghds#序65000
港风	ghfg#序65000
罡风	ghfg#序65000
钢框	ghkd#序65000
干啊	gjaa#序65000
肝风	gjfg#序65000
甘蒙	gjmg#序65000
干声	gjug#序65000
广地	gddi#序65000
贯标	grbc#序65000
灌粉	grff#序65000
管帽	grmk#序65000
管棚	grpg#序65000
管片	grpm#序65000
官宣	grxr#序65000
拱抱	gsbk#序65000
工改	gsgl#序65000
攻宠	gsis#序65000
供僧	gssg#序65000
固层	gucg#序65000
顾超	guik#序65000
骨矛	gumk#序65000
谷饶	gurk#序65000
姑嫂	gusk#序65000
孤战	guvj#序65000
股癣	guxr#序65000
古窑	guyk#序65000
贵办	gvbj#序65000
诡诞	gvdj#序65000
鬼蝉	gvij#序65000
贵刊	gvkj#序65000
硅砖	gvvr#序65000
挂扣	gwkb#序65000
刮毛	gwmk#序65000
挂亲	gwqn#序65000
挂墙	gwqd#序65000
狗爪	gbvk#序65000
好饱	hkbk#序65000
蒿草	hkck#序65000
好内	hknz#序65000
海宽	hlkr#序65000
还走	hlzb#序65000
河槽	heck#序65000
何奎	hekv#序65000
合片	hepm#序65000
河外	hewl#序65000
恒凯	hgkl#序65000
恒能	hgng#序65000
行次	xyci#序65000
珩齿	hhii#序65000
航司	hhsi#序65000
汉草	hjck#序65000
焊管	hjgr#序65000
酣梦	hjmg#序65000
韩梦	hjmg#序65000
汉腾	hjtg#序65000
寒邪	hjxx#序65000
坏透	hytb#序65000
祸端	hodr#序65000
活粉	hoff#序65000
活块	hoky#序65000
霍老	holk#序65000
幻蝶	hrdx#序65000
幻皇	hrhd#序65000
换门	hrmf#序65000
缓凝	hrny#序65000
环设	hrue#序65000
换文	hrwf#序65000
环纹	hrwf#序65000
洪堡	hsbk#序65000
红手	hsub#序65000
互等	hudg#序65000
狐火	huho#序65000
胡康	hukh#序65000
互夸	hukw#序65000
虎摸	humo#序65000
护目	humu#序65000
虎牌	hupl#序65000
胡写	huxx#序65000
虎爷	huye#序65000
回测	hvce#序65000
恢廓	hvko#序65000
汇算	hvsr#序65000
会洗	hvxi#序65000
灰线	hvxm#序65000
花裤	hwku#序65000
化脑	hwnk#序65000
花奴	hwnu#序65000
花肉	hwrb#序65000
花妖	hwyk#序65000
魂帝	hpdi#序65000
浑说	hpuo#序65000
魂兽	hpub#序65000
荤粥	xpyu#序65000
后句	hbju#序65000
后库	hbku#序65000
厚土	hbtu#序65000
吼住	hbvu#序65000
插接	iajx#序65000
茶米	iami#序65000
剿说	ikuo#序65000
潮装	ikvd#序65000
车仆	iepu#序65000
车铺	iepu#序65000
陈屯	iftp#序65000
陈顺	ifup#序65000
澄碧	igbi#序65000
成啦	igla#序65000
成吗	igma#序65000
乘幂	igmi#序65000
常模	ihmo#序65000
昌南	ihnj#序65000
唱喏	ihno#序65000
场频	ihpn#序65000
常日	ihri#序65000
常屯	ihtp#序65000
畅顺	ihup#序65000
吃瘪	iibx#序65000
驰创	iiid#序65000
池畔	iipj#序65000
池沼	iivk#序65000
赤炎	iiyj#序65000
谄害	ijhl#序65000
谗害	ijhl#序65000
馋了	ijle#序65000
缠论	ijlp#序65000
床费	idfz#序65000
窗扉	idfz#序65000
创凯	idkl#序65000
传兵	irby#序65000
船机	irji#序65000
传课	irke#序65000
川木	irmu#序65000
冲厕	isce#序65000
冲的	isde#序65000
冲顶	isdy#序65000
涌口	yskb#序65000
出么	iume#序65000
出苗	iumc#序65000
锤击	ivji#序65000
锤科	ivke#序65000
锤妹	ivmz#序65000
抽秒	ibmc#序65000
抽条	ibtc#序65000
绸条	ibtc#序65000
丑炸	ibva#序65000
金舵	jndo#序65000
禁猎	jnlx#序65000
进呢	jnne#序65000
金簪	jnzj#序65000
急案	jian#序65000
讥嘲	jiik#序65000
集抄	jiik#序65000
急产	jiij#序65000
剞劂	jijt#序65000
几开	jikl#序65000
季刊	jikj#序65000
机框	jikd#序65000
急么	jime#序65000
激恼	jink#序65000
极缺	jiqt#序65000
吉瑞	jirv#序65000
基色	jise#序65000
基三	jisj#序65000
急甩	jiuy#序65000
叽歪	jiwl#序65000
静等	jydg#序65000
景丹	jydj#序65000
净落	jylo#序65000
景来	jyll#序65000
惊了	jyle#序65000
劲烈	jnlx#序65000
精切	jyqx#序65000
劲射	jyue#序65000
井斜	jyxx#序65000
降等	jddg#序65000
讲啥	jdua#序65000
键槽	jmck#序65000
建兰	jmlj#序65000
见么	jmme#序65000
键能	jmng#序65000
剑破	jmpo#序65000
奸贼	jmzz#序65000
教参	jccj#序65000
校订	jcdy#序65000
脚钉	jcdy#序65000
叫饭	jcfj#序65000
叫俩	jclw#序65000
焦耐	jcnl#序65000
焦切	jcqx#序65000
洁厕	jxce#序65000
借号	jxhk#序65000
解差	jxil#序65000
洁敏	jxmn#序65000
诫命	jxmy#序65000
洁身	jxuf#序65000
借谁	jxuv#序65000
九丹	jqdj#序65000
就吹	jqiv#序65000
九康	jqkh#序65000
就慢	jqmj#序65000
酒塞	jqsl#序65000
就玩	jqwj#序65000
崛川	jtir#序65000
绝款	jtkr#序65000
绝日	jtri#序65000
诀要	jtyk#序65000
绝影	jtyy#序65000
举凡	jufj#序65000
巨海	juhl#序65000
巨汗	juhj#序65000
拒还	juhl#序65000
巨卡	juka#序65000
巨辣	jula#序65000
橘猫	jumk#序65000
居麦	juml#序65000
巨慢	jumj#序65000
巨山	juuj#序65000
巨爽	juud#序65000
举爪	juvk#序65000
巨眼	juyj#序65000
龃龉	juyu#序65000
局灶	juzk#序65000
加单	jwdj#序65000
夹爪	jwvk#序65000
稼轩	jwxr#序65000
俊华	jphw#序65000
均瑶	jpyk#序65000
卡考	kakk#序65000
开海	klhl#序65000
开秀	klxq#序65000
啃声	kfug#序65000
抗敏	khmn#序65000
抗燃	khrj#序65000
抗弯	khwj#序65000
康欣	khxn#序65000
狂帝	kddi#序65000
狂胜	kdug#序65000
狂抓	kdvw#序65000
哭毛	kumk#序65000
酷特	kute#序65000
亏短	kvdr#序65000
亏款	kvkr#序65000
魁首	kvub#序65000
亏赚	kvvr#序65000
拉槽	lack#序65000
拉床	laid#序65000
辣卤	lalu#序65000
蜡台	latl#序65000
蜡嘴	lazv#序65000
临边	lnbm#序65000
临电	lndm#序65000
林仔	lnzl#序65000
老斌	lkbn#序65000
老云	lkyp#序65000
来踩	llcl#序65000
了改	legl#序65000
乐少	leuk#序65000
郎才	lhcl#序65000
郎岱	lhdl#序65000
狼的	lhde#序65000
浪点	lhdm#序65000
朗多	lhdo#序65000
啷个	lhge#序65000
里啊	liaa#序65000
李煌	lihd#序65000
藜麦	liml#序65000
力耐	linl#序65000
利泰	litl#序65000
立刷	liuw#序65000
李寨	livl#序65000
蓝红	ljhs#序65000
懒么	ljme#序65000
蓝盘	ljpj#序65000
蓝贴	ljtx#序65000
兰轩	ljxr#序65000
领的	lyde#序65000
灵宠	lyis#序65000
凌锥	lyvv#序65000
灵液	lyye#序65000
凉碟	lddx#序65000
靓妆	jyvd#序65000
靓装	jyvd#序65000
联安	lman#序65000
连按	lman#序65000
莲皇	lmhd#序65000
练满	lmmj#序65000
练完	lmwj#序65000
连伟	lmwz#序65000
聊且	lcqx#序65000
落草	lock#序65000
落袋	lodl#序65000
裸分	loff#序65000
罗浩	lohk#序65000
螺号	lohk#序65000
罗少	louk#序65000
刘屯	lqtp#序65000
乱玩	lrwj#序65000
龙采	lscl#序65000
龙双	lsud#序65000
鹭草	luck#序65000
禄蠹	ludu#序65000
栌斗	ludb#序65000
路肩	lujm#序65000
胪列	lulx#序65000
陆慕	lumu#序65000
卤藕	luou#序65000
芦浦	lupu#序65000
陆润	lurp#序65000
陆屋	luwu#序65000
路阻	luzu#序65000
律考	lvkk#序65000
绿区	lvqu#序65000
吕婷	lvty#序65000
绿芜	lvwu#序65000
雷多	lzdo#序65000
雷叔	lzuu#序65000
轮扣	lpkb#序65000
搂紧	lbjn#序65000
搂腰	lbyk#序65000
麻片	mapm#序65000
马倩	maqm#序65000
敏硕	mnuo#序65000
毛的	mkde#序65000
毛哦	mkoo#序65000
猫脸	mklm#序65000
毛面	mkmm#序65000
茂年	mknm#序65000
锚索	mkso#序65000
毛笋	mksp#序65000
毛少	mkuk#序65000
梦珂	mgke#序65000
锰矿	mgkd#序65000
孟敏	mgmn#序65000
孟倩	mgqm#序65000
孟爽	mgud#序65000
忙下	mhxw#序65000
秘典	midm#序65000
米多	mido#序65000
蔓草	mjck#序65000
慢待	mjdl#序65000
满井	mjjy#序65000
满营	mjyy#序65000
名草	myck#序65000
名刀	mydk#序65000
明兜	mydb#序65000
明眸	mymb#序65000
面框	mmkd#序65000
棉三	mmsj#序65000
秒怪	mcgy#序65000
莫娘	mond#序65000
墨月	moyt#序65000
慕残	mucj#序65000
木错	muco#序65000
木点	mudm#序65000
牧魂	muhp#序65000
牧田	mutm#序65000
没讲	mzjd#序65000
没魔	mzmo#序65000
美诺	mzno#序65000
纳库	naku#序65000
纳品	napn#序65000
挠度	nkdu#序65000
闹架	nkjw#序65000
脑满	nkmj#序65000
奶爹	nldx#序65000
嫩娘	nfnd#序65000
能搜	ngsb#序65000
逆否	nifb#序65000
你考	nikk#序65000
你扣	nikb#序65000
你咯	nige#序65000
你捏	ninx#序65000
你热	nire#序65000
你特	nite#序65000
泥头	nitb#序65000
你收	niub#序65000
南梦	njmg#序65000
凝冰	nyby#序65000
年啊	nmaa#序65000
年貌	nmmk#序65000
聂晶	nxjy#序65000
捏肩	nxjm#序65000
牛基	nqji#序65000
牛米	nqmi#序65000
忸怩	nqni#序65000
浓荫	nsyn#序65000
欧款	oukr#序65000
欧玲	ouly#序65000
品貌	pnmk#序65000
品专	pnvr#序65000
刨工	pkgs#序65000
抛空	pkks#序65000
炮孔	pkks#序65000
排粉	plff#序65000
拍走	plzb#序65000
彭奋	pgff#序65000
彭春	pgip#序65000
彭坤	pgkp#序65000
彭明	pgmy#序65000
棚膜	pgmo#序65000
彭硕	pguo#序65000
鹏顺	pgup#序65000
鹏讯	pgxp#序65000
庞强	phqd#序65000
坯布	pibu#序65000
皮册	pice#序65000
皮肚	pidu#序65000
皮松	piss#序65000
批头	pitb#序65000
匹数	piuu#序65000
劈手	piub#序65000
批售	piub#序65000
疲于	piyu#序65000
叛兵	pjby#序65000
盘主	pjvu#序65000
平槽	pyck#序65000
平垫	pydm#序65000
平云	pyyp#序65000
瓢鞋	pcxx#序65000
破摔	pouy#序65000
破招	povk#序65000
普玻	pubo#序65000
铺谋	pumb#序65000
浦瓯	puou#序65000
沛然	pzrj#序65000
陪玩	pzwj#序65000
秦静	qnjy#序65000
钦命	qnmy#序65000
秦旭	qnxu#序65000
凄恻	qice#序65000
气促	qicu#序65000
齐超	qiik#序65000
奇丑	qiib#序65000
起圈	qiqr#序65000
气啦	qila#序65000
起锚	qimk#序65000
七嫂	qisk#序65000
七少	qiuk#序65000
七双	qiud#序65000
清傲	qyao#序65000
轻蹙	qycu#序65000
轻软	qyrr#序65000
强茂	qdmk#序65000
枪嘴	qdzv#序65000
签错	qmco#序65000
潜热	qmre#序65000
潜血	qmxt#序65000
乾造	qmzk#序65000
切槽	qxck#序65000
切枪	qxqd#序65000
邱冰	qqby#序65000
球盲	qqmh#序65000
球蟒	qqmh#序65000
虬髯	qqrj#序65000
全盔	qrkv#序65000
泉下	qrxw#序65000
琼哥	qsge#序65000
穷着	qsve#序65000
缺门	qtmf#序65000
炔烃	qtty#序65000
曲斌	qubn#序65000
驱驰	quii#序65000
去啦	qula#序65000
劬劳	qulk#序65000
阒然	qurj#序65000
惹草	reck#序65000
攘外	rhwl#序65000
软腭	rree#序65000
绒癌	rsai#序65000
荣宝	rsbk#序65000
融魂	rshp#序65000
入册	ruce#序65000
入科	ruke#序65000
入脑	runk#序65000
