一万	yiwj
低价	dijx
低估	digu
低俗	disu
低分	diff
低劣	dilp
低垂	diiv
低声	diug
低头	ditz
低度	didu
低廉	dilm
低开	dikd
低沉	diif
低洼	diwa
低温	diwf
低潮	diic
低烧	diuc
低着	dive
低矮	diai
低空	diks
低端	didr
低等	didg
低糖	dith
低级	diji
低耗	dihc
低能	ding
低落	dilo
低调	didn
低迷	dimi
低速	disu
低音	diyb
低频	dipb
低龄	dilk
住嘴	vuzv
住址	vuvi
住处	vuiu
住宅	vuvd
住家	vujx
住宿	vusu
住店	vudm
住户	vuhu
住房	vufh
住所	vuso
住过	vugo
佐料	zoln
佐餐	zocj
体会	tihv
体内	tinw
体力	tili
体味	tiww
体坛	titj
体外	tiwd
体察	tiia
体弱	tiro
体态	titd
体恤	tixu
体操	ticc
体校	tixn
体格	tige
体检	tijm
体液	tiye
体现	tixm
体积	tiji
体系	tixi
体统	tits
体罚	tifa
体育	tiyu
体能	ting
体谅	till
体貌	timc
体质	tivi
体贴	titp
体重	tivs
体院	tiyr
体面	timm
体香	tixl
体验	tiyj
体魄	tipo
何不	hebu
何人	herf
何以	heyi
何况	hekl
何在	hezd
何地	hedi
何处	heiu
何如	heru
何必	hebi
何愁	heiz
何故	hegu
何方	hefh
何日	heri
何曾	hecg
何来	held
何止	hevi
何求	heqq
何物	hewu
何用	heys
何种	hevs
何等	hedg
何苦	heku
何谈	hetj
何谓	heww
何须	hexu
余下	yuxx
余党	yudh
余地	yudi
余孽	yunp
余款	yukr
余波	yubo
余热	yure
余生	yuug
余缺	yuqt
余震	yuvf
余额	yuee
佛像	foxl
佛光	fogl
佛堂	foth
佛学	foxt
佛家	fojx
佛寺	fosi
佛山	fouj
佛教	fojn
佛法	fofa
佛爷	foye
佛珠	fovu
佛祖	fozu
佛经	fojk
佛门	fomf
佛龛	fokj
作业	zoye
作为	zoww
作乐	zole
作乱	zolr
作伴	zobj
作何	zohe
作保	zobc
作准	zovy
作出	zoiu
作别	zobp
作古	zogu
作呕	zoou
作品	zopb
作图	zotu
作坊	zofh
作孽	zonp
作客	zoke
作家	zojx
作对	zodv
作序	zoxu
作废	zofw
作弄	zons
作弊	zobi
作怪	zogk
作息	zoxi
作恶	zoee
作战	zovj
作数	zouu
作文	zowf
作曲	zoqu
作案	zoan
作梗	zogg
作死	zosi
作物	zowu
作用	zoys
作画	zohx
作祟	zosv
作秀	zoxq
作答	zoda
作罢	zoba
作者	zove
作证	zovg
作词	zoci
作践	zojm
作陪	zopw
作难	zonj
作风	zofg
佝偻	gzlz
你们	nimf
你好	nihc
佣人	ysrf
佣金	ysjb
佤族	wazu
佩刀	pwdc
佩戴	pwdd
佩服	pwfu
佯装	yhvl
佳作	jxzo
佳偶	jxou
佳肴	jxyc
佳能	jxng
使劲	uijb
使命	uimk
使唤	uihr
使团	uitr
使得	uide
使用	uiys
使者	uive
侄儿	vier
侄女	vinv
侄子	vizi
例句	liju
例外	liwd
例如	liru
例子	lizi
侍女	uinv
侍郎	uilh
侗族	dszu
供养	gsyh
供奉	gsfg
供应	gsyk
供暖	gsnr
供楼	gslz
供水	gsuv
供求	gsqq
供电	gsdm
供血	gsxt
供货	gsho
依从	yics
依恋	yilm
依托	yito
依据	yiju
依旧	yijq
依法	yifa
依然	yirj
依照	yivc
依着	yive
依稀	yixi
依赖	yild
依附	yifu
依靠	yikc
侠侣	xxlv
侠女	xxnv
侥幸	jnxk
侦察	vfia
侦探	vftj
侦测	vfce
侦破	vfpo
侧卧	cewo
侧目	cemu
侧睡	ceuv
侧翼	ceyi
侧耳	ceer
侧身	ceuf
侧边	cebm
侧重	cevs
侧门	cemf
侧面	cemm
侨居	qnju
侨民	qnmb
侨胞	qnbc
侮辱	wuru
侯爵	hzjt
侵入	qbru
侵华	qbhx
侵占	qbvj
侵吞	qbty
侵夺	qbdo
侵害	qbhd
侵扰	qbrc
侵权	qbqr
侵犯	qbfj
侵略	qblt
侵袭	qbxi
便于	bmyu
便会	bmhv
便便	bmbm
便利	bmli
便可	bmke
便宜	pmyi
便当	bmdh
便有	bmyz
便条	bmtn
便民	bmmb
便溺	bmnn
便秘	bmmi
便装	bmvl
便车	bmie
便餐	bmcj
便饭	bmfj
促使	cuui
促动	cuds
促成	cuig
促进	cujb
促销	cuxn
俄文	eewf
俊俏	jyqn
俊杰	jyjp
俊男	jynj
俊秀	jyxq
俊美	jymw
俏丽	qnli
俏皮	qnpi
俗人	surf
俗套	sutc
俗家	sujx
俗念	sunm
俗气	suqi
俗物	suwu
俗称	suig
俗话	suhx
俗语	suyu
俘虏	fulu
保举	bcju
保人	bcrf
保佑	bcyz
保修	bcxq
保健	bcjm
保全	bcqr
保养	bcyh
保准	bcvy
保单	bcdj
保卫	bcww
保姆	bcmu
保存	bccy
保守	bcuz
保安	bcan
保定	bcdk
保密	bcmi
保护	bchu
保持	bcii
保暖	bcnr
保本	bcbf
保洁	bcjp
保温	bcwf
保留	bclq
保管	bcgr
保证	bcvg
保重	bcvs
保镖	bcbn
保险	bcxm
保障	bcvh
信仰	xbyh
信任	xbrf
信函	xbhj
信号	xbhc
信封	xbfg
信差	xbid
信徒	xbtu
信心	xbxb
信息	xbxi
信托	xbto
信服	xbfu
信札	xbva
信步	xbbu
信物	xbwu
信用	xbys
信箱	xbxl
信纸	xbvi
信誉	xbyu
信贷	xbdd
信赖	xbld
信鸽	xbge
俨如	yjru
俨然	yjrj
俩人	lxrf
修为	xqww
修书	xquu
修养	xqyh
修复	xqfu
修女	xqnv
修好	xqhc
修建	xqjm
修改	xqgd
修桥	xqqn
修正	xqvg
修炼	xqlm
修理	xqli
修筑	xqvu
修缮	xquj
修罗	xqlo
修行	xqxk
修补	xqbu
修订	xqdk
修路	xqlu
修身	xquf
修辞	xqci
修造	xqzc
修配	xqpw
修长	xqih
修饰	xqui
俯冲	fuis
俯卧	fuwo
俯瞰	fukj
俱全	juqr
俸禄	fglu
倍加	bwjx
倍增	bwzg
倍感	bwgj
倏然	uurj
倒下	dcxx
倒卖	dcmd
倒台	dctd
倒塌	dcta
倒好	dchc
倒影	dcyk
倒忙	dcmh
倒悬	dcxr
倒戈	dcge
倒挂	dcgx
倒挡	dcdh
倒数	dcuu
倒水	dcuv
倒流	dclq
倒着	dcve
倒腾	dctg
倒贴	dctp
倒赔	dcpw
倒车	dcie
倒转	dcvr
倒退	dctv
倒闭	dcbi
倒霉	dcmw
倔强	jtjl
倘或	thho
倘若	thro
候审	hzuf
候补	hzbu
候车	hzie
候选	hzxr
候鸟	hznn
倜傥	tith
借了	jple
借债	jpvd
借光	jpgl
借助	jpvu
借口	jpkz
借宿	jpsu
借条	jptn
借来	jpld
借款	jpkr
借此	jpci
借用	jpys
借给	jpgw
借重	jpvs
借鉴	jpjm
借钱	jpqm
倡导	ihdc
倡议	ihyi
倦容	jrrs
倦怠	jrdd
倦意	jryi
倦色	jrse
倨傲	juao
倩女	qmnv
倩影	qmyk
倭寇	wokz
债主	vdvu
债务	vdwu
债权	vdqr
债款	vdkr
值得	vide
值班	vibj
倾吐	qktu
倾向	qkxl
倾听	qktk
倾城	qkig
倾斜	qkxp
倾诉	qksu
假冒	jxmc
假名	jxmk
假如	jxru
假定	jxdk
假寐	jxmw
假山	jxuj
假币	jxbi
假日	jxri
假期	jxqi
假条	jxtn
假球	jxqq
假的	jxde
假若	jxro
假装	jxvl
假设	jxue
假话	jxhx
假说	jxuo
假象	jxxl
假造	jxzc
假酒	jxjq
假钞	jxic
偌大	roda
偏不	pmbu
偏偏	pmpm
偏僻	pmpi
偏向	pmxl
偏大	pmda
偏巧	pmqn
偏差	pmia
偏心	pmxb
偏执	pmvi
偏方	pmfh
偏旁	pmph
偏激	pmji
偏爱	pmai
偏离	pmli
偏袒	pmtj
偏要	pmyc
偏见	pmjm
偏转	pmvr
偏远	pmyr
偏重	pmvs
偏锋	pmfg
偏门	pmmf
偏颇	pmpo
偏食	pmui
偏高	pmgc
做东	zods
做主	zovu
做事	zoui
做人	zorf
做作	zozo
做到	zodc
做单	zodj
做回	zohv
做声	zoug
做多	zodo
做好	zohc
做媒	zomw
做官	zogr
做工	zogs
做得	zode
做成	zoig
做操	zocc
做梦	zomg
做法	zofa
做派	zopd
做爱	zoai
做盘	zopj
做空	zoks
做菜	zocd
做贼	zozw
做过	zogo
做错	zoco
做题	zoti
做饭	zofj
做鬼	zogv
停下	tkxx
停业	tkye
停产	tkij
停住	tkvu
停刊	tkkj
停发	tkfa
停当	tkdh
停战	tkvj
停手	tkuz
停摆	tkbd
停放	tkfh
停机	tkji
停板	tkbj
停歇	tkxp
停止	tkvi
停步	tkbu
停水	tkuv
停泊	tkbo
停火	tkho
停牌	tkpd
停用	tkys
停电	tkdm
停留	tklq
停赛	tksd
停车	tkie
停靠	tkkc
停顿	tkdy
停飞	tkfw
停驶	tkui
健全	jmqr
健在	jmzd
健壮	jmvl
健康	jmkh
健忘	jmwh
健美	jmmw
健脾	jmpi
健谈	jmtj
健身	jmuf
偶像	ouxl
偶发	oufa
偶尔	ouer
偶得	oude
偶感	ougj
偶数	ouuu
偶然	ourj
偶遇	ouyu
偷偷	tztz
偷取	tzqu
偷吃	tzii
偷听	tztk
偷嘴	tzzv
偷情	tzqk
偷懒	tzlj
偷拍	tzpd
偷欢	tzhr
偷渡	tzdu
偷猎	tzlp
偷生	tzug
偷盗	tzdc
偷看	tzkj
偷税	tzuv
偷窃	tzqp
偷窥	tzkv
偷笑	tzxn
偷袭	tzxi
偷走	tzzz
偿付	ihfu
偿债	ihvd
偿命	ihmk
偿还	ihhr
傀儡	kvlw
傍晚	bhwj
傣族	ddzu
储备	iubw
储存	iucy
储物	iuwu
储蓄	iuxu
储藏	iuch
储量	iull
催产	cvij
催促	cvcu
催债	cvvd
催办	cvbj
催化	cvhx
催命	cvmk
催收	cvuz
催款	cvkr
催泪	cvlw
催生	cvug
催眠	cvmm
催逼	cvbi
傲人	aorf
傲岸	aoan
傲慢	aomj
傲气	aoqi
傲视	aoui
傲骨	aogu
傻傻	uaua
傻子	uazi
傻瓜	uagx
傻眼	uayj
傻笑	uaxn
傻等	uadg
傻蛋	uadj
傻话	uahx
傻逼	uabi
像样	xlyh
像素	xlsu
像话	xlhx
僧人	sgrf
僧众	sgvs
僧侣	sglv
僧俗	sgsu
僧尼	sgni
僧道	sgdc
僵尸	jlui
僵局	jlju
僵持	jlii
僵硬	jlyk
僻静	pijk
儒家	rujx
儒生	ruug
儒雅	ruya
儿女	ernv
儿子	erzi
儿孙	ersy
儿戏	erxi
儿歌	erge
儿科	erke
儿童	erts
允许	yyxu
允诺	yyno
元凶	yrxs
元勋	yrxy
元宝	yrbc
元宵	yrxn
元帅	yruk
元年	yrnm
元旦	yrdj
元月	yryt
元朝	yric
元气	yrqi
元素	yrsu
元老	yrlc
元钱	yrqm
元首	yruz
兄台	xstd
兄妹	xsmw
兄嫂	xssc
兄弟	xsdi
充值	isvi
充军	isjy
充分	isff
充塞	isse
充实	isui
充当	isdh
充数	isuu
充斥	isii
充沛	ispw
充满	ismj
充电	isdm
充血	isxt
充裕	isyu
充足	iszu
兆头	vctz
兆赫	vche
先例	xmli
先兆	xmvc
先决	xmjt
先别	xmbp
先前	xmqm
先吃	xmii
先后	xmhz
先天	xmtm
先头	xmtz
先机	xmji
先烈	xmlp
先生	xmug
先用	xmys
先祖	xmzu
先秦	xmqb
先说	xmuo
先走	xmzz
先辈	xmbw
先进	xmjb
先锋	xmfg
先驱	xmqu
光临	gllb
光亮	glll
光凭	glpk
光听	gltk
光圈	glqr
光复	glfu
光头	gltz
光子	glzi
光学	glxt
光年	glnm
光彩	glcd
光影	glyk
光斑	glbj
光明	glmk
光晕	glyy
光景	gljk
光柱	glvu
光标	glbn
光棍	glgy
光泽	glze
光源	glyr
光溜	gllq
光滑	glhx
光火	glho
光照	glvc
光环	glhr
光电	gldm
光盘	glpj
光着	glve
光碟	gldp
光线	glxm
光缆	gllj
光能	glng
光芒	glmh
光荣	glrs
光说	gluo
光辉	glhv
光速	glsu
光阴	glyb
光顾	glgu
光驱	glqu
克制	kevi
克拉	kela
克服	kefu
克隆	kels
免了	mmle
免于	mmyu
免俗	mmsu
免去	mmqu
免征	mmvg
免得	mmde
免息	mmxi
免提	mmti
免收	mmuz
免检	mmjm
免疫	mmyi
免票	mmpn
免税	mmuv
免罪	mmzv
免责	mmze
免费	mmfw
免遭	mmzc
免除	mmiu
兑奖	dvjl
兑换	dvhr
兑现	dvxm
兔兔	tutu
兔唇	tuiy
兔子	tuzi
兖州	yjvz
党内	dhnw
党员	dhyr
党外	dhwd
党委	dhww
党建	dhjm
党徽	dhhv
党政	dhvg
党校	dhxn
党派	dhpd
党章	dhvh
党纲	dhgh
党组	dhzu
党羽	dhyu
党费	dhfw
兜售	dzuz
兜圈	dzqr
兜底	dzdi
兜里	dzli
兜风	dzfg
入伍	ruwu
入伙	ruho
入住	ruvu
入侵	ruqb
入党	rudh
入关	rugr
入内	runw
入列	rulp
入口	rukz
入围	ruww
入地	rudi
入场	ruih
入境	rujk
入市	ruui
入库	ruku
入座	ruzo
入戏	ruxi
入户	ruhu
入手	ruuz
入流	rulq
入港	rugh
入眠	rumm
入眼	ruyj
入睡	ruuv
入网	ruwh
入耳	ruer
入职	ruvi
入股	rugu
入账	ruvh
入赘	ruvv
入迷	rumi
入选	ruxr
入门	rumf
全会	qrhv
全体	qrti
全军	qrjy
全副	qrfu
全勤	qrqb
全名	qrmk
全员	qryr
全国	qrgo
全场	qrih
全天	qrtm
全家	qrjx
全局	qrju
全屏	qrpk
全年	qrnm
全息	qrxi
全才	qrcd
全拼	qrpb
全文	qrwf
全新	qrxb
全无	qrwu
全景	qrjk
全本	qrbf
全权	qrqr
全村	qrcy
全校	qrxn
全民	qrmb
全然	qrrj
全球	qrqq
全盘	qrpj
全省	qrug
全码	qrma
全票	qrpn
全称	qrig
全职	qrvi
全能	qrng
全裸	qrlo
全角	qrjn
全让	qrrh
全貌	qrmc
全身	qruf
全选	qrxr
全速	qrsu
全部	qrbu
全都	qrdz
全队	qrdv
全面	qrmm
全额	qree
八一	bayi
八万	bawj
八个	bage
八仙	baxm
八十	baui
八千	baqm
八卦	bagx
八天	batm
八字	bazi
八宝	babc
八岁	basv
八成	baig
八折	bave
八方	bafh
八旬	baxy
八月	bayt
八百	babd
八股	bagu
八荒	bahl
八角	bajn
八路	balu
公主	gsvu
公交	gsjn
公仆	gspu
公仔	gszd
公休	gsxq
公众	gsvs
公债	gsvd
公允	gsyy
公共	gsgs
公关	gsgr
公函	gshj
公分	gsff
公务	gswu
公升	gsug
公司	gssi
公告	gsgc
公园	gsyr
公婆	gspo
公孙	gssy
公安	gsan
公害	gshd
公寓	gsyu
公尺	gsii
公差	gsid
公布	gsbu
公干	gsgj
公平	gspk
公开	gskd
公式	gsui
公德	gsde
公投	gstz
公文	gswf
公斤	gsjb
公杂	gsza
公款	gskr
公正	gsvg
公民	gsmb
公测	gsce
公然	gsrj
公爵	gsjt
公牛	gsnq
公用	gsys
公社	gsue
公章	gsvh
公粮	gsll
公约	gsyt
公署	gsuu
公费	gsfw
公路	gslu
公车	gsie
公道	gsdc
公里	gsli
公顷	gsqk
六一	lqyi
六万	lqwj
六个	lqge
六千	lqqm
六天	lqtm
六岁	lqsv
六月	lqyt
六朝	lqic
六百	lqbd
兰州	ljvz
兰花	ljhx
兰草	ljcc
共享	gsxl
共勉	gsmm
共同	gsts
共存	gscy
共度	gsdu
共建	gsjm
共性	gsxk
共振	gsvf
共有	gsyz
共鸣	gsmk
关东	grds
关乎	grhu
关了	grle
关于	gryu
关停	grtk
关公	grgs
关切	grqp
关卡	grqx
关口	grkz
关外	grwd
关心	grxb
关怀	grhk
关押	grya
关掉	grdn
关机	grji
关注	grvu
关灯	grdg
关照	grvc
关爱	grai
关着	grve
关窗	gril
关系	grxi
关紧	grjb
关联	grlm
关节	grjp
关键	grjm
关门	grmf
关闭	grbi
兴业	xkye
兴办	xkbj
兴叹	xktj
兴奋	xkff
兴建	xkjm
兴旺	xkwh
兴盛	xkug
兴衰	xkuk
兴趣	xkqu
兴隆	xkls
兵书	bkuu
兵器	bkqi
兵团	bktr
兵权	bkqr
兵法	bkfa
兵种	bkvs
兵营	bkyk
兵败	bkbd
兵马	bkma
其中	qivs
其他	qita
其余	qiyu
其实	qiui
其所	qiso
其次	qici
具体	juti
具备	jubw
具有	juyz
典型	dmxk
典当	dmdh
典故	dmgu
典范	dmfj
典藏	dmch
典雅	dmya
养伤	yhuh
养分	yhff
养大	yhda
养女	yhnv
养家	yhjx
养成	yhig
养料	yhln
养殖	yhvi
养活	yhho
养狗	yhgz
养猪	yhvu
养生	yhug
养病	yhbk
养眼	yhyj
养着	yhve
养老	yhlc
养育	yhyu
养身	yhuf
养颜	yhyj
养鸡	yhji
兼任	jmrf
兼备	jmbw
兼容	jmrs
兼并	jmbk
兼得	jmde
兼有	jmyz
兼顾	jmgu
内中	nwvs
内乱	nwlr
内伤	nwuh
内债	nwvd
内力	nwli
内功	nwgs
内务	nwwu
内勤	nwqb
内参	nwcj
内向	nwxl
内因	nwyb
内在	nwzd
内地	nwdi
内壁	nwbi
内外	nwwd
内奸	nwjm
内存	nwcy
内定	nwdk
内容	nwrs
内层	nwcg
内嵌	nwqm
内幕	nwmu
内应	nwyk
内心	nwxb
内急	nwji
内战	nwvj
内招	nwvc
内控	nwks
内政	nwvg
内敛	nwlm
内服	nwfu
内核	nwhe
内测	nwce
内涝	nwlc
内涵	nwhj
内疚	nwjq
内码	nwma
内秀	nwxq
内科	nwke
内线	nwxm
内网	nwwh
内置	nwvi
内耗	nwhc
内胆	nwdj
内胎	nwtd
内脏	nwzh
内蒙	nwmg
内蕴	nwyy
内行	nwhh
内衣	nwyi
内裤	nwku
内角	nwjn
内讧	nwhs
内设	nwue
内退	nwtv
内部	nwbu
内销	nwxn
内阁	nwge
内陆	nwlu
内需	nwxu
内饰	nwui
内鬼	nwgv
冉冉	rjrj
册子	cezi
册封	cefg
再三	zdsj
再也	zdye
再会	zdhv
再则	zdze
再创	zdil
再多	zddo
再好	zdhc
再婚	zdhy
再差	zdia
再度	zddu
再忙	zdmh
再快	zdkk
再打	zdda
再无	zdwu
再有	zdyz
再来	zdld
再次	zdci
再版	zdbj
再生	zdug
再用	zdys
再等	zddg
再者	zdve
再行	zdxk
再见	zdjm
再让	zdrh
再说	zduo
再造	zdzc
冒充	mcis
冒出	mciu
冒号	mchc
冒名	mcmk
冒失	mcui
冒尖	mcjm
冒昧	mcmw
冒汗	mchj
冒泡	mcpc
冒火	mcho
冒烟	mcyj
冒牌	mcpd
冒犯	mcfj
冒用	mcys
冒着	mcve
冒险	mcxm
冒雨	mcyu
冒领	mclk
冗员	rsyr
冗长	rsih
写下	xpxx
写书	xpuu
写作	xpzo
写信	xpxb
写入	xpru
写出	xpiu
写好	xphc
写字	xpzi
写完	xpwj
写实	xpui
写就	xpjq
写成	xpig
写明	xpmk
写景	xpjk
写法	xpfa
写照	xpvc
写生	xpug
写真	xpvf
写着	xpve
写稿	xpgc
写给	xpgw
写过	xpgo
写道	xpdc
写错	xpco
军乐	jyyt
军事	jyui
军人	jyrf
军令	jylk
军刀	jydc
军区	jyqu
军医	jyyi
军号	jyhc
军团	jytr
军备	jybw
军官	jygr
军容	jyrs
军心	jyxb
军情	jyqk
军方	jyfh
军旅	jylv
军服	jyfu
军权	jyqr
军校	jyxn
军械	jyxp
军歌	jyge
军民	jymb
军港	jygh
军演	jyyj
军火	jyho
军用	jyys
军纪	jyji
军舰	jyjm
军营	jyyk
军装	jyvl
军规	jygv
军训	jyxy
军费	jyfw
军车	jyie
军长	jyvh
军阀	jyfa
军队	jydv
军饷	jyxl
农业	nsye
农产	nsij
农历	nsli
农场	nsih
农夫	nsfu
农家	nsjx
农忙	nsmh
农村	nscy
农民	nsmb
农活	nsho
农田	nstm
农药	nsyc
农行	nshh
冠以	gryi
冠军	grjy
冠名	grmk
冤仇	yriz
冤孽	yrnp
冤家	yrjx
冤情	yrqk
冤枉	yrwh
冤案	yran
冤死	yrsi
冤魂	yrhy
冥想	mkxl
冬夏	dsxx
冬天	dstm
冬季	dsji
冬日	dsri
冬瓜	dsgx
冬眠	dsmm
冬笋	dssy
冬至	dsvi
冬菇	dsgu
冬装	dsvl
冬训	dsxy
冬运	dsyy
冰上	bkuh
冰冷	bklg
冰冻	bkds
冰凉	bkll
冰块	bkkk
冰封	bkfg
冰山	bkuj
冰岛	bkdc
冰川	bkir
冰心	bkxb
冰柜	bkgv
冰棍	bkgy
冰棒	bkbh
冰水	bkuv
冰河	bkhe
冰灯	bkdg
冰点	bkdm
冰球	bkqq
冰窖	bkjn
冰箱	bkxl
冰糖	bkth
冰镇	bkvf
冰雕	bkdn
冰雪	bkxt
冰雹	bkbc
冰霜	bkul
冰鞋	bkxp
冲入	isru
冲凉	isll
冲出	isiu
冲击	isji
冲刷	isux
冲刺	isci
冲力	isli
冲动	isds
冲向	isxl
冲垮	iskx
冲天	istm
冲掉	isdn
冲杀	isua
冲洗	isxi
冲浪	islh
冲淡	isdj
冲着	isve
冲破	ispo
冲突	istu
冲茶	isia
冲走	iszz
冲过	isgo
冲进	isjb
冲销	isxn
决出	jtiu
决口	jtkz
决定	jtdk
决心	jtxb
决战	jtvj
决斗	jtdz
决断	jtdr
决然	jtrj
决策	jtce
决算	jtsr
决绝	jtjt
决胜	jtug
决裂	jtlp
决议	jtyi
决赛	jtsd
况且	klqp
冶炼	yelm
冶金	yejb
冷了	lgle
冷傲	lgao
冷僻	lgpi
冷冷	lglg
冷冻	lgds
冷凝	lgnk
冷却	lgqt
冷场	lgih
冷天	lgtm
冷宫	lggs
冷寂	lgji
冷战	lgvj
冷敷	lgfu
冷暖	lgnr
冷枪	lgql
冷柜	lggv
冷死	lgsi
冷气	lgqi
冷水	lguv
冷汗	lghj
冷淡	lgdj
冷清	lgqk
冷漠	lgmo
冷烫	lgth
冷热	lgre
冷盘	lgpj
冷眼	lgyj
冷笑	lgxn
冷箭	lgjm
冷脸	lglm
冷色	lgse
冷菜	lgcd
冷落	lglo
冷藏	lgch
冷血	lgxt
冷遇	lgyu
冷酷	lgku
冷门	lgmf
冷静	lgjk
冷风	lgfg
冷饭	lgfj
冷饮	lgyb
冻伤	dsuh
冻僵	dsjl
冻土	dstu
冻死	dssi
冻疮	dsil
冻结	dsjp
冻裂	dslp
净土	jktu
净增	jkzg
凄冷	qilg
凄凉	qill
凄惨	qicj
凄清	qiqk
凄然	qirj
凄美	qimw
凄苦	qiku
凄迷	qimi
准予	vyyu
准会	vyhv
准保	vybc
准入	vyru
准则	vyze
准备	vybw
准头	vytz
准奏	vyzz
准时	vyui
准星	vyxk
准点	vydm
准确	vyqt
准绳	vyug
准能	vyng
准许	vyxu
凉亭	lltk
凉席	llxi
凉快	llkk
凉拌	llbj
凉棚	llpg
凉气	llqi
凉水	lluv
凉爽	llul
凉粉	llff
凉茶	llia
凉菜	llcd
凉鞋	llxp
凉风	llfg
凋亡	dnwh
凋敝	dnbi
凋谢	dnxp
凋零	dnlk
凌乱	lklr
凌云	lkyy
凌厉	lkli
凌晨	lkif
凌辱	lkru
凌迟	lkii
凌霄	lkxn
凌驾	lkjx
减亏	jmkv
减产	jmij
减价	jmjx
减半	jmbj
减压	jmya
减去	jmqu
减号	jmhc
减员	jmyr
减小	jmxn
减少	jmuc
减弱	jmro
减慢	jmmj
减损	jmsy
减法	jmfa
减税	jmuv
减缓	jmhr
减肥	jmfw
减轻	jmqk
减退	jmtv
减速	jmsu
凑凑	czcz
凑到	czdc
凑合	czhe
凑够	czgz
凑巧	czqn
凑数	czuu
凑足	czzu
凑近	czjb
凑钱	czqm
凑齐	czqi
凛冽	lblp
凛然	lbrj
凝固	nkgu
凝望	nkwh
凝滞	nkvi
凝神	nkuf
凝练	nklm
凝结	nkjp
凝聚	nkju
凝视	nkui
凝重	nkvs
几万	jiwj
几个	jige
几乎	jihu
几人	jirf
几倍	jibw
几千	jiqm
几句	jiju
几台	jitd
几名	jimk
几周	jivz
几圈	jiqr
几块	jikk
几天	jitm
几套	jitc
几岁	jisv
几张	jivh
几把	jiba
几条	jitn
几样	jiyh
几次	jici
几点	jidm
几番	jifj
几百	jibd
几篇	jipm
几遍	jibm
凡事	fjui
凡尘	fjif
凡是	fjui
凡需	fjxu
凤冠	fggr
凤凰	fghl
凤爪	fgvc
凭借	pkjp
凭吊	pkdn
凭据	pkju
凭着	pkve
凭空	pkks
凭证	pkvg
凯旋	kdxr
凯歌	kdge
凳子	dgzi
凶光	xsgl
凶器	xsqi
凶宅	xsvd
凶年	xsnm
凶恶	xsee
凶悍	xshj
凶手	xsuz
凶暴	xsbc
凶杀	xsua
凶案	xsan
凶残	xscj
凶犯	xsfj
凶狠	xshf
凶猛	xsmg
凶相	xsxl
凶神	xsuf
凶险	xsxm
凶顽	xswj
凸凹	tuao
凸显	tuxm
凸面	tumm
凹下	aoxx
凹凸	aotu
凹槽	aocc
凹痕	aohf
凹陷	aoxm
出丑	iuiz
出乎	iuhu
出产	iuij
出任	iurf
出借	iujp
出入	iuru
出兵	iubk
出动	iuds
出勤	iuqb
出卖	iumd
出去	iuqu
出发	iufa
出口	iukz
出台	iutd
出名	iumk
出品	iupb
出售	iuuz
出国	iugo
出土	iutu
出场	iuih
出城	iuig
出境	iujk
出头	iutz
出家	iujx
出尽	iujb
出局	iuju
出山	iuuj
出巡	iuxy
出差	iuid
出席	iuxi
出庭	iutk
出彩	iucd
出征	iuvg
出战	iuvj
出招	iuvc
出来	iuld
出殡	iubb
出水	iuuv
出汗	iuhj
出港	iugh
出游	iuyz
出演	iuyj
出版	iubj
出牌	iupd
出现	iuxm
出生	iuug
出租	iuzu
出笼	iuls
出糗	iuqq
出纳	iuna
出自	iuzi
出色	iuse
出落	iulo
出诊	iuvf
出货	iuho
出走	iuzz
出路	iulu
出身	iuuf
出轨	iugv
出逃	iutc
出道	iudc
出钱	iuqm
出错	iuco
出门	iumf
出院	iuyr
出面	iumm
出鞘	iuqn
出题	iuti
出马	iuma
击杀	jiua
击毙	jibi
击沉	jiif
击溃	jikv
击球	jiqq
击穿	jiir
击落	jilo
击键	jijm
击鼓	jigu
函告	hjgc
函授	hjuz
函数	hjuu
函购	hjgz
刀俎	dczu
刀光	dcgl
刀剑	dcjm
刀叉	dcia
刀子	dczi
刀山	dcuj
刀枪	dcql
刀柄	dcbk
刀法	dcfa
刀片	dcpm
刀疤	dcba
刀背	dcbw
刀锋	dcfg
刀鞘	dcqn
刁民	dnmb
刁蛮	dnmj
刁钻	dnzr
刁难	dnnj
刁顽	dnwj
分为	ffww
分享	ffxl
分会	ffhv
分作	ffzo
分内	ffnw
分出	ffiu
分则	ffze
分别	ffbp
分化	ffhx
分区	ffqu
分厂	ffih
分叉	ffia
分发	fffa
分号	ffhc
分外	ffwd
分头	fftz
分娩	ffmm
分子	ffzi
分家	ffjx
分寸	ffcy
分局	ffju
分工	ffgs
分布	ffbu
分店	ffdm
分开	ffkd
分录	fflu
分得	ffde
分心	ffxb
分忧	ffyz
分成	ffig
分手	ffuz
分批	ffpi
分担	ffdj
分拆	ffid
分摊	fftj
分支	ffvi
分散	ffsj
分数	ffuu
分文	ffwf
分明	ffmk
分析	ffxi
分歧	ffqi
分段	ffdr
分泌	ffmi
分派	ffpd
分流	fflq
分清	ffqk
分班	ffbj
分社	ffue
分离	ffli
分科	ffke
分秒	ffmn
分管	ffgr
分类	fflw
分级	ffji
分组	ffzu
分行	ffhh
分裂	fflp
分解	ffjp
分贝	ffbw
分账	ffvh
分赃	ffzh
分身	ffuf
分辨	ffbm
分送	ffss
分配	ffpw
分量	ffll
分钟	ffvs
分钱	ffqm
分销	ffxn
