---config@码表分类=主码-4
---config@允许编辑=是
---config@码表别名=低频简词
提醒	tixy#序65000
如一	ruyi#序65000
思议	siyi#序65000
着有	veyb#序65000
并无	bywu#序65000
别有	bxyb#序65000
就难	jqnj#序65000
重回	vshv#序65000
雷电	lzdm#序65000
收手	ubub#序65000
曲面	qumm#序65000
你您	ninn#序65000
宜兴	yixy#序65000
童声	tsug#序65000
有伤	ybuh#序65000
打入	daru#序65000
就满	jqmj#序65000
叫道	jcdk#序65000
演到	yjdk#序65000
避孕	biyp#序65000
新路	xnlu#序65000
多些	doxx#序65000
会停	hvty#序65000
右眼	ybyj#序65000
复方	fufh#序65000
北辰	bzif#序65000
前端	qmdr#序65000
以有	yiyb#序65000
包有	bkyb#序65000
会场	hvih#序65000
有余	ybyu#序65000
就凭	jqpy#序65000
路在	luzl#序65000
信然	xnrj#序65000
畅想	ihxd#序65000
做给	zogz#序65000
戴在	dlzl#序65000
养大	yhda#序65000
分身	ffuf#序65000
急切	jiqx#序65000
摊上	tjuh#序65000
晚霞	wjxw#序65000
注明	vumy#序65000
过快	goky#序65000
河池	heii#序65000
小丁	xcdy#序65000
西省	xiug#序65000
唱戏	ihxi#序65000
一幺	yiyk#序65000
倡议	ihyi#序65000
圣地	ugdi#序65000
阐述	ijuu#序65000
她听	taty#序65000
池子	iizi#序65000
计收	jiub#序65000
一要	yiyk#序65000
手腕	ubwj#序65000
搅拌	jcbj#序65000
要贵	ykgv#序65000
保佑	bkyb#序65000
家境	jwjy#序65000
房门	fhmf#序65000
星系	xyxi#序65000
橡树	xduu#序65000
伊宁	yiny#序65000
风啊	fgaa#序65000
惊艳	jyyj#序65000
动向	dsxd#序65000
盛典	ugdm#序65000
知乎	vihu#序65000
吴家	wujw#序65000
保亭	bkty#序65000
商商	uhuh#序65000
看图	kjtu#序65000
小年	xcnm#序65000
前段	qmdr#序65000
报仇	bkib#序65000
易经	yijy#序65000
是游	uiyb#序65000
个梦	gemg#序65000
细雨	xiyu#序65000
总不	zsbu#序65000
是土	uitu#序65000
小曼	xcmj#序65000
建房	jmfh#序65000
住住	vuvu#序65000
不由	buyb#序65000
周刊	vbkj#序65000
图上	tuuh#序65000
大涨	davh#序65000
间谍	jmdx#序65000
趣事	quui#序65000
连言	lmyj#序65000
好受	hkub#序65000
较短	jcdr#序65000
辞掉	cidc#序65000
家老	jwlk#序65000
推推	tvtv#序65000
移除	yiiu#序65000
严寒	yjhj#序65000
幻听	hrty#序65000
诚邀	igyk#序65000
我丑	woib#序65000
去以	quyi#序65000
要会	ykhv#序65000
呻吟	ufyn#序65000
数值	uuvi#序65000
是跑	uipk#序65000
用另	ysly#序65000
有定	ybdy#序65000
播首	boub#序65000
凉菜	ldcl#序65000
大娘	dand#序65000
新旧	xnjq#序65000
熄灭	ximx#序65000
有经	ybjy#序65000
团聚	trju#序65000
更让	ggrh#序65000
老太	lktl#序65000
象牙	xdya#序65000
便在	bmzl#序65000
较慢	jcmj#序65000
过海	gohl#序65000
越想	ytxd#序65000
厨子	iuzi#序65000
生事	ugui#序65000
亚楠	yanj#序65000
校对	jcdv#序65000
漫天	mjtm#序65000
出资	iuzi#序65000
力大	lida#序65000
在搞	zlgk#序65000
元化	yrhw#序65000
和要	heyk#序65000
诧异	iayi#序65000
永明	ysmy#序65000
爱屋	aiwu#序65000
六台	lqtl#序65000
省点	ugdm#序65000
不投	butb#序65000
朱茵	vuyn#序65000
报酬	bkib#序65000
喘气	irqi#序65000
文华	wfhw#序65000
冰毒	bydu#序65000
敬酒	jyjq#序65000
穿行	irxy#序65000
之最	vizv#序65000
荣成	rsig#序65000
和正	hevg#序65000
养鱼	yhyu#序65000
里买	liml#序65000
养育	yhyu#序65000
吭声	kgug#序65000
岐山	qiuj#序65000
场戏	ihxi#序65000
木木	mumu#序65000
猪肚	vudu#序65000
献上	xmuh#序65000
金鼎	jndy#序65000
生地	ugdi#序65000
有眼	ybyj#序65000
现用	xmys#序65000
胆儿	djer#序65000
大堂	dath#序65000
端庄	drvd#序65000
实实	uiui#序65000
六集	lqji#序65000
天回	tmhv#序65000
从没	csmz#序65000
可靠	kekk#序65000
单项	djxd#序65000
磨练	molm#序65000
被谁	bzuz#序65000
为家	wzjw#序65000
退退	tvtv#序65000
松动	ssds#序65000
西域	xiyu#序65000
集结	jijx#序65000
列出	lxiu#序65000
素养	suyh#序65000
可到	kedk#序65000
真名	vfmy#序65000
山不	ujbu#序65000
几道	jidk#序65000
永兴	ysxy#序65000
带在	dlzl#序65000
激战	jivj#序65000
体形	tixy#序65000
知之	vivi#序65000
高我	gkwo#序65000
那上	nauh#序65000
公用	gsys#序65000
海港	hlgh#序65000
呼喊	huhj#序65000
安生	anug#序65000
树皮	uupi#序65000
潜能	qmng#序65000
鱼肉	yurb#序65000
小孔	xcks#序65000
成像	igxd#序65000
祈求	qiqq#序65000
珠子	vuzi#序65000
补肾	buuf#序65000
链子	lmzi#序65000
面面	mmmm#序65000
鸡丁	jidy#序65000
成型	igxy#序65000
鸡毛	jimk#序65000
与阿	yuaa#序65000
熟知	uuvi#序65000
拄着	vuve#序65000
首首	ubub#序65000
原图	yrtu#序65000
游侠	ybxw#序65000
适度	uidu#序65000
叮叮	dydy#序65000
售假	ubjw#序65000
这山	veuj#序65000
是租	uizu#序65000
有鱼	ybyu#序65000
模电	modm#序65000
秦明	qnmy#序65000
例外	liwl#序65000
固有	guyb#序65000
宣称	xrig#序65000
屋外	wuwl#序65000
妇人	furf#序65000
织女	vinv#序65000
事一	uiyi#序65000
务人	wurf#序65000
呼应	huyy#序65000
慌张	hdvh#序65000
解散	jxsj#序65000
量产	ldij#序65000
来带	lldl#序65000
下放	xwfh#序65000
主推	vutv#序65000
春燕	ipyj#序65000
路都	ludb#序65000
始于	uiyu#序65000
可上	keuh#序65000
股友	guyb#序65000
实不	uibu#序65000
见有	jmyb#序65000
多余	doyu#序65000
监听	jmty#序65000
想写	xdxx#序65000
保有	bkyb#序65000
属虎	uuhu#序65000
小磊	xclz#序65000
患病	hrby#序65000
变瘦	bmub#序65000
示意	uiyi#序65000
正值	vgvi#序65000
小勇	xcys#序65000
奇谭	qitj#序65000
时出	uiiu#序65000
一竖	yiuu#序65000
便有	bmyb#序65000
领带	lydl#序65000
方阵	fhvf#序65000
个阿	geaa#序65000
疏忽	uuhu#序65000
较晚	jcwj#序65000
飞奔	fzbf#序65000
多对	dodv#序65000
条约	tcyt#序65000
诗意	uiyi#序65000
有明	ybmy#序65000
般人	bjrf#序65000
白富	blfu#序65000
咽喉	yjhb#序65000
犒劳	kklk#序65000
闪耀	ujyk#序65000
警服	jyfu#序65000
聋了	lsle#序65000
一书	yiuu#序65000
一顶	yidy#序65000
珠珠	vuvu#序65000
气侯	qihb#序65000
出局	iuju#序65000
备好	bzhk#序65000
染上	rjuh#序65000
装进	vdjn#序65000
汉王	hjwh#序65000
首家	ubjw#序65000
养病	yhby#序65000
小块	xcky#序65000
一桶	yits#序65000
合上	heuh#序65000
挤到	jidk#序65000
磨磨	momo#序65000
家开	jwkl#序65000
几班	jibj#序65000
原名	yrmy#序65000
故国	gugo#序65000
楼顶	lbdy#序65000
直呼	vihu#序65000
迪厅	dity#序65000
中会	vshv#序65000
东陵	dsly#序65000
吃出	iiiu#序65000
吱吱	vivi#序65000
是佛	uifu#序65000
会升	hvug#序65000
潘辰	pjif#序65000
只扣	vikb#序65000
同名	tsmy#序65000
忌讳	jihv#序65000
摄入	ueru#序65000
蓓蕾	bzlz#序65000
木棉	mumm#序65000
服人	furf#序65000
方人	fhrf#序65000
雨晴	yuqy#序65000
吊坠	dcvv#序65000
溪水	xiuv#序65000
牙龈	yayn#序65000
汉城	hjig#序65000
接单	jxdj#序65000
召回	vkhv#序65000
梨树	liuu#序65000
短了	drle#序65000
汉阳	hjyh#序65000
谭晶	tjjy#序65000
玉婷	yuty#序65000
匕首	biub#序65000
姊妹	zimz#序65000
开饭	klfj#序65000
等奖	dgjd#序65000
影后	yyhb#序65000
战记	vjji#序65000
埋汰	mltl#序65000
急眼	jiyj#序65000
界上	jxuh#序65000
来才	llcl#序65000
吴佳	wujw#序65000
只上	viuh#序65000
求爱	qqai#序65000
天降	tmjd#序65000
刚生	ghug#序65000
咋看	zakj#序65000
意境	yijy#序65000
大将	dajd#序65000
一亩	yimu#序65000
时已	uiyi#序65000
负二	fuer#序65000
产地	ijdi#序65000
守住	ubvu#序65000
汽水	qiuv#序65000
洗净	xijy#序65000
独处	duiu#序65000
编写	bmxx#序65000
难民	njmn#序65000
余姚	yuyk#序65000
一甩	yiuy#序65000
想杀	xdua#序65000
花好	hwhk#序65000
火狼	holh#序65000
幽静	ybjy#序65000
手帕	ubpa#序65000
风电	fgdm#序65000
检方	jmfh#序65000
椒盐	jcyj#序65000
畅行	ihxy#序65000
结日	jxri#序65000
余生	yuug#序65000
靓仔	ldzl#序65000
生猪	ugvu#序65000
小帅	xcuy#序65000
得小	dexc#序65000
被拐	bzgy#序65000
涂上	tuuh#序65000
抱有	bkyb#序65000
打响	daxd#序65000
无瑕	wuxw#序65000
个道	gedk#序65000
又经	ybjy#序65000
副本	fubf#序65000
弘扬	hsyh#序65000
踏入	taru#序65000
高地	gkdi#序65000
碎石	svui#序65000
有把	ybba#序65000
游游	ybyb#序65000
包都	bkdb#序65000
凄惨	qicj#序65000
呼声	huug#序65000
旁人	phrf#序65000
契税	qiuv#序65000
圣母	ugmu#序65000
你惹	nire#序65000
七元	qiyr#序65000
一第	yidi#序65000
是目	uimu#序65000
古怪	gugy#序65000
小碗	xcwj#序65000
曲艺	quyi#序65000
看戏	kjxi#序65000
多听	doty#序65000
一束	yiuu#序65000
指指	vivi#序65000
时对	uidv#序65000
小蛋	xcdj#序65000
住处	vuiu#序65000
场次	ihci#序65000
航道	hhdk#序65000
露珠	luvu#序65000
好手	hkub#序65000
上把	uhba#序65000
新街	xnjx#序65000
十渡	uidu#序65000
建大	jmda#序65000
两台	ldtl#序65000
剧毒	judu#序65000
止步	vibu#序65000
追随	vvsv#序65000
闹事	nkui#序65000
因病	ynby#序65000
不吐	butu#序65000
他绝	tajt#序65000
使出	uiiu#序65000
仁川	rfir#序65000
小妖	xcyk#序65000
高不	gkbu#序65000
有报	ybbk#序65000
没读	mzdu#序65000
北口	bzkb#序65000
风点	fgdm#序65000
纱布	uabu#序65000
应有	yyyb#序65000
搞不	gkbu#序65000
和考	hekk#序65000
援引	yryn#序65000
园丁	yrdy#序65000
一伸	yiuf#序65000
雅婷	yaty#序65000
上榜	uhbh#序65000
洽谈	qwtj#序65000
眼熟	yjuu#序65000
出第	iudi#序65000
助推	vutv#序65000
起航	qihh#序65000
夜莺	yeyy#序65000
建强	jmqd#序65000
是读	uidu#序65000
会谈	hvtj#序65000
出题	iuti#序65000
过剩	goug#序65000
争相	vgxd#序65000
自卫	ziwz#序65000
回声	hvug#序65000
五道	wudk#序65000
抱走	bkzb#序65000
赌气	duqi#序65000
蓝海	ljhl#序65000
有零	ybly#序65000
骑到	qidk#序65000
是硬	uiyy#序65000
前到	qmdk#序65000
用快	ysky#序65000
肝炎	gjyj#序65000
连带	lmdl#序65000
过天	gotm#序65000
柏树	bluu#序65000
都装	dbvd#序65000
世世	uiui#序65000
几类	jilz#序65000
是于	uiyu#序65000
就定	jqdy#序65000
如风	rufg#序65000
可当	kedh#序65000
近半	jnbj#序65000
题型	tixy#序65000
韦德	wzde#序65000
几届	jijx#序65000
澳大	aoda#序65000
使不	uibu#序65000
有优	ybyb#序65000
假象	jwxd#序65000
非议	fzyi#序65000
八楼	balb#序65000
这出	veiu#序65000
画好	hwhk#序65000
来卖	llml#序65000
姐们	jxmf#序65000
极光	jigd#序65000
区一	quyi#序65000
一更	yigg#序65000
冻疮	dsid#序65000
套上	tkuh#序65000
了阿	leaa#序65000
得听	dety#序65000
工藤	gstg#序65000
肩背	jmbz#序65000
桐乡	tsxd#序65000
事以	uiyi#序65000
旧版	jqbj#序65000
真题	vfti#序65000
河上	heuh#序65000
赡养	ujyh#序65000
初四	iusi#序65000
称一	igyi#序65000
都显	dbxm#序65000
嘟囔	dunh#序65000
造谣	zkyk#序65000
鞋垫	xxdm#序65000
情有	qyyb#序65000
仙山	xmuj#序65000
优于	ybyu#序65000
时用	uiys#序65000
定定	dydy#序65000
易通	yits#序65000
既往	jiwh#序65000
几兆	jivk#序65000
人愿	rfyr#序65000
云霞	ypxw#序65000
失意	uiyi#序65000
开满	klmj#序65000
暂未	zjwz#序65000
气流	qilq#序65000
起啊	qiaa#序65000
古时	guui#序65000
时最	uizv#序65000
十首	uiub#序65000
博州	bovb#序65000
录够	lugb#序65000
复发	fufa#序65000
婚宴	hpyj#序65000
子曰	ziyt#序65000
心虚	xnxu#序65000
西江	xijd#序65000
这组	vezu#序65000
饱受	bkub#序65000
超乎	ikhu#序65000
雨声	yuug#序65000
较严	jcyj#序65000
出产	iuij#序65000
扁豆	bmdb#序65000
掉那	dcna#序65000
分人	ffrf#序65000
一惊	yijy#序65000
急于	jiyu#序65000
失事	uiui#序65000
宴席	yjxi#序65000
仙三	xmsj#序65000
想接	xdjx#序65000
骗走	pmzb#序65000
西郊	xijc#序65000
包住	bkvu#序65000
迁到	qmdk#序65000
说听	uoty#序65000
返本	fjbf#序65000
小众	xcvs#序65000
尘土	iftu#序65000
暗影	anyy#序65000
神木	ufmu#序65000
一词	yici#序65000
铜像	tsxd#序65000
生母	ugmu#序65000
蛋清	djqy#序65000
交下	jcxw#序65000
实有	uiyb#序65000
里生	liug#序65000
小蛮	xcmj#序65000
查是	iaui#序65000
移交	yijc#序65000
茶几	iaji#序65000
一丢	yidq#序65000
丞相	igxd#序65000
交会	jchv#序65000
遗书	yiuu#序65000
线呢	xmne#序65000
会返	hvfj#序65000
拒保	jubk#序65000
兑奖	dvjd#序65000
战报	vjbk#序65000
稀少	xiuk#序65000
肆意	siyi#序65000
津南	jnnj#序65000
适时	uiui#序65000
一滴	yidi#序65000
会演	hvyj#序65000
鱼汤	yuth#序65000
里住	livu#序65000
唱响	ihxd#序65000
共生	gsug#序65000
被狗	bzgb#序65000
正向	vgxd#序65000
斯丁	sidy#序65000
一横	yihg#序65000
未下	wzxw#序65000
五套	wutk#序65000
去吹	quiv#序65000
已于	yiyu#序65000
正直	vgvi#序65000
大江	dajd#序65000
六时	lqui#序65000
脸大	lmda#序65000
会无	hvwu#序65000
二爹	erdx#序65000
小爽	xcud#序65000
于明	yumy#序65000
约炮	ytpk#序65000
哎要	aiyk#序65000
钱到	qmdk#序65000
输赢	uuyy#序65000
之举	viju#序65000
结伴	jxbj#序65000
出世	iuui#序65000
行道	hhdk#序65000
理上	liuh#序65000
先洗	xmxi#序65000
马天	matm#序65000
反问	fjwf#序65000
晃荡	hddh#序65000
深蓝	uflj#序65000
玉皇	yuhd#序65000
较难	jcnj#序65000
酒瓶	jqpy#序65000
观景	grjy#序65000
宏盛	hsug#序65000
史诗	uiui#序65000
使徒	uitu#序65000
西校	xixc#序65000
四惠	sihv#序65000
雨婷	yuty#序65000
交满	jcmj#序65000
冰上	byuh#序65000
屈辱	quru#序65000
本行	bfhh#序65000
迎宾	yybn#序65000
浦江	pujd#序65000
原点	yrdm#序65000
连山	lmuj#序65000
读出	duiu#序65000
人缘	rfyr#序65000
铲子	ijzi#序65000
欢唱	hrih#序65000
一投	yitb#序65000
一但	yidj#序65000
抵付	difu#序65000
保工	bkgs#序65000
原定	yrdy#序65000
尺子	iizi#序65000
糖浆	thjd#序65000
等也	dgye#序65000
与双	yuud#序65000
霸州	bavb#序65000
长对	vhdv#序65000
西洋	xiyh#序65000
唱起	ihqi#序65000
福寿	fuub#序65000
挑水	tcuv#序65000
上道	uhdk#序65000
及各	jige#序65000
有清	ybqy#序65000
朝城	ikig#序65000
分订	ffdy#序65000
一簇	yicu#序65000
京沪	jyhu#序65000
听觉	tyjt#序65000
失手	uiub#序65000
对数	dvuu#序65000
接班	jxbj#序65000
找对	vkdv#序65000
馆长	grvh#序65000
又名	ybmy#序65000
触及	iuji#序65000
织布	vibu#序65000
山雨	ujyu#序65000
智库	viku#序65000
末年	monm#序65000
毁坏	hvhy#序65000
渡江	dujd#序65000
也应	yeyy#序65000
后半	hbbj#序65000
神灯	ufdg#序65000
鬼王	gvwh#序65000
蛋儿	djer#序65000
回京	hvjy#序65000
一哭	yiku#序65000
金南	jnnj#序65000
那书	nauu#序65000
放任	fhrf#序65000
谢幕	xxmu#序65000
上贴	uhtx#序65000
西甲	xijw#序65000
长兴	ihxy#序65000
想借	xdjx#序65000
按他	anta#序65000
钱少	qmuk#序65000
上户	uhhu#序65000
手手	ubub#序65000
厉声	liug#序65000
天将	tmjd#序65000
教诲	jchv#序65000
绝情	jtqy#序65000
解闷	jxmf#序65000
酵母	jcmu#序65000
魔咒	movb#序65000
阿卡	aaka#序65000
九鼎	jqdy#序65000
已定	yidy#序65000
韩愈	hjyu#序65000
错事	coui#序65000
寄往	jiwh#序65000
小蕾	xclz#序65000
小楠	xcnj#序65000
小丹	xcdj#序65000
言行	yjxy#序65000
通向	tsxd#序65000
严打	yjda#序65000
可免	kemm#序65000
该让	glrh#序65000
自清	ziqy#序65000
异形	yixy#序65000
止痛	vits#序65000
填上	tmuh#序65000
县区	xmqu#序65000
喝药	heyk#序65000
一教	yijc#序65000
聚宝	jubk#序65000
固顶	gudy#序65000
失步	uibu#序65000
异步	yibu#序65000
码长	mavh#序65000
昂热	ahre#序65000
爱步	aibu#序65000
哀辞	aici#序65000
挨次	aici#序65000
矮凳	aidg#序65000
爱快	aiky#序65000
爱娜	aina#序65000
爱宁	ainy#序65000
爱娃	aiwa#序65000
艾洋	aiyh#序65000
安广	angd#序65000
按坏	anhy#序65000
俺妈	anma#序65000
奥哈	aoha#序65000
傲虎	aohu#序65000
奥玛	aoma#序65000
奥纳	aona#序65000
熬年	aonm#序65000
奥亭	aoty#序65000
熬上	aouh#序65000
奥瓦	aowa#序65000
奥雅	aoya#序65000
奥英	aoyy#序65000
奥宇	aoyu#序65000
八正	bavg#序65000
拔营	bayy#序65000
吧友	bayb#序65000
缤购	bngb#序65000
滨文	bnwf#序65000
暴兵	bkby#序65000
包袋	bkdl#序65000
爆豆	bkdb#序65000
拜服	blfu#序65000
白喉	blhb#序65000
白破	blpo#序65000
本帮	bfbh#序65000
本屌	bfdc#序65000
笨雕	bfdc#序65000
本森	bfsf#序65000
泵头	bgtb#序65000
帮豆	bhdb#序65000
邦均	bhjp#序65000
榜文	bhwf#序65000
比不	bibu#序65000
笔耕	bigg#序65000
壁厚	bihb#序65000
笔润	birp#序65000
比逊	bixp#序65000
闭月	biyt#序65000
班狗	bjgb#序65000
钣喷	bjpf#序65000
半肉	bjrb#序65000
班头	bjtb#序65000
并案	byan#序65000
冰绸	byib#序65000
冰橇	byqc#序65000
并吞	bytp#序65000
冰手	byub#序65000
编凑	bmcb#序65000
变口	bmkb#序65000
扁铁	bmtx#序65000
表酱	bcjd#序65000
博班	bobj#序65000
铂晶	bojy#序65000
博肯	bokf#序65000
波神	bouf#序65000
铂臻	bovf#序65000
不凑	bucb#序65000
不嫩	bunf#序65000
悲魂	bzhp#序65000
碑碣	bzjx#序65000
备款	bzkr#序65000
北浦	bzpu#序65000
倍润	bzrp#序65000
倍爽	bzud#序65000
曹飞	ckfz#序65000
彩标	clbc#序65000
才惨	clcj#序65000
测卡	ceka#序65000
词表	cibc#序65000
刺玫	cimz#序65000
磁州	civb#序65000
残损	cjsp#序65000
残体	cjti#序65000
餐条	cjtc#序65000
惨笑	cjxc#序65000
挫逼	cobi#序65000
搓比	cobi#序65000
错非	cofz#序65000
窜入	crru#序65000
蹿跳	crtc#序65000
粗度	cudu#序65000
粗读	cudu#序65000
翠梅	cvmz#序65000
崔桥	cvqc#序65000
寸屏	cppy#序65000
导辊	dkgp#序65000
导护	dkhu#序65000
倒桩	dkvd#序65000
刀俎	dkzu#序65000
带双	dlud#序65000
岱岳	dlyt#序65000
的叫	dejc#序65000
的小	dexc#序65000
得写	dexx#序65000
灯框	dgkd#序65000
等爷	dgye#序65000
裆裤	dhku#序65000
敌兵	diby#序65000
地广	digd#序65000
帝江	dijd#序65000
递降	dijd#序65000
地坑	dikg#序65000
地矿	dikd#序65000
迪兰	dilj#序65000
地埋	diml#序65000
地脉	diml#序65000
地刷	diuw#序65000
单光	djgd#序65000
单行	djxy#序65000
丹皮	djpi#序65000
丹瑞	djrv#序65000
丹樱	djyy#序65000
电柜	dmgv#序65000
电墙	dmqd#序65000
电推	dmtv#序65000
钓具	dcju#序65000
刁娜	dcna#序65000
吊咀	dcju#序65000
剁掉	dodc#序65000
垛堞	dodx#序65000
多度	dodu#序65000
多行	doxy#序65000
蝶骨	dxgu#序65000
蝶趣	dxqu#序65000
跌碎	dxsv#序65000
叠影	dxyy#序65000
跌足	dxzu#序65000
断霜	drud#序65000
冻双	dsud#序65000
读片	dupm#序65000
杜爽	duud#序65000
对推	dvtv#序65000
顿觉	dpjt#序65000
痘疮	dbid#序65000
都爽	dbud#序65000
都这	dbve#序65000
斗仙	dbxm#序65000
呃呃	eeee#序65000
饿呢	eene#序65000
恶煞	eeua#序65000
恶业	eeye#序65000
恩科	enke#序65000
恩特	ente#序65000
恩星	enxy#序65000
二鹏	erpg#序65000
耳热	erre#序65000
二社	erue#序65000
罚丢	fadq#序65000
法阵	favf#序65000
粉萌	ffmg#序65000
芬森	ffsf#序65000
丰本	fgbf#序65000
封边	fgbm#序65000
封层	fgcg#序65000
缝份	fgff#序65000
风痕	fghf#序65000
风戽	fghu#序65000
冯森	fgsf#序65000
放灯	fhdg#序65000
放盾	fhdp#序65000
反侧	fjce#序65000
樊村	fjcp#序65000
烦的	fjde#序65000
犯坏	fjhy#序65000
范平	fjpy#序65000
反跳	fjtc#序65000
烦透	fjtb#序65000
佛都	fudb#序65000
佛身	fuuf#序65000
佛友	fuyb#序65000
扶残	fucj#序65000
辐辏	fucb#序65000
富顿	fudp#序65000
福豆	fudb#序65000
附耳	fuer#序65000
肤觉	fujt#序65000
福门	fumf#序65000
扶苗	fumc#序65000
福埔	fupu#序65000
富帅	fuuy#序65000
飞肯	fzkf#序65000
肺门	fzmf#序65000
费森	fzsf#序65000
飞针	fzvf#序65000
嘎然	garj#序65000
高恒	gkhg#序65000
膏肓	gkhd#序65000
搞毛	gkmk#序65000
高木	gkmu#序65000
改单	gldj#序65000
改样	glyh#序65000
哥啊	geaa#序65000
隔舱	gech#序65000
滆湖	gehu#序65000
铬矿	gekd#序65000
葛萌	gemg#序65000
个忙	gemh#序65000
膈腧	geuu#序65000
跟妆	gfvd#序65000
跟庄	gfvd#序65000
耿冠	gggr#序65000
更黄	gghd#序65000
杠灯	ghdg#序65000
港风	ghfg#序65000
罡风	ghfg#序65000
港腾	ghtg#序65000
干啊	gjaa#序65000
肝风	gjfg#序65000
甘蒙	gjmg#序65000
干声	gjug#序65000
光盾	gddp#序65000
广腾	gdtg#序65000
国腾	gotg#序65000
郭爽	goud#序65000
贯标	grbc#序65000
冠层	grcg#序65000
关凤	grfg#序65000
冠恒	grhg#序65000
关辉	grhv#序65000
冠腾	grtg#序65000
冠岩	gryj#序65000
工改	gsgl#序65000
供僧	gssg#序65000
公搜	gssb#序65000
固层	gucg#序65000
姑宽	gukr#序65000
谷米	gumi#序65000
故能	gung#序65000
古水	guuv#序65000
贵吧	gvba#序65000
贵办	gvbj#序65000
诡诞	gvdj#序65000
鬼蝉	gvij#序65000
