---config@码表分类=主码-7
---config@允许编辑=是
---config@码表别名=系统唐诗
渭川田家	wwirtmjxdb#序52000
微风吹兰杜	wwfgivljdurm#序52000
微风吹兰杜	wwfgivljduxm#序52000
绝顶一茅茨	jtdkyimccisc#序52000
直上三十里	viuhsjuiliaa#序52000
直上三十里	viuhsjuiliat#序52000
直上三十里	viuhsjuiliau#序52000
直上三十里	viuhsjuiliha#序52000
直上三十里	viuhsjuiliht#序52000
直上三十里	viuhsjuilihu#序52000
直上三十里	viuhsjuiliua#序52000
直上三十里	viuhsjuiliut#序52000
直上三十里	viuhsjuiliuu#序52000
叩关无僮仆	kzgrwutspukr#序52000
窥室惟案几	kvuiwwanjibp#序52000
窥室惟案几	kvuiwwanjixp#序52000
若非巾柴车	rofwjbidieca#序52000
若非巾柴车	rofwjbidiech#序52000
应是钓秋水	ykuidnqquvgu#序52000
应是钓秋水	ykuidnqquvga#序52000
差池不相见	iaiibuxljmya#序52000
差池不相见	iaiibuxljmye#序52000
差池不相见	iaiibuxljmyk#序52000
差池不相见	iaiibuxljmyu#序52000
黾勉空仰止	mbmmksyhvika#序52000
黾勉空仰止	mbmmksyhviku#序52000
草色新雨中	ccsexbyuvsca#序52000
草色新雨中	ccsexbyuvsck#序52000
草色新雨中	ccsexbyuvscu#序52000
松声晚窗里	ssugwjillima#序52000
松声晚窗里	ssugwjillimt#序52000
松声晚窗里	ssugwjillimu#序52000
及兹契幽绝	jiziqiyzjtns#序52000
及兹契幽绝	jiziqiyzjtps#序52000
自足荡心耳	zizudhxberpa#序52000
自足荡心耳	zizudhxberph#序52000
虽无宾主意	svwubbvuyikl#序52000
虽无宾主意	svwubbvuyikx#序52000
颇得清净理	podeqkjkliyw#序52000
兴尽方下山	xkjbfhxxujba#序52000
兴尽方下山	xkjbfhxxujbu#序52000
兴尽方下山	xkjbfhxxujda#序52000
兴尽方下山	xkjbfhxxujdu#序52000
何必待之子	hebiddvizira#序52000
何必待之子	hebiddvizirv#序52000
春泛若耶溪	iyfjroyexifd#序52000
春泛若耶溪	iyfjroyexiod#序52000
春泛若耶溪	iyfjroyexird#序52000
幽意无断绝	yzyiwudrjtus#序52000
此去随所偶	ciqusvsoouvr#序52000
晚风吹行舟	wjfgivxkvzop#序52000
晚风吹行舟	wjfgivxkvzrp#序52000
花路入溪口	hxluruxikzca#序52000
花路入溪口	hxluruxikzcu#序52000
际夜转西壑	jiyevrxiheet#序52000
隔山望南斗	geujwhnjdzed#序52000
潭烟飞溶溶	tjyjfwrsrsdd#序52000
林月低向后	lbytdixlhzmp#序52000
生事且弥漫	uguiqpmimjnd#序52000
愿为持竿叟	yrwwiigjszxj#序52000
愿为持竿叟	yrwwiigjszxy#序52000
清溪深不测	qkxiufbucedd#序52000
隐处惟孤云	ybiuwwguyyee#序52000
隐处惟孤云	ybiuwwguyyes#序52000
松际露微月	ssjiluwwytmo#序52000
松际露微月	ssjiluwwytmy#序52000
松际露微月	ssjiluwwytmp#序52000
清光犹为君	qkglyzwwjydk#序52000
茅亭宿花影	mctksuhxykcp#序52000
药院滋苔纹	ycyrzitdwfcs#序52000
余亦谢时去	yuyixpuiqurt#序52000
西山鸾鹤群	xiujlrheqyay#序52000
西山鸾鹤群	xiujlrheqyhy#序52000
塔势如涌出	tauiruysiutc#序52000
塔势如涌出	tauiruysiutu#序52000
孤高耸天宫	gugcsstmgszb#序52000
登临出世界	dglbiuuijpdt#序52000
蹬道盘虚空	dgdcpjxukszb#序52000
蹬道盘虚空	dgdcpjxukszx#序52000
突兀压神州	tuwuyaufvzbd#序52000
突兀压神州	tuwuyaufvzbi#序52000
突兀压神州	tuwuyaufvzxd#序52000
突兀压神州	tuwuyaufvzxi#序52000
峥嵘如鬼工	vgrsrugvgsua#序52000
峥嵘如鬼工	vgrsrugvgsuh#序52000
四角碍白日	sijnaibdriao#序52000
四角碍白日	sijnaibdriar#序52000
四角碍白日	sijnaibdriaa#序52000
四角碍白日	sijnaibdriau#序52000
四角碍白日	sijnaibdriko#序52000
四角碍白日	sijnaibdrikr#序52000
四角碍白日	sijnaibdrika#序52000
四角碍白日	sijnaibdriku#序52000
四角碍白日	sijnaibdriuo#序52000
四角碍白日	sijnaibdriur#序52000
四角碍白日	sijnaibdriua#序52000
四角碍白日	sijnaibdriuu#序52000
七层摩苍穹	qicgmochqsab#序52000
七层摩苍穹	qicgmochqsax#序52000
七层摩苍穹	qicgmochqshb#序52000
七层摩苍穹	qicgmochqshx#序52000
下窥指高鸟	xxkvvigcnnan#序52000
下窥指高鸟	xxkvvigcnnap#序52000
下窥指高鸟	xxkvvigcnnhn#序52000
下窥指高鸟	xxkvvigcnnhp#序52000
俯听闻惊风	futkwfjkfgrj#序52000
连山若波涛	lmujrobotczd#序52000
奔凑如朝东	bfczruicdsda#序52000
奔凑如朝东	bfczruicdsdh#序52000
奔凑如朝东	bfczruicdsdq#序52000
青槐夹驰道	qkhkjxiidcfz#序52000
青槐夹驰道	qkhkjxiidcoz#序52000
青槐夹驰道	qkhkjxiidcyz#序52000
宫馆何玲珑	gsgrhelklsbw#序52000
秋色从西来	qqsecsxildha#序52000
秋色从西来	qqsecsxildhh#序52000
秋色从西来	qqsecsxildhw#序52000
苍然满关中	chrjmjgrvsca#序52000
苍然满关中	chrjmjgrvsck#序52000
苍然满关中	chrjmjgrvscu#序52000
五陵北原上	wulkbwyruhaa#序52000
五陵北原上	wulkbwyruhab#序52000
五陵北原上	wulkbwyruhau#序52000
五陵北原上	wulkbwyruhha#序52000
五陵北原上	wulkbwyruhhb#序52000
五陵北原上	wulkbwyruhhu#序52000
万古青蒙蒙	wjguqkmgmgac#序52000
万古青蒙蒙	wjguqkmgmghc#序52000
净理了可悟	jklilekewudx#序52000
胜因夙所宗	ugybsusozsob#序52000
胜因夙所宗	ugybsusozsyb#序52000
誓将挂冠去	uijlgxgrquyt#序52000
觉道资无穷	jtdcziwuqsdb#序52000
觉道资无穷	jtdcziwuqsdx#序52000
觉道资无穷	jtdcziwuqsjb#序52000
觉道资无穷	jtdcziwuqsjx#序52000
贼退示官吏	zwtvuigrliba#序52000
贼退示官吏	zwtvuigrlibh#序52000
兵卫森画戟	bkwwsfhxjiqg#序52000
兵卫森画戟	bkwwsfhxjiqu#序52000
燕寝凝清香	yjqbnkqkxlch#序52000
燕寝凝清香	yjqbnkqkxldh#序52000
燕寝凝清香	yjqbnkqkxlhh#序52000
海上风雨至	hduhfgyuvidt#序52000
海上风雨至	hduhfgyuvidv#序52000
逍遥池阁凉	xnyciigellzd#序52000
烦疴近消散	fjkejbxnsjhw#序52000
嘉宾复满堂	jxbbfumjthud#序52000
嘉宾复满堂	jxbbfumjthut#序52000
嘉宾复满堂	jxbbfumjthux#序52000
自惭居处崇	zicjjuiuispu#序52000
未睹斯民康	wwdusimbkhag#序52000
未睹斯民康	wwdusimbkheg#序52000
未睹斯民康	wwdusimbkhhg#序52000
理会是非遣	lihvuifwqmwz#序52000
性达形迹忘	xkdaxkjiwhxx#序52000
鲜肥属时禁	xmfwuuuijbyu#序52000
蔬果幸见尝	uugoxkjmihcd#序52000
蔬果幸见尝	uugoxkjmihcx#序52000
俯饮一杯酒	fuybyibwjqrd#序52000
仰聆金玉章	yhlkjbyuvhrl#序52000
神欢体自轻	ufhrtiziqkui#序52000
意欲凌风翔	yiyulkfgxlly#序52000
意欲凌风翔	yiyulkfgxlxy#序52000
吴中盛文史	wuvsugwfuika#序52000
吴中盛文史	wuvsugwfuikk#序52000
吴中盛文史	wuvsugwfuiku#序52000
群彦今汪洋	qyyjjbwhyhyd#序52000
方知大藩地	fhvidafjdidt#序52000
方知大藩地	fhvidafjdiwt#序52000
岂曰财赋强	qiytcdfuqlug#序52000
凄凄去亲爱	qiqiquqbaidv#序52000
泛泛入烟雾	fjfjruyjwudy#序52000
归棹洛阳人	gvvcloyhrfap#序52000
归棹洛阳人	gvvcloyhrfdp#序52000
归棹洛阳人	gvvcloyhrfup#序52000
残钟广陵树	cjvsgllkuudm#序52000
今朝为此别	jbvcwwcibprd#序52000
何处还相遇	heiuhdxlyurz#序52000
世事波上舟	uiuibouhvzap#序52000
世事波上舟	uiuibouhvzcp#序52000
世事波上舟	uiuibouhvzhp#序52000
沿洄安得住	yjhvandevudr#序52000
今朝郡斋冷	jbvcjyvdlgrd#序52000
忽念山中客	hunmujvskexb#序52000
涧底束荆薪	jmdiuujkxbdc#序52000
归来煮白石	gvldvubduiaa#序52000
归来煮白石	gvldvubduiah#序52000
归来煮白石	gvldvubduiak#序52000
归来煮白石	gvldvubduiap#序52000
归来煮白石	gvldvubduida#序52000
归来煮白石	gvldvubduidh#序52000
归来煮白石	gvldvubduidk#序52000
归来煮白石	gvldvubduidp#序52000
归来煮白石	gvldvubduiua#序52000
归来煮白石	gvldvubduiuh#序52000
归来煮白石	gvldvubduiuk#序52000
归来煮白石	gvldvubduiup#序52000
欲恃一瓢酒	yuuiyipnjqgd#序52000
欲恃一瓢酒	yuuiyipnjqqd#序52000
远慰风雨夕	yrwwfgyuxizp#序52000
落叶满空山	loyemjksujca#序52000
落叶满空山	loyemjksujcu#序52000
何处寻行迹	heiuxyxkjirz#序52000
长安遇冯著	ihanyufgvupc#序52000
客从东方来	kecsdsfhldba#序52000
客从东方来	kecsdsfhldbh#序52000
客从东方来	kecsdsfhldbw#序52000
衣上灞陵雨	yiuhbalkyuda#序52000
衣上灞陵雨	yiuhbalkyudh#序52000
问客何为来	wfkehewwldka#序52000
问客何为来	wfkehewwldkh#序52000
问客何为来	wfkehewwldkw#序52000
问客何为来	wfkehewwldma#序52000
问客何为来	wfkehewwldmh#序52000
问客何为来	wfkehewwldmw#序52000
采山因买斧	cdujybmdfumf#序52000
采山因买斧	cdujybmdfumj#序52000
采山因买斧	cdujybmdfuvf#序52000
采山因买斧	cdujybmdfuvj#序52000
冥冥花正开	mkmkhxvgkdba#序52000
冥冥花正开	mkmkhxvgkdbh#序52000
扬扬燕新乳	yhyhyjxbruff#序52000
扬扬燕新乳	yhyhyjxbrufg#序52000
扬扬燕新乳	yhyhyjxbrutf#序52000
扬扬燕新乳	yhyhyjxbrutg#序52000
昨别今已春	zobpjbyiiyof#序52000
昨别今已春	zobpjbyiiyoo#序52000
昨别今已春	zobpjbyiiyor#序52000
昨别今已春	zobpjbyiiyrf#序52000
昨别今已春	zobpjbyiiyro#序52000
昨别今已春	zobpjbyiiyrr#序52000
鬓丝生几缕	bbsiugjilvbs#序52000
鬓丝生几缕	bbsiugjilvis#序52000
夕次盱眙县	xicixuyixmpq#序52000
夕次盱眙县	xicixuyixmps#序52000
落帆逗淮镇	lofjdzhkvfcj#序52000
停舫临孤驿	tkfhlbguyirm#序52000
浩浩风起波	hchcfgqibodd#序52000
冥冥日沉夕	mkmkriifxibp#序52000
人归山郭暗	rfgvujgoanpo#序52000
人归山郭暗	rfgvujgoanpr#序52000
雁下芦洲白	yjxxluvzbdip#序52000
独夜忆秦关	duyeyiqbgrqb#序52000
独夜忆秦关	duyeyiqbgrqq#序52000
听钟未眠客	tkvswwmmkekb#序52000
吏舍跼终年	liuejuvsnmap#序52000
吏舍跼终年	liuejuvsnmar#序52000
吏舍跼终年	liuejuvsnmhp#序52000
吏舍跼终年	liuejuvsnmhr#序52000
出郊旷清曙	iujnklqkuuco#序52000
出郊旷清曙	iujnklqkuucr#序52000
出郊旷清曙	iujnklqkuuuo#序52000
出郊旷清曙	iujnklqkuuur#序52000
杨柳散和风	yhlqsjhefgmj#序52000
青山澹吾虑	qkujdjwulvfh#序52000
青山澹吾虑	qkujdjwulvfx#序52000
青山澹吾虑	qkujdjwulvoh#序52000
青山澹吾虑	qkujdjwulvox#序52000
青山澹吾虑	qkujdjwulvyh#序52000
青山澹吾虑	qkujdjwulvyx#序52000
依丛适自憩	yicsuiziqirx#序52000
缘涧还复去	yrjmhdfuqust#序52000
微雨霭芳原	wwyuaifhyrri#序52000
微雨霭芳原	wwyuaifhyrxi#序52000
春鸠鸣何处	iyjqmkheiufw#序52000
春鸠鸣何处	iyjqmkheiuow#序52000
春鸠鸣何处	iyjqmkheiurw#序52000
乐幽心屡止	leyzxblvvipa#序52000
乐幽心屡止	leyzxblvvipu#序52000
遵事迹犹遽	zyuijiyzjuzz#序52000
终罢斯结庐	vsbasijplusg#序52000
慕陶真可庶	mutcvfkeuucg#序52000
慕陶真可庶	mutcvfkeuuxg#序52000
永日方戚戚	ysrifhqiqidg#序52000
永日方戚戚	ysrifhqiqidw#序52000
出行复悠悠	iuxkfuyzyzcx#序52000
出行复悠悠	iuxkfuyzyzux#序52000
女子今有行	nvzijbyzxkar#序52000
女子今有行	nvzijbyzxkax#序52000
女子今有行	nvzijbyzxkvr#序52000
女子今有行	nvzijbyzxkvx#序52000
大江溯轻舟	dajlsuqkvzap#序52000
大江溯轻舟	dajlsuqkvzhp#序52000
尔辈苦无恃	erbwkuwuuidx#序52000
尔辈苦无恃	erbwkuwuuixx#序52000
抚念益慈柔	funmyicirzfm#序52000
抚念益慈柔	funmyicirztm#序52000
幼为长所育	yzwwvhsoyuld#序52000
幼为长所育	yzwwvhsoyulo#序52000
幼为长所育	yzwwvhsoyulw#序52000
幼为长所育	yzwwvhsoyuly#序52000
幼为长所育	yzwwvhsoyuyd#序52000
幼为长所育	yzwwvhsoyuyo#序52000
幼为长所育	yzwwvhsoyuyw#序52000
幼为长所育	yzwwvhsoyuyy#序52000
两别泣不休	llbpqibuxqar#序52000
两别泣不休	llbpqibuxqhr#序52000
对此结中肠	dvcijpvsihco#序52000
对此结中肠	dvcijpvsihcy#序52000
对此结中肠	dvcijpvsihyo#序52000
对此结中肠	dvcijpvsihyy#序52000
义往难复留	yiwhnjfulqdl#序52000
义往难复留	yiwhnjfulqdt#序52000
义往难复留	yiwhnjfulqil#序52000
义往难复留	yiwhnjfulqit#序52000
义往难复留	yiwhnjfulqwl#序52000
义往难复留	yiwhnjfulqwt#序52000
自小阙内训	zixnqtnwxypy#序52000
事姑贻我忧	uiguyiwoyzax#序52000
事姑贻我忧	uiguyiwoyzhx#序52000
赖兹托令门	ldzitolkmfud#序52000
任恤庶无尤	rfxuuuwuyzra#序52000
任恤庶无尤	rfxuuuwuyzrh#序52000
任恤庶无尤	rfxuuuwuyzry#序52000
贫俭诚所尚	pbjmigsouhbx#序52000
资从岂待周	zicsqiddvzbk#序52000
孝恭遵妇道	xngszyfudclz#序52000
孝恭遵妇道	xngszyfudczz#序52000
容止顺其猷	rsviuyqiyzbq#序52000
别离在今晨	bplizdjbifdo#序52000
别离在今晨	bplizdjbifdr#序52000
见尔当何秋	jmerdhheqqah#序52000
见尔当何秋	jmerdhheqqeh#序52000
见尔当何秋	jmerdhheqqkh#序52000
见尔当何秋	jmerdhheqquh#序52000
居闲始自遣	juxmuiziqmuz#序52000
临感忽难收	lbgjhunjuzaj#序52000
临感忽难收	lbgjhunjuzaw#序52000
临感忽难收	lbgjhunjuzdj#序52000
临感忽难收	lbgjhunjuzdw#序52000
临感忽难收	lbgjhunjuzuj#序52000
临感忽难收	lbgjhunjuzuw#序52000
归来视幼女	gvlduiyznvaa#序52000
归来视幼女	gvlduiyznvav#序52000
归来视幼女	gvlduiyznvda#序52000
归来视幼女	gvlduiyznvdv#序52000
归来视幼女	gvlduiyznvua#序52000
归来视幼女	gvlduiyznvuv#序52000
零泪缘缨流	lklwyryklqyd#序52000
汲井漱寒齿	jijkuuhjiidv#序52000
清心拂尘服	qkxbfuiffudo#序52000
清心拂尘服	qkxbfuiffudy#序52000
闲持贝叶书	xmiibwyeuuma#序52000
闲持贝叶书	xmiibwyeuumv#序52000
步出东斋读	buiudsvdduvy#序52000
真源了无取	vfyrlnwuquue#序52000
真源了无取	vfyrlnwuquuy#序52000
妄迹世所逐	whjiuisovunz#序52000
遗言冀可冥	yiyjjikemkzb#序52000
缮性何由熟	ujxkheyzuusd#序52000
缮性何由熟	ujxkheyzuush#序52000
道人庭宇静	dcrftkyujkzq#序52000
苔色连深竹	tdselmufvucp#序52000
苔色连深竹	tdselmufvucv#序52000
日出雾露余	riiuwuluyuor#序52000
日出雾露余	riiuwuluyurr#序52000
日出雾露余	riiuwuluyuar#序52000
日出雾露余	riiuwuluyuur#序52000
青松如膏沐	qkssrugcmufd#序52000
青松如膏沐	qkssrugcmuod#序52000
青松如膏沐	qkssrugcmuyd#序52000
澹然离言说	djrjliyjuody#序52000
悟悦心自足	wuytxbzizuxk#序52000
久为簪组累	jqwwzjzulwds#序52000
久为簪组累	jqwwzjzulwdt#序52000
久为簪组累	jqwwzjzulwps#序52000
久为簪组累	jqwwzjzulwpt#序52000
幸此南夷谪	xkcinjyivety#序52000
闲依农圃邻	xmyinspulbme#序52000
偶似山林客	ouuiujlbkerb#序52000
晓耕翻露草	xnggfjluccoc#序52000
晓耕翻露草	xnggfjluccrc#序52000
夜榜响溪石	yebhxlxiuida#序52000
夜榜响溪石	yebhxlxiuidh#序52000
夜榜响溪石	yebhxlxiuidk#序52000
夜榜响溪石	yebhxlxiuidp#序52000
夜榜响溪石	yebhxlxiuiwa#序52000
夜榜响溪石	yebhxlxiuiwh#序52000
夜榜响溪石	yebhxlxiuiwk#序52000
夜榜响溪石	yebhxlxiuiwp#序52000
来往不逢人	ldwhbufgrfap#序52000
来往不逢人	ldwhbufgrfhp#序52000
来往不逢人	ldwhbufgrfwp#序52000
长歌楚天碧	vhgeiutmbipu#序52000
蝉鸣空桑林	ijmkksshlbim#序52000
八月萧关道	baytxngrdcpz#序52000
出塞复入塞	iusdfurusdcb#序52000
出塞复入塞	iusdfurusdct#序52000
出塞复入塞	iusdfurusdub#序52000
出塞复入塞	iusdfurusdut#序52000
处处黄芦草	iuiuhlluccwc#序52000
从来幽并客	csldyzbkkerb#序52000
皆向沙场老	jpxluaihlcbb#序52000
皆向沙场老	jpxluaihlcbl#序52000
莫学游侠儿	moxtyzxxercp#序52000
矜夸紫骝好	jbkxzilqhcmn#序52000
饮马渡秋水	ybmaduqquvuu#序52000
饮马渡秋水	ybmaduqquvua#序52000
水寒风似刀	uvhjfguidcug#序52000
水寒风似刀	uvhjfguidcup#序52000
水寒风似刀	uvhjfguidcag#序52000
水寒风似刀	uvhjfguidcap#序52000
平沙日未没	pkuariwwmwad#序52000
平沙日未没	pkuariwwmwgd#序52000
平沙日未没	pkuariwwmwhd#序52000
黯黯见临洮	ananjmlbtchd#序52000
昔日长城战	xiriihigvjcg#序52000
昔日长城战	xiriihigvjog#序52000
昔日长城战	xiriihigvjrg#序52000
咸言意气高	xmyjyiqigcgd#序52000
咸言意气高	xmyjyiqigcgw#序52000
咸言意气高	xmyjyiqigckd#序52000
咸言意气高	xmyjyiqigckw#序52000
咸言意气高	xmyjyiqigcwd#序52000
咸言意气高	xmyjyiqigcww#序52000
黄尘足今古	hlifzujbguau#序52000
黄尘足今古	hlifzujbgucu#序52000
黄尘足今古	hlifzujbguhu#序52000
白骨乱蓬蒿	bdgulrpghcpc#序52000
明月出天山	mkytiutmujoa#序52000
明月出天山	mkytiutmujou#序52000
明月出天山	mkytiutmujra#序52000
明月出天山	mkytiutmujru#序52000
苍茫云海间	chmhyyhdjmcm#序52000
苍茫云海间	chmhyyhdjmco#序52000
苍茫云海间	chmhyyhdjmcr#序52000
长风几万里	vhfgjiwjlipa#序52000
长风几万里	vhfgjiwjlipt#序52000
长风几万里	vhfgjiwjlipu#序52000
吹度玉门关	ivduyumfgrkb#序52000
吹度玉门关	ivduyumfgrkq#序52000
汉下白登道	hjxxbddgdcdz#序52000
胡窥青海湾	hukvqkhdwjod#序52000
胡窥青海湾	hukvqkhdwjyd#序52000
由来征战地	yzldvgvjdiat#序52000
由来征战地	yzldvgvjdiut#序52000
不见有人还	bujmyzrfhdaz#序52000
不见有人还	bujmyzrfhdhz#序52000
戍客望边色	uukewhbmsegd#序52000
戍客望边色	uukewhbmsewd#序52000
思归多苦颜	sigvdokuyjty#序52000
思归多苦颜	sigvdokuyjxy#序52000
高楼当此夜	gclzdhciyedd#序52000
高楼当此夜	gclzdhciyedw#序52000
高楼当此夜	gclzdhciyewd#序52000
高楼当此夜	gclzdhciyeww#序52000
叹息未应闲	tjxiwwykxmkm#序52000
长安一片月	ihanyipmytpo#序52000
长安一片月	ihanyipmytpy#序52000
长安一片月	ihanyipmytpp#序52000
万户捣衣声	wjhudcyiugau#序52000
万户捣衣声	wjhudcyiughu#序52000
秋风吹不尽	qqfgivbujbhi#序52000
总是玉关情	zsuiyugrqkbx#序52000
总是玉关情	zsuiyugrqkxx#序52000
何日平胡虏	heripkhulurh#序52000
良人罢远征	llrfbayrvgdr#序52000
良人罢远征	llrfbayrvgdx#序52000
妾发初覆额	qpfaiufueely#序52000
妾发初覆额	qpfaiufueeny#序52000
折花门前剧	vehxmfqmjufd#序52000
折花门前剧	vehxmfqmjutd#序52000
郎骑竹马来	lhqivumaldea#序52000
郎骑竹马来	lhqivumaldeh#序52000
郎骑竹马来	lhqivumaldew#序52000
绕床弄青梅	rcilnsqkmwsm#序52000
同居长干里	tsjuvhgjlika#序52000
同居长干里	tsjuvhgjlikt#序52000
同居长干里	tsjuvhgjliku#序52000
两小无嫌猜	llxnwuxmcdaq#序52000
两小无嫌猜	llxnwuxmcdhq#序52000
十四为君妇	uisiwwjyfuan#序52000
十四为君妇	uisiwwjyfuhn#序52000
羞颜未尝开	xqyjwwihkdya#序52000
羞颜未尝开	xqyjwwihkdyh#序52000
低头向暗壁	ditzxlanbirt#序52000
千唤不一回	qmhrbuyihvpk#序52000
十五始展眉	uiwuuivjmwam#序52000
十五始展眉	uiwuuivjmwao#序52000
十五始展眉	uiwuuivjmwau#序52000
十五始展眉	uiwuuivjmwhm#序52000
十五始展眉	uiwuuivjmwho#序52000
十五始展眉	uiwuuivjmwhu#序52000
愿同尘与灰	yrtsifyuhvxh#序52000
愿同尘与灰	yrtsifyuhvxu#序52000
常存抱柱信	ihcybcvuxbdr#序52000
常存抱柱信	ihcybcvuxbjr#序52000
常存抱柱信	ihcybcvuxbxr#序52000
岂上望夫台	qiuhwhfutdus#序52000
十六君远行	uilqjyyrxkar#序52000
十六君远行	uilqjyyrxkax#序52000
十六君远行	uilqjyyrxkhr#序52000
十六君远行	uilqjyyrxkhx#序52000
瞿塘滟预堆	quthyjyudvmt#序52000
瞿塘滟预堆	quthyjyudvot#序52000
瞿塘滟预堆	quthyjyudvvt#序52000
五月不可触	wuytbukeiuai#序52000
五月不可触	wuytbukeiuaj#序52000
五月不可触	wuytbukeiuhi#序52000
五月不可触	wuytbukeiuhj#序52000
猿声天上哀	yrugtmuhaiqd#序52000
猿声天上哀	yrugtmuhaiqw#序52000
猿声天上哀	yrugtmuhaiqy#序52000
门前迟行迹	mfqmiixkjidz#序52000
一一生绿苔	yiyiuglvtdac#序52000
一一生绿苔	yiyiuglvtdhc#序52000
苔深不能扫	tdufbungsccf#序52000
苔深不能扫	tdufbungscct#序52000
落叶秋风早	loyeqqfgzcco#序52000
落叶秋风早	loyeqqfgzccr#序52000
八月蝴蝶黄	baythudphlpa#序52000
八月蝴蝶黄	baythudphlpc#序52000
八月蝴蝶黄	baythudphlph#序52000
双飞西园草	ulfwxiyrccyc#序52000
感此伤妾心	gjciuhqpxbxd#序52000
坐愁红颜老	zoizhsyjlcrb#序52000
坐愁红颜老	zoizhsyjlcrl#序52000
坐愁红颜老	zoizhsyjlctb#序52000
坐愁红颜老	zoizhsyjlctl#序52000
早晚下三巴	zcwjxxsjbaoa#序52000
早晚下三巴	zcwjxxsjbaok#序52000
早晚下三巴	zcwjxxsjbaov#序52000
早晚下三巴	zcwjxxsjbara#序52000
早晚下三巴	zcwjxxsjbark#序52000
早晚下三巴	zcwjxxsjbarv#序52000
预将书报家	yujluubcjxyb#序52000
相迎不道远	xlykbudcyrmz#序52000
直至长风沙	vivivhfguaad#序52000
直至长风沙	vivivhfguahd#序52000
直至长风沙	vivivhfguaud#序52000
梧桐相待老	wutsxlddlcmb#序52000
梧桐相待老	wutsxlddlcml#序52000
鸳鸯会双死	yryhhvulsind#序52000
贞妇贵殉夫	vffugvxyfuba#序52000
贞妇贵殉夫	vffugvxyfube#序52000
贞妇贵殉夫	vffugvxyfubh#序52000
舍生亦如此	ueugyirucirv#序52000
波澜誓不起	boljuibuqidz#序52000
妾心井中水	qpxbjkvsuvlu#序52000
妾心井中水	qpxbjkvsuvla#序52000
妾心井中水	qpxbjkvsuvnu#序52000
妾心井中水	qpxbjkvsuvna#序52000
游子身上衣	yzziufuhyidd#序52000
报得三春晖	bcdesjiyhvfo#序52000
报得三春晖	bcdesjiyhvfr#序52000
报得三春晖	bcdesjiyhvto#序52000
报得三春晖	bcdesjiyhvtr#序52000
登幽州台歌	dgyzvztdgedq#序52000
男儿事长征	njeruiihvgtr#序52000
男儿事长征	njeruiihvgtx#序52000
少小幽燕客	ucxnyzyjkexb#序52000
赌胜马蹄下	duugmatixxba#序52000
赌胜马蹄下	duugmatixxbh#序52000
由来轻七尺	yzldqkqiiiaa#序52000
由来轻七尺	yzldqkqiiiau#序52000
由来轻七尺	yzldqkqiiiav#序52000
由来轻七尺	yzldqkqiiiua#序52000
由来轻七尺	yzldqkqiiiuu#序52000
由来轻七尺	yzldqkqiiiuv#序52000
杀人莫敢前	uarfmogjqmib#序52000
杀人莫敢前	uarfmogjqmiq#序52000
杀人莫敢前	uarfmogjqmmb#序52000
杀人莫敢前	uarfmogjqmmq#序52000
须如猬毛磔	xuruwwmcvepu#序52000
须如猬毛磔	xuruwwmcveyu#序52000
川为静其波	irwwjkqibopd#序52000
鸟亦罢其鸣	nnyibaqimknk#序52000
鸟亦罢其鸣	nnyibaqimkpk#序52000
我本楚狂人	wobfiuklrfpp#序52000
凤歌笑孔丘	fggexnksqqjj#序52000
