---config@码表分类=主码-5
---config@允许编辑=是
---config@码表别名=系统词组
就是	jquiyr#序60000
深圳	ufvfdt#序60000
歌词	gecigy#序60000
不对	budvac#序60000
不对	budvay#序60000
全部	qrburl#序60000
姐姐	jpjpnn#序60000
它那	tanabe#序60000
是哪	uinark#序60000
保费	bcfzrf#序60000
小说	xnuoly#序60000
女的	nvdeab#序60000
女的	nvdevb#序60000
主人	vurfdp#序60000
大的	dadeab#序60000
大的	dadehb#序60000
频道	pldcbz#序60000
对是	dvuicr#序60000
对是	dvuiyr#序60000
爱你	ainivr#序60000
六十	lquida#序60000
六十	lquiwa#序60000
新闻	xlwfqe#序60000
房子	fhziha#序60000
房子	fhzihv#序60000
退出	tviuzc#序60000
退出	tviuzu#序60000
找首	vcubfb#序60000
找首	vcubtb#序60000
就要	jqycyx#序60000
经常	jkihsd#序60000
经常	jkihsj#序60000
经常	jkihsx#序60000
适合	uihezr#序60000
有有	ybyboo#序60000
有有	ybybou#序60000
有有	ybyboy#序60000
有有	ybybuo#序60000
有有	ybybuu#序60000
有有	ybybuy#序60000
有有	ybybyo#序60000
有有	ybybyu#序60000
有有	ybybyy#序60000
一块	yikkat#序60000
专业	vryeal#序60000
休息	xqxirz#序60000
我好	wohcpn#序60000
对方	dvfhcd#序60000
对方	dvfhcw#序60000
对方	dvfhyd#序60000
对方	dvfhyw#序60000
他不	tabura#序60000
喂你	wznikr#序60000
超过	icgozz#序60000
爷爷	yeyeff#序60000
空间	ksjmxm#序60000
空间	ksjmxo#序60000
空间	ksjmxr#序60000
图片	tupmkp#序60000
返还	fjhrzz#序60000
明白	mkbdrp#序60000
十二	uieraa#序60000
事儿	uierap#序60000
中心	vsxlld#序60000
姑娘	gunxnn#序60000
周五	vbwuka#序60000
今晚	jlwjrr#序60000
机会	jihvmr#序60000
住院	vuyrre#序60000
卫视	wzuiej#序60000
卫视	wzuieu#序60000
卫视	wzuigj#序60000
卫视	wzuigu#序60000
小区	xnqulk#序60000
六千	lqqmdp#序60000
六千	lqqmwp#序60000
疾病	jibkbb#序60000
您就	nljqxy#序60000
尾号	wzhcuk#序60000
超级	icjizs#序60000
他也	tayerg#序60000
也会	yehvgr#序60000
零六	lklqyd#序60000
零六	lklqyw#序60000
两百	lxbdaa#序60000
八千	baqmpp#序60000
小米	xnmild#序60000
责任	zerffr#序60000
责任	zerfqr#序60000
七千	qiqmap#序60000
周日	vbriko#序60000
周日	vbrikr#序60000
周日	vbrika#序60000
周日	vbriku#序60000
做了	zolera#序60000
做了	zolerv#序60000
之间	vijmdm#序60000
之间	vijmdo#序60000
之间	vijmdr#序60000
多了	dolexa#序60000
多了	dolexv#序60000
男的	njdetb#序60000
叫你	jnnikr#序60000
金额	jleepk#序60000
金额	jleerk#序60000
问你	wfnikr#序60000
问你	wfnimr#序60000
两千	lxqmap#序60000
四点	sidmav#序60000
四点	sidmkv#序60000
四点	sidmuv#序60000
我再	wozdpa#序60000
九千	jqqmpp#序60000
人生	rfugpn#序60000
参加	cjjwsl#序60000
想听	xxtkxk#序60000
评价	pkjwyr#序60000
报案	bcanfb#序60000
报案	bcantb#序60000
进去	jlquzt#序60000
商品	uhpldk#序60000
商品	uhpllk#序60000
商品	uhplwk#序60000
哈哈	hahakk#序60000
健康	jmkhrg#序60000
消息	xnxidz#序60000
理解	lijpwj#序60000
零五	lkwuya#序60000
也挺	yetkgf#序60000
也挺	yetkgt#序60000
第一	diyiva#序60000
账号	vhhcbk#序60000
在家	zdjwtb#序60000
在家	zdjwub#序60000
你把	nibarf#序60000
你把	nibart#序60000
还得	hddzzi#序60000
三八	sjbaap#序60000
大王	ddwhaa#序60000
大王	ddwhha#序60000
他会	tahvrr#序60000
稍微	ucwzhi#序60000
他在	tazdrt#序60000
他在	tazdru#序60000
三零	sjlkay#序60000
九五	jqwupa#序60000
英文	ykwfcd#序60000
登录	dgluda#序60000
登录	dgludu#序60000
登录	dgludv#序60000
配合	pzheyr#序60000
到达	dcdavz#序60000
最好	zvhcrn#序60000
上课	uhkely#序60000
八月	baytpo#序60000
八月	baytpy#序60000
八月	baytpp#序60000
十九	uijqap#序60000
地图	ditutk#序60000
变成	bmigwg#序60000
变成	bmigww#序60000
变成	bmigyg#序60000
变成	bmigyw#序60000
下周	xwvbak#序60000
一会	yihvar#序60000
一号	yihcak#序60000
同时	tsuikr#序60000
我能	wongps#序60000
奶奶	ndndnn#序60000
信号	xlhcrk#序60000
零三	lksjya#序60000
对本	dvbfcm#序60000
对本	dvbfym#序60000
位置	wzvirs#序60000
那一	nayiea#序60000
马上	mauhal#序60000
马上	mauhvl#序60000
哪儿	naerkp#序60000
她们	tamfnr#序60000
注意	vuyidy#序60000
身故	ufgupw#序60000
五个	wugeap#序60000
五个	wugear#序60000
十一	uiyiaa#序60000
哥哥	gegekk#序60000
开心	kdxlad#序60000
有些	ybxpoe#序60000
有些	ybxpue#序60000
有些	ybxpye#序60000
十六	uilqad#序60000
十六	uilqaw#序60000
咱俩	zjlwkr#序60000
原因	yrylik#序60000
商家	uhjwdb#序60000
商家	uhjwlb#序60000
商家	uhjwwb#序60000
身上	ufuhpl#序60000
周一	vbyika#序60000
旁边	phbmdz#序60000
旁边	phbmlz#序60000
旁边	phbmwz#序60000
广场	gxihdt#序60000
他一	tayira#序60000
兄弟	xsdikb#序60000
商业	uhyedl#序60000
商业	uhyell#序60000
商业	uhyewl#序60000
记录	jiluya#序60000
记录	jiluyu#序60000
记录	jiluyv#序60000
表示	bnuifa#序60000
表示	bnuife#序60000
表示	bnuifh#序60000
开会	kdhvar#序60000
一月	yiytao#序60000
一月	yiytay#序60000
一月	yiytap#序60000
七年	qinmap#序60000
七年	qinmar#序60000
用了	ysleka#序60000
用了	yslekv#序60000
你真	nivfru#序60000
审核	ufhebm#序60000
四个	sigeap#序60000
四个	sigear#序60000
四个	sigekp#序60000
四个	sigekr#序60000
四个	sigeup#序60000
四个	sigeur#序60000
发展	favjau#序60000
发展	favjfu#序60000
发展	favjvu#序60000
发展	favjyu#序60000
多的	dodexb#序60000
把你	banifr#序60000
把你	banitr#序60000
状态	vxtdjx#序60000
状态	vxtdpx#序60000
状态	vxtdqx#序60000
我家	wojwpb#序60000
听到	tkdckv#序60000
开机	kdjiam#序60000
帮你	bhnijr#序60000
钱的	qmdejb#序60000
二零	erlkay#序60000
七月	qiytao#序60000
七月	qiytay#序60000
七月	qiytap#序60000
这次	vecizd#序60000
类型	lzxkmt#序60000
提示	tiuifa#序60000
提示	tiuife#序60000
提示	tiuifh#序60000
提示	tiuita#序60000
提示	tiuite#序60000
提示	tiuith#序60000
规定	gvdkfb#序60000
规定	gvdkjb#序60000
结束	jpuusa#序60000
现场	xmihwt#序60000
次服	cifudy#序60000
我很	wohfpi#序60000
开店	kddmag#序60000
认为	rfwzyd#序60000
赶紧	gjjlzl#序60000
我又	woybpv#序60000
了就	lejqay#序60000
了就	lejqvy#序60000
哎呦	aiybkk#序60000
两天	lxtmaa#序60000
就想	jqxxyx#序60000
余额	yueerk#序60000
月租	ytzuoh#序60000
月租	ytzuyh#序60000
月租	ytzuph#序60000
心里	xllidl#序60000
方法	fhfadd#序60000
方法	fhfawd#序60000
一一	yiyiaa#序60000
说那	uonaye#序60000
周岁	vbsvku#序60000
二年	ernmap#序60000
二年	ernmar#序60000
唱首	ihubkb#序60000
毕竟	bijkbl#序60000
它有	taybbo#序60000
它有	taybbu#序60000
它有	taybby#序60000
距离	julizd#序60000
距离	julizw#序60000
三月	sjytao#序60000
三月	sjytay#序60000
三月	sjytap#序60000
投诉	tbsufy#序60000
投诉	tbsuty#序60000
吃了	iileka#序60000
吃了	iilekv#序60000
带着	ddvejy#序60000
日本	ribfom#序60000
日本	ribfrm#序60000
日本	ribfam#序60000
日本	ribfum#序60000
女儿	nverap#序60000
女儿	nvervp#序60000
忘了	whlexa#序60000
忘了	whlexv#序60000
五月	wuytao#序60000
五月	wuytay#序60000
五月	wuytap#序60000
三四	sjsiaa#序60000
三四	sjsiak#序60000
三四	sjsiau#序60000
各种	gevswh#序60000
成为	igwzgd#序60000
成为	igwzwd#序60000
变温	bmwfwd#序60000
变温	bmwfyd#序60000
高中	gcvsdl#序60000
高中	gcvswl#序60000
认识	rfuiyy#序60000
还不	hdbuza#序60000
出现	iuxmcw#序60000
出现	iuxmuw#序60000
八八	babapp#序60000
三点	sjdmav#序60000
等我	dgwovp#序60000
你没	nimzrd#序60000
陪我	pzwoep#序60000
了那	lenaae#序60000
了那	lenave#序60000
快递	kkdixz#序60000
你帮	nibhrj#序60000
我帮	wobhpj#序60000
彩铃	cdlkpj#序60000
平安	pkanab#序60000
就能	jqngys#序60000
考虑	kclvlh#序60000
考虑	kclvlx#序60000
三九	sjjqap#序60000
你再	nizdra#序60000
那他	nataer#序60000
技术	jiuufm#序60000
技术	jiuutm#序60000
周四	vbsika#序60000
周四	vbsikk#序60000
周四	vbsiku#序60000
五六	wulqad#序60000
五六	wulqaw#序60000
六年	lqnmdp#序60000
六年	lqnmdr#序60000
六年	lqnmwp#序60000
六年	lqnmwr#序60000
去办	qubjtl#序60000
十七	uiqiaa#序60000
那儿	naerep#序60000
他还	tahdrz#序60000
眼睛	yjjkmm#序60000
它们	tamfbr#序60000
不在	buzdat#序60000
不在	buzdau#序60000
需求	xuqqya#序60000
再说	zduoay#序60000
兑换	dvhrbf#序60000
兑换	dvhrbt#序60000
看你	kjnior#序60000
看你	kjniur#序60000
把它	batafb#序60000
把它	batatb#序60000
一条	yitnaw#序60000
估计	gujiry#序60000
我听	wotkpk#序60000
火车	hoieda#序60000
笨蛋	bfdjvi#序60000
笨蛋	bfdjvp#序60000
无法	wufaad#序60000
发生	faugan#序60000
发生	faugfn#序60000
发生	faugvn#序60000
发生	faugyn#序60000
公众	gsvsbr#序60000
那也	nayeeg#序60000
充值	isvidr#序60000
充值	isvier#序60000
充值	isviwr#序60000
部分	bufflb#序60000
导演	dcyjcd#序60000
导演	dcyjsd#序60000
总是	zsuibr#序60000
利息	lixidz#序60000
利息	lixihz#序60000
由于	ybyula#序60000
政策	vgcewv#序60000
当地	dhdixt#序60000
抱歉	bcqmfj#序60000
抱歉	bcqmtj#序60000
担心	djxlfd#序60000
担心	djxltd#序60000
来着	ldveay#序60000
它不	tabuba#序60000
医生	yiugkn#序60000
这这	vevezz#序60000
九九	jqjqpp#序60000
下班	xwbjad#序60000
下班	xwbjaw#序60000
井号	jkhcak#序60000
过的	godezb#序60000
你吃	niiirk#序60000
行业	hhyeil#序60000
两点	lxdmav#序60000
不懂	budsax#序60000
对了	dvleca#序60000
对了	dvlecv#序60000
对了	dvleya#序60000
对了	dvleyv#序60000
学院	xtyrde#序60000
学院	xtyrze#序60000
家庭	jwtkbg#序60000
旅游	lvybfd#序60000
通知	tsvizk#序60000
通知	tsvizu#序60000
达到	dadczv#序60000
周三	vbsjka#序60000
零七	lkqiya#序60000
周二	vberka#序60000
我上	wouhpl#序60000
你妈	nimarn#序60000
五九	wujqap#序60000
二五	erwuaa#序60000
宾馆	blgrbu#序60000
女孩	nvhdaz#序60000
女孩	nvhdvz#序60000
愿意	yryixy#序60000
在那	zdnate#序60000
在那	zdnaue#序60000
妹妹	mzmznn#序60000
最高	zvgcrd#序60000
最高	zvgcrw#序60000
三三	sjsjaa#序60000
零四	lksiya#序60000
零四	lksiyk#序60000
零四	lksiyu#序60000
打算	dasrfv#序60000
打算	dasrtv#序60000
每月	mzytpo#序60000
每月	mzytpy#序60000
每月	mzytpp#序60000
每月	mzytro#序60000
每月	mzytry#序60000
每月	mzytrp#序60000
三五	sjwuaa#序60000
走了	zbleta#序60000
走了	zbletv#序60000
死了	sileda#序60000
死了	siledv#序60000
放假	fhjwfr#序60000
放假	fhjwwr#序60000
厦门	xwmfid#序60000
请你	qkniyr#序60000
不太	butdad#序60000
呀我	yawokp#序60000
亲情	qlqklx#序60000
到底	dcdivg#序60000
上次	uhcild#序60000
核对	hedvmc#序60000
核对	hedvmy#序60000
祝你	vuniur#序60000
杭州	hhvbmd#序60000
杭州	hhvbmi#序60000
就比	jqbiyb#序60000
酷跑	kupcyz#序60000
十分	uiffab#序60000
三七	sjqiaa#序60000
接听	jptkfk#序60000
接听	jptktk#序60000
回答	hvdakv#序60000
老人	lcrflp#序60000
还挺	hdtkzf#序60000
还挺	hdtkzt#序60000
店铺	dmpugj#序60000
等你	dgnivr#序60000
我开	wokdpa#序60000
香港	xxghhd#序60000
我先	woxmpe#序60000
我先	woxmpn#序60000
帮助	bhvujq#序60000
简单	jmdjvb#序60000
武汉	wuhjad#序60000
慢慢	mjmjxx#序60000
会儿	hverrp#序60000
他都	tadbrv#序60000
一遍	yibmaz#序60000
也要	yeycgx#序60000
七八	qibaap#序60000
品牌	plpdkp#序60000
帮忙	bhmhjx#序60000
相关	xxgrmb#序60000
五八	wubaap#序60000
放在	fhzdft#序60000
放在	fhzdfu#序60000
放在	fhzdwt#序60000
放在	fhzdwu#序60000
一定	yidkab#序60000
到期	dcqivq#序60000
助手	vuubqp#序60000
工资	gsziac#序60000
开启	kdqiah#序60000
开启	kdqiak#序60000
讲一	jxyiya#序60000
六零	lqlkdy#序60000
六零	lqlkwy#序60000
过年	gonmzp#序60000
过年	gonmzr#序60000
你跟	nigfrz#序60000
二月	erytao#序60000
二月	erytay#序60000
二月	erytap#序60000
下面	xwmmaa#序60000
五五	wuwuaa#序60000
厉害	lihdib#序60000
比赛	bisdbb#序60000
删除	ujiuce#序60000
于是	yuuiar#序60000
你打	nidarf#序60000
你打	nidart#序60000
体验	tiyjrm#序60000
基本	jibfqm#序60000
你别	nibprd#序60000
聪明	csmker#序60000
六月	lqytdo#序60000
六月	lqytdy#序60000
六月	lqytdp#序60000
六月	lqytwo#序60000
六月	lqytwy#序60000
六月	lqytwp#序60000
二三	ersjaa#序60000
英雄	ykxscv#序60000
针对	vfdvjc#序60000
针对	vfdvjy#序60000
观众	grvsjr#序60000
观众	grvsyr#序60000
享受	xxubdv#序60000
享受	xxubdy#序60000
享受	xxubwv#序60000
享受	xxubwy#序60000
享受	xxubzv#序60000
享受	xxubzy#序60000
能力	nglisg#序60000
号键	hcjmkj#序60000
压力	yaliig#序60000
家人	jwrfbp#序60000
请稍	qkucyh#序60000
材料	cdlnmm#序60000
五万	wuwjaa#序60000
说一	uoyiya#序60000
支付	vifuur#序60000
我手	woubpp#序60000
证明	vgmkyr#序60000
搞笑	gcxnfv#序60000
搞笑	gcxntv#序60000
太阳	tdyhde#序60000
资金	zijlcp#序60000
资金	zijlcr#序60000
预约	yuytys#序60000
头发	tbfada#序60000
头发	tbfadf#序60000
头发	tbfadv#序60000
头发	tbfady#序60000
八零	balkpy#序60000
看着	kjveoy#序60000
看着	kjveuy#序60000
风险	fgxmje#序60000
它会	tahvbr#序60000
一只	yiviak#序60000
明星	mkxkrr#序60000
必须	bixudp#序60000
必须	bixudy#序60000
必须	bixuxp#序60000
必须	bixuxy#序60000
来自	ldziap#序60000
卖家	mdjwub#序60000
交费	jnfzdf#序60000
交费	jnfzlf#序60000
交费	jnfzwf#序60000
小学	xnxtld#序60000
小学	xnxtlz#序60000
行吗	xkmaik#序60000
加上	jwuhll#序60000
南京	njjkud#序60000
南京	njjkuw#序60000
重庆	isqkpg#序60000
来看	ldkjao#序60000
来看	ldkjau#序60000
你了	nilera#序60000
你了	nilerv#序60000
他这	taverz#序60000
我到	wodcpv#序60000
到十	dcuiva#序60000
想法	xxfaxd#序60000
这儿	veerzp#序60000
是很	uihfri#序60000
看您	kjnlox#序60000
看您	kjnlux#序60000
阳光	yhgxee#序60000
阳光	yhgxex#序60000
换一	hryifa#序60000
换一	hryita#序60000
跟那	gfnaze#序60000
零下	lkxwya#序60000
在我	zdwotp#序60000
在我	zdwoup#序60000
上了	uhlela#序60000
上了	uhlelv#序60000
就一	jqyiya#序60000
就没	jqmzyd#序60000
不同	butsak#序60000
两年	lxnmap#序60000
两年	lxnmar#序60000
你又	niybrv#序60000
八年	banmpp#序60000
八年	banmpr#序60000
官网	grwhbk#序60000
历史	liuiil#序60000
历史	liuiik#序60000
问我	wfwokp#序60000
问我	wfwomp#序60000
去年	qunmtp#序60000
去年	qunmtr#序60000
本来	bfldma#序60000
那有	naybeo#序60000
那有	naybeu#序60000
那有	naybey#序60000
这块	vekkzt#序60000
数据	uujulf#序60000
数据	uujult#序60000
我才	wocdpa#序60000
终于	vsyusa#序60000
容易	rsyibr#序60000
一位	yiwzar#序60000
九零	jqlkpy#序60000
到您	dcnlvx#序60000
就好	jqhcyn#序60000
心情	xlqkdx#序60000
便宜	pmyirb#序60000
更换	gghraf#序60000
更换	gghrat#序60000
去看	qukjto#序60000
去看	qukjtu#序60000
车损	iesyaf#序60000
车损	iesyat#序60000
老板	lcbjlm#序60000
上学	uhxtld#序60000
上学	uhxtlz#序60000
那不	nabuea#序60000
标准	bnvymd#序60000
我跟	wogfpz#序60000
不管	bugrav#序60000
十万	uiwjaa#序60000
万一	wjyiaa#序60000
之内	vinzda#序60000
收益	ubyijb#序60000
收益	ubyiwb#序60000
除以	iuyiev#序60000
他他	tatarr#序60000
个电	gedmpl#序60000
个电	gedmrl#序60000
充电	isdmdl#序60000
充电	isdmel#序60000
充电	isdmwl#序60000
你家	nijwrb#序60000
地区	diqutk#序60000
合作	hezorr#序60000
日子	rizioa#序60000
日子	riziov#序60000
日子	rizira#序60000
日子	rizirv#序60000
日子	riziaa#序60000
日子	riziav#序60000
日子	riziua#序60000
日子	riziuv#序60000
小的	xndelb#序60000
最低	zvdirr#序60000
永远	ysyrdz#序60000
一份	yiffar#序60000
一十	yiuiaa#序60000
集团	jitrmk#序60000
集团	jitrvk#序60000
更多	ggdoax#序60000
而已	eryiaa#序60000
而已	eryiav#序60000
住房	vufhrh#序60000
晚安	wjanrb#序60000
甚至	ufviqa#序60000
回到	hvdckv#序60000
饭店	fjdmug#序60000
好啊	hcaank#序60000
九年	jqnmpp#序60000
九年	jqnmpr#序60000
似的	uiderb#序60000
就去	jqquyt#序60000
冬天	dstmwa#序60000
包含	bchjbk#序60000
包含	bchjbr#序60000
感情	gjqkxx#序60000
还会	hdhvzr#序60000
四月	siytao#序60000
四月	siytay#序60000
四月	siytap#序60000
四月	siytko#序60000
四月	siytky#序60000
四月	siytkp#序60000
四月	siytuo#序60000
四月	siytuy#序60000
四月	siytup#序60000
获得	hodeci#序60000
灯光	dggxhe#序60000
灯光	dggxhx#序60000
条件	tnjmwr#序60000
八九	bajqpp#序60000
还好	hdhczn#序60000
解决	jpjtjd#序60000
很好	hfhcin#序60000
演的	yjdedb#序60000
我最	wozvpr#序60000
后期	hbqipq#序60000
经过	jkgosz#序60000
看我	kjwoop#序60000
看我	kjwoup#序60000
下去	xwquat#序60000
部门	bumfld#序60000
聚会	juhver#序60000
聚会	juhvqr#序60000
聚会	juhvyr#序60000
满意	mjyidy#序60000
扣扣	kbkbff#序60000
扣扣	kbkbft#序60000
扣扣	kbkbtf#序60000
扣扣	kbkbtt#序60000
二二	ereraa#序60000
环境	hrjkwt#序60000
老是	lcuilr#序60000
邮箱	ybxxev#序60000
哪有	naybko#序60000
哪有	naybku#序60000
哪有	naybky#序60000
白天	bdtmpa#序60000
给她	gztasn#序60000
伤感	uhgjrx#序60000
你可	nikerd#序60000
她是	tauinr#序60000
会给	hvgzrs#序60000
面的	mmdeab#序60000
发送	fassaz#序60000
发送	fassfz#序60000
发送	fassvz#序60000
发送	fassyz#序60000
注销	vuxndj#序60000
账单	vhdjbb#序60000
政府	vgfuwg#序60000
放心	fhxlfd#序60000
放心	fhxlwd#序60000
超出	iciuzc#序60000
超出	iciuzu#序60000
三二	sjeraa#序60000
应用	ykysgk#序60000
想你	xxnixr#序60000
我刚	woghpd#序60000
得到	dedciv#序60000
人们	rfmfpr#序60000
核实	heuimb#序60000
说他	uotayr#序60000
会下	hvxwra#序60000
您不	nlbuxa#序60000
关掉	grdnbf#序60000
关掉	grdnbt#序60000
是两	uilxra#序60000
决定	jtdkdb#序60000
公园	gsyrbk#序60000
那行	naxkei#序60000
六六	lqlqdd#序60000
六六	lqlqdw#序60000
六六	lqlqwd#序60000
六六	lqlqww#序60000
师傅	uifulr#序60000
点一	dmyiva#序60000
也好	yehcgn#序60000
一家	yijwab#序60000
不去	buquat#序60000
十个	uigeap#序60000
十个	uigear#序60000
中央	vsyhll#序60000
话您	hwnlyx#序60000
单独	djdubq#序60000
了呀	leyaak#序60000
了呀	leyavk#序60000
努力	nulilg#序60000
雨天	yutmaa#序60000
完全	wjqrbr#序60000
对他	dvtacr#序60000
对他	dvtayr#序60000
看那	kjnaoe#序60000
看那	kjnaue#序60000
其中	qivsal#序60000
周末	vbmoka#序60000
大厦	dauaai#序60000
大厦	dauahi#序60000
情歌	qkgexg#序60000
我爸	wobapf#序60000
好看	hckjno#序60000
好看	hckjnu#序60000
设计	uejiyy#序60000
零年	lknmyp#序60000
零年	lknmyr#序60000
回复	hvfukp#序60000
回复	hvfukr#序60000
回复	hvfukw#序60000
发的	fadeab#序60000
发的	fadefb#序60000
发的	fadevb#序60000
发的	fadeyb#序60000
转到	vrdciv#序60000
在这	zdvetz#序60000
在这	zdveuz#序60000
去做	quzotr#序60000
相信	xxxlmr#序60000
样子	yhzima#序60000
样子	yhzimv#序60000
有关	ybgrob#序60000
有关	ybgrub#序60000
有关	ybgryb#序60000
有了	ybleoa#序60000
有了	ybleov#序60000
有了	ybleua#序60000
有了	ybleuv#序60000
有了	ybleya#序60000
有了	ybleyv#序60000
有雨	ybyuoa#序60000
有雨	ybyuua#序60000
有雨	ybyuya#序60000
他可	takerd#序60000
生日	ugrino#序60000
生日	ugrinr#序60000
生日	ugrina#序60000
生日	ugrinu#序60000
是他	uitarr#序60000
平常	pkihad#序60000
平常	pkihaj#序60000
平常	pkihax#序60000
音量	yllxlo#序60000
音量	yllxlr#序60000
中间	vsjmlm#序60000
中间	vsjmlo#序60000
中间	vsjmlr#序60000
好听	hctknk#序60000
是是	uiuirr#序60000
就你	jqniyr#序60000
找你	vcnifr#序60000
找你	vcnitr#序60000
说说	uouoyy#序60000
报销	bcxnfj#序60000
报销	bcxntj#序60000
都能	dbngvs#序60000
不然	burjad#序60000
不然	burjah#序60000
第二	dierva#序60000
交易	jnyidr#序60000
交易	jnyilr#序60000
交易	jnyiwr#序60000
至少	viucax#序60000
增加	zgjwtl#序60000
负责	fuzedf#序60000
负责	fuzedq#序60000
二千	erqmap#序60000
到这	dcvevz#序60000
不错	bucoaj#序60000
一边	yibmaz#序60000
损失	syuifp#序60000
损失	syuitp#序60000
是多	uidorx#序60000
运动	yydszl#序60000
运动	yydszy#序60000
