---config@码表分类=主码-4
---config@允许编辑=是
---config@码表别名=低频简词
打开	dakd#序65000
场戏	ihxi#序65000
木木	mumu#序65000
挣个	vgge#序65000
猪肚	vudu#序65000
献上	xmuh#序65000
试音	uiyl#序65000
琳琳	llll#序65000
有眼	ybyj#序65000
现用	xmys#序65000
胆儿	djer#序65000
大堂	dath#序65000
实实	uiui#序65000
六集	lqji#序65000
天回	tmhv#序65000
从没	csmz#序65000
手背	ubbz#序65000
被谁	bzuz#序65000
为家	wzjw#序65000
退退	tvtv#序65000
松动	ssds#序65000
西域	xiyu#序65000
光碟	gxdp#序65000
列出	lpiu#序65000
素养	suyh#序65000
山不	ujbu#序65000
长者	vhve#序65000
带在	ddzd#序65000
激战	jivj#序65000
知之	vivi#序65000
高我	gcwo#序65000
那上	nauh#序65000
公用	gsys#序65000
海港	hdgh#序65000
家村	jwcy#序65000
去叫	qujn#序65000
录录	lulu#序65000
呼喊	huhj#序65000
安生	anug#序65000
树皮	uupi#序65000
游轮	ybly#序65000
潜能	qmng#序65000
赛况	sdkx#序65000
鱼肉	yurb#序65000
小孔	xnks#序65000
祈求	qiqq#序65000
补肾	buuf#序65000
链子	lmzi#序65000
面面	mmmm#序65000
鸡丁	jidk#序65000
敲响	qnxx#序65000
与阿	yuaa#序65000
熟知	uuvi#序65000
拄着	vuve#序65000
原图	yrtu#序65000
游侠	ybxw#序65000
适度	uidu#序65000
长处	ihiu#序65000
售假	ubjw#序65000
这山	veuj#序65000
是租	uizu#序65000
有鱼	ybyu#序65000
模电	modm#序65000
沃派	wopd#序65000
例外	liwd#序65000
宣称	xrig#序65000
妇人	furf#序65000
织女	vinv#序65000
是因	uiyl#序65000
事一	uiyi#序65000
务人	wurf#序65000
慌张	hxvh#序65000
解散	jpsj#序65000
量产	lxij#序65000
北疆	bzjx#序65000
下放	xwfh#序65000
放贷	fhdd#序65000
他改	tagd#序65000
值了	vile#序65000
主推	vutv#序65000
福鼎	fudk#序65000
春燕	iyyj#序65000
路都	ludb#序65000
始于	uiyu#序65000
几项	jixx#序65000
可上	keuh#序65000
实不	uibu#序65000
闪婚	ujhy#序65000
多余	doyu#序65000
保有	bcyb#序65000
属虎	uuhu#序65000
小磊	xnlz#序65000
变瘦	bmub#序65000
示意	uiyi#序65000
正值	vgvi#序65000
小勇	xnys#序65000
奇谭	qitj#序65000
时出	uiiu#序65000
一竖	yiuu#序65000
便有	bmyb#序65000
方阵	fhvf#序65000
个阿	geaa#序65000
疏忽	uuhu#序65000
较晚	jnwj#序65000
飞奔	fzbf#序65000
多对	dodv#序65000
想拍	xxpd#序65000
条约	tnyt#序65000
诗意	uiyi#序65000
意在	yizd#序65000
般人	bjrf#序65000
白富	bdfu#序65000
咽喉	yjhb#序65000
警服	jkfu#序65000
聋了	lsle#序65000
一书	yiuu#序65000
唱出	ihiu#序65000
出局	iuju#序65000
眼袋	yjdd#序65000
龙海	lshd#序65000
奥拉	aola#序65000
去春	quiy#序65000
汉王	hjwh#序65000
首家	ubjw#序65000
一吨	yidy#序65000
六斤	lqjl#序65000
小块	xnkk#序65000
机枪	jiqx#序65000
一桶	yits#序65000
合上	heuh#序65000
家开	jwkd#序65000
几班	jibj#序65000
直呼	vihu#序65000
贩卖	fjmd#序65000
中会	vshv#序65000
吃出	iiiu#序65000
吱吱	vivi#序65000
是佛	uifu#序65000
会升	hvug#序65000
潘辰	pjif#序65000
只扣	vikb#序65000
忌讳	jihv#序65000
摄入	ueru#序65000
蓓蕾	bzlz#序65000
木棉	mumm#序65000
伊春	yiiy#序65000
服人	furf#序65000
方人	fhrf#序65000
吊坠	dnvv#序65000
洗掉	xidn#序65000
溪水	xiuv#序65000
遇害	yuhd#序65000
汉城	hjig#序65000
接单	jpdj#序65000
永春	ysiy#序65000
梨树	liuu#序65000
短了	drle#序65000
汉阳	hjyh#序65000
匕首	biub#序65000
姊妹	zimz#序65000
开饭	kdfj#序65000
影后	ykhb#序65000
战记	vjji#序65000
急眼	jiyj#序65000
界上	jpuh#序65000
吴佳	wujw#序65000
制裁	vicd#序65000
已婚	yihy#序65000
求爱	qqai#序65000
刚生	ghug#序65000
咋看	zakj#序65000
大兵	dabk#序65000
一亩	yimu#序65000
时已	uiyi#序65000
产地	ijdi#序65000
守住	ubvu#序65000
汽水	qiuv#序65000
洗净	xijk#序65000
理顺	liuy#序65000
除掉	iudn#序65000
想杀	xxua#序65000
林林	llll#序65000
贾青	jwqk#序65000
手帕	ubpa#序65000
敢想	gjxx#序65000
风电	fgdm#序65000
检方	jmfh#序65000
椒盐	jnyj#序65000
灯开	dgkd#序65000
余生	yuug#序65000
生猪	ugvu#序65000
被甩	bzuk#序65000
抱有	bcyb#序65000
邦克	bhke#序65000
不装	buvx#序65000
就乱	jqlr#序65000
无瑕	wuxw#序65000
问明	wfmk#序65000
住到	vudc#序65000
副本	fubf#序65000
弘扬	hsyh#序65000
踏入	taru#序65000
弹跳	tjtn#序65000
闻名	wfmk#序65000
应届	ykjp#序65000
碎石	svui#序65000
游游	ybyb#序65000
包都	bcdb#序65000
凄惨	qicj#序65000
呼声	huug#序65000
契税	qiuv#序65000
圣母	ugmu#序65000
罗宾	lobl#序65000
你惹	nire#序65000
七元	qiyr#序65000
一第	yidi#序65000
有运	ybyy#序65000
是目	uimu#序65000
小碗	xnwj#序65000
曲艺	quyi#序65000
药效	ycxn#序65000
一束	yiuu#序65000
指指	vivi#序65000
时对	uidv#序65000
想讲	xxjx#序65000
小蛋	xndj#序65000
住处	vuiu#序65000
场次	ihci#序65000
立春	liiy#序65000
躲开	dokd#序65000
露珠	luvu#序65000
好手	hcub#序65000
我应	woyk#序65000
老表	lcbn#序65000
十渡	uidu#序65000
建大	jmda#序65000
剧毒	judu#序65000
追随	vvsv#序65000
闹事	ncui#序65000
不吐	butu#序65000
他绝	tajt#序65000
使出	uiiu#序65000
仁川	rfir#序65000
高不	gcbu#序65000
没读	mzdu#序65000
北口	bzkb#序65000
风点	fgdm#序65000
纱布	uabu#序65000
应有	ykyb#序65000
搞不	gcbu#序65000
尖椒	jmjn#序65000
可快	kekk#序65000
洽谈	qwtj#序65000
眼熟	yjuu#序65000
预想	yuxx#序65000
出第	iudi#序65000
助推	vutv#序65000
街角	jpjn#序65000
是读	uidu#序65000
会谈	hvtj#序65000
出题	iuti#序65000
过剩	goug#序65000
他该	tagd#序65000
回声	hvug#序65000
剑魂	jmhy#序65000
抱走	bczb#序65000
未按	wzan#序65000
赌气	duqi#序65000
骑到	qidc#序65000
肝炎	gjyj#序65000
史料	uiln#序65000
微调	wztn#序65000
柏树	bduu#序65000
世世	uiui#序65000
几类	jilz#序65000
是于	uiyu#序65000
如风	rufg#序65000
草帽	ccmc#序65000
迟钝	iidy#序65000
可当	kedh#序65000
近半	jlbj#序65000
军军	jyjy#序65000
韦德	wzde#序65000
澳大	aoda#序65000
使不	uibu#序65000
有优	ybyb#序65000
智者	vive#序65000
极强	jiqx#序65000
非议	fzyi#序65000
姐们	jpmf#序65000
区一	quyi#序65000
君君	jyjy#序65000
一更	yigg#序65000
了阿	leaa#序65000
工藤	gstg#序65000
小江	xnjx#序65000
有因	ybyl#序65000
肩背	jmbz#序65000
事以	uiyi#序65000
旧版	jqbj#序65000
演好	yjhc#序65000
真题	vfti#序65000
着实	veui#序65000
不赖	buld#序65000
河上	heuh#序65000
读着	duve#序65000
赡养	ujyh#序65000
初四	iusi#序65000
称一	igyi#序65000
都显	dbxm#序65000
嘟囔	dunh#序65000
探寻	tjxy#序65000
波涛	botc#序65000
鞋垫	xpdm#序65000
仙山	xmuj#序65000
是增	uizg#序65000
优于	ybyu#序65000
时用	uiys#序65000
易通	yits#序65000
既往	jiwh#序65000
粘在	vjzd#序65000
曲江	qujx#序65000
人愿	rfyr#序65000
多开	dokd#序65000
云霞	yyxw#序65000
失意	uiyi#序65000
开满	kdmj#序65000
暂未	zjwz#序65000
气流	qilq#序65000
古时	guui#序65000
时最	uizv#序65000
置了	vile#序65000
十首	uiub#序65000
博州	bovb#序65000
录够	lugb#序65000
复发	fufa#序65000
婚宴	hyyj#序65000
子曰	ziyt#序65000
心虚	xlxu#序65000
西江	xijx#序65000
这组	vezu#序65000
老金	lcjl#序65000
饱受	bcub#序65000
超乎	ichu#序65000
雨声	yuug#序65000
较严	jnyj#序65000
出产	iuij#序65000
扁豆	bmdb#序65000
香江	xxjx#序65000
分人	ffrf#序65000
急于	jiyu#序65000
失事	uiui#序65000
纸牌	vipd#序65000
仙三	xmsj#序65000
先讲	xmjx#序65000
陆金	lujl#序65000
骗走	pmzb#序65000
出车	iuie#序65000
如要	ruyc#序65000
包住	bcvu#序65000
九角	jqjn#序65000
返本	fjbf#序65000
动脉	dsmd#序65000
小众	xnvs#序65000
尘土	iftu#序65000
神木	ufmu#序65000
一词	yici#序65000
自爆	zibc#序65000
生母	ugmu#序65000
交下	jnxw#序65000
等在	dgzd#序65000
实有	uiyb#序65000
不照	buvc#序65000
里生	liug#序65000
小蛮	xnmj#序65000
查是	iaui#序65000
烧开	uckd#序65000
茶几	iaji#序65000
利民	liml#序65000
一丢	yidq#序65000
交会	jnhv#序65000
遗书	yiuu#序65000
线呢	xmne#序65000
大代	dadd#序65000
会返	hvfj#序65000
伸到	ufdc#序65000
过早	gozc#序65000
却还	qthd#序65000
津南	jlnj#序65000
适时	uiui#序65000
一滴	yidi#序65000
燕麦	yjmd#序65000
会演	hvyj#序65000
鱼汤	yuth#序65000
里住	livu#序65000
共生	gsug#序65000
被狗	bzgb#序65000
星驰	xkii#序65000
上应	uhyk#序65000
弄掉	nsdn#序65000
鱼香	yuxx#序65000
残联	cjlm#序65000
未下	wzxw#序65000
小光	xngx#序65000
去吹	quiv#序65000
已于	yiyu#序65000
正直	vgvi#序65000
拉进	lajl#序65000
六时	lqui#序65000
脸大	lmda#序65000
会无	hvwu#序65000
小爽	xnux#序65000
头戴	tbdd#序65000
拉近	lajl#序65000
韧带	rfdd#序65000
之举	viju#序65000
结伴	jpbj#序65000
就派	jqpd#序65000
出世	iuui#序65000
行评	xkpk#序65000
马天	matm#序65000
劫持	jpii#序65000
反问	fjwf#序65000
晃荡	hxdh#序65000
深蓝	uflj#序65000
较难	jnnj#序65000
现将	xmjx#序65000
中标	vsbn#序65000
多带	dodd#序65000
宏盛	hsug#序65000
史诗	uiui#序65000
使徒	uitu#序65000
四惠	sihv#序65000
交满	jnmj#序65000
冰上	bkuh#序65000
原点	yrdm#序65000
连山	lmuj#序65000
人缘	rfyr#序65000
铲子	ijzi#序65000
欢唱	hrih#序65000
只带	vidd#序65000
一投	yitb#序65000
想向	xxxx#序65000
一但	yidj#序65000
抵付	difu#序65000
尺子	iizi#序65000
相框	xxkx#序65000
等也	dgye#序65000
霸州	bavb#序65000
你挑	nitn#序65000
长对	vhdv#序65000
西洋	xiyh#序65000
唱起	ihqi#序65000
整场	vgih#序65000
福寿	fuub#序65000
挑水	tnuv#序65000
这使	veui#序65000
西乡	xixx#序65000
及各	jige#序65000
可帅	keuk#序65000
朝城	icig#序65000
一簇	yicu#序65000
听觉	tkjt#序65000
失手	uiub#序65000
对数	dvuu#序65000
怜悯	lmml#序65000
接班	jpbj#序65000
小苗	xnmn#序65000
找对	vcdv#序65000
馆长	grvh#序65000
触及	iuji#序65000
山雨	ujyu#序65000
堵着	duve#序65000
智库	viku#序65000
扑灭	pump#序65000
末年	monm#序65000
后半	hbbj#序65000
越到	ytdc#序65000
神灯	ufdg#序65000
鬼王	gvwh#序65000
蛋儿	djer#序65000
一哭	yiku#序65000
金南	jlnj#序65000
那书	nauu#序65000
兴顺	xkuy#序65000
下床	xwix#序65000
放任	fhrf#序65000
痴呆	iidd#序65000
谢幕	xpmu#序65000
西甲	xijw#序65000
按他	anta#序65000
上户	uhhu#序65000
厉声	liug#序65000
咏春	ysiy#序65000
教诲	jnhv#序65000
洗牌	xipd#序65000
炎黄	yjhx#序65000
解闷	jpmf#序65000
酵母	jnmu#序65000
魔咒	movb#序65000
阿卡	aaka#序65000
一案	yian#序65000
韩愈	hjyu#序65000
错事	coui#序65000
淋淋	llll#序65000
寄往	jiwh#序65000
小床	xnix#序65000
志在	vizd#序65000
部来	buld#序65000
小蕾	xnlz#序65000
小楠	xnnj#序65000
小丹	xndj#序65000
次要	ciyc#序65000
紧邻	jlll#序65000
严打	yjda#序65000
可免	kemm#序65000
该让	gdrh#序65000
一勺	yiuc#序65000
止痛	vits#序65000
填上	tmuh#序65000
县区	xmqu#序65000
失步	uibu#序65000
码长	mavh#序65000
昂热	ahre#序65000
爱步	aibu#序65000
哀辞	aici#序65000
挨次	aici#序65000
矮凳	aidg#序65000
矮墩	aidy#序65000
爱困	aiky#序65000
爱娜	aina#序65000
爱娃	aiwa#序65000
艾洋	aiyh#序65000
爱云	aiyy#序65000
岸标	anbn#序65000
暗改	angd#序65000
安魂	anhy#序65000
安坤	anky#序65000
俺妈	anma#序65000
安润	anry#序65000
安屯	anty#序65000
安云	anyy#序65000
奥哈	aoha#序65000
奥金	aojl#序65000
拗劲	aojl#序65000
奥玛	aoma#序65000
奥纳	aona#序65000
熬年	aonm#序65000
奥派	aopd#序65000
奥瓦	aowa#序65000
奥雅	aoya#序65000
奥宇	aoyu#序65000
八正	bavg#序65000
吧友	bayb#序65000
缤购	blgb#序65000
滨文	blwf#序65000
包百	bcbd#序65000
爆豆	bcdb#序65000
包臀	bcty#序65000
拜服	bdfu#序65000
白喉	bdhb#序65000
白破	bdpo#序65000
本森	bfsf#序65000
本手	bfub#序65000
笨手	bfub#序65000
泵头	bgtb#序65000
帮豆	bhdb#序65000
帮姐	bhjp#序65000
傍明	bhmk#序65000
帮贴	bhtp#序65000
榜文	bhwf#序65000
比不	bibu#序65000
笔耕	bigg#序65000
壁厚	bihb#序65000
比准	bivy#序65000
笔形	bixk#序65000
闭月	biyt#序65000
班狗	bjgb#序65000
钣喷	bjpf#序65000
半肉	bjrb#序65000
班头	bjtb#序65000
并案	bkan#序65000
冰绸	bkib#序65000
禀帖	bktp#序65000
冰手	bkub#序65000
编凑	bmcb#序65000
变口	bmkb#序65000
博班	bobj#序65000
博君	bojy#序65000
博肯	bokf#序65000
波少	bouc#序65000
波神	bouf#序65000
波罩	bovc#序65000
铂臻	bovf#序65000
不凑	bucb#序65000
不嫩	bunf#序65000
备款	bzkr#序65000
北浦	bzpu#序65000
曹飞	ccfz#序65000
曹超	ccic#序65000
曹肇	ccvc#序65000
采草	cdcc#序65000
才惨	cdcj#序65000
磁暴	cibc#序65000
磁材	cicd#序65000
刺玫	cimz#序65000
磁州	civb#序65000
惨嚎	cjhc#序65000
餐炉	cjlu#序65000
残体	cjti#序65000
挫逼	cobi#序65000
搓比	cobi#序65000
错非	cofz#序65000
窜入	crru#序65000
窜逃	crtc#序65000
粗度	cudu#序65000
粗读	cudu#序65000
翠梅	cvmz#序65000
催要	cvyc#序65000
打奶	dand#序65000
导护	dchu#序65000
倒毛	dcmc#序65000
道貌	dcmc#序65000
刀俎	dczu#序65000
道尊	dczy#序65000
带豆	dddb#序65000
待还	ddhd#序65000
带歪	ddwd#序65000
岱岳	ddyt#序65000
德创	deix#序65000
等爷	dgye#序65000
裆裤	dhku#序65000
党外	dhwd#序65000
党项	dhxx#序65000
地鳖	dibp#序65000
低彩	dicd#序65000
地材	dicd#序65000
地坑	dikg#序65000
迪兰	dilj#序65000
低敏	diml#序65000
地埋	dimd#序65000
地脉	dimd#序65000
迪赛	disd#序65000
地台	ditd#序65000
地刷	diuw#序65000
帝尊	dizy#序65000
丹皮	djpi#序65000
单群	djqy#序65000
丹瑞	djrv#序65000
单瞬	djuy#序65000
单外	djwd#序65000
丹云	djyy#序65000
顶白	dkbd#序65000
顶台	dktd#序65000
鼎泰	dktd#序65000
垫带	dmdd#序65000
电柜	dmgv#序65000
电推	dmtv#序65000
钓具	dnju#序65000
吊咀	dnju#序65000
多度	dodu#序65000
蝶骨	dpgu#序65000
蝶趣	dpqu#序65000
跌碎	dpsv#序65000
叠韵	dpyy#序65000
跌足	dpzu#序65000
东岱	dsdd#序65000
动轮	dsly#序65000
冻奶	dsnd#序65000
东外	dswd#序65000
肚带	dudd#序65000
赌棍	dugy#序65000
读片	dupm#序65000
对推	dvtv#序65000
对咬	dvyc#序65000
顿觉	dyjt#序65000
都拆	dbid#序65000
豆斋	dbvd#序65000
都这	dbve#序65000
斗仙	dbxm#序65000
呃呃	eeee#序65000
厄境	eejk#序65000
饿呢	eene#序65000
恶煞	eeua#序65000
恶业	eeye#序65000
鹤顶	hedk#序65000
恩科	enke#序65000
恩特	ente#序65000
二鹏	erpg#序65000
耳热	erre#序65000
二社	erue#序65000
罚丢	fadq#序65000
法阵	favf#序65000
粉萌	ffmg#序65000
芬森	ffsf#序65000
丰本	fgbf#序65000
封边	fgbm#序65000
缝份	fgff#序65000
风痕	fghf#序65000
冯森	fgsf#序65000
放灯	fhdg#序65000
反侧	fjce#序65000
烦的	fjde#序65000
烦透	fjtb#序65000
佛宝	fubc#序65000
佛丁	fudk#序65000
佛都	fudb#序65000
佛身	fuuf#序65000
佛友	fuyb#序65000
妇保	fubc#序65000
扶残	fucj#序65000
辐辏	fucb#序65000
福蝶	fudp#序65000
福豆	fudb#序65000
俯角	fujn#序65000
肤觉	fujt#序65000
浮毛	fumc#序65000
福门	fumf#序65000
夫娘	funx#序65000
福埔	fupu#序65000
富帅	fuuk#序65000
飞肯	fzkf#序65000
肺门	fzmf#序65000
费森	fzsf#序65000
飞针	fzvf#序65000
飞音	fzyl#序65000
嘎然	garj#序65000
尬笑	gaxn#序65000
高顿	gcdy#序65000
高恒	gchg#序65000
高木	gcmu#序65000
改单	gddj#序65000
改样	gdyh#序65000
哥啊	geaa#序65000
隔舱	gech#序65000
滆湖	gehu#序65000
葛静	gejk#序65000
葛萌	gemg#序65000
个忙	gemh#序65000
膈腧	geuu#序65000
耿冠	gggr#序65000
杠灯	ghdg#序65000
港风	ghfg#序65000
罡风	ghfg#序65000
港腾	ghtg#序65000
干啊	gjaa#序65000
肝风	gjfg#序65000
甘蒙	gjmg#序65000
干声	gjug#序65000
广腾	gxtg#序65000
国盾	gody#序65000
郭春	goiy#序65000
国窖	gojn#序65000
果聊	goln#序65000
国腾	gotg#序65000
郭爽	goux#序65000
冠层	grcg#序65000
关凤	grfg#序65000
冠恒	grhg#序65000
关辉	grhv#序65000
冠腾	grtg#序65000
冠岩	gryj#序65000
龚斌	gsbl#序65000
供僧	gssg#序65000
固层	gucg#序65000
谷轮	guly#序65000
谷米	gumi#序65000
故能	gung#序65000
孤孀	guux#序65000
古水	guuv#序65000
故宅	guvd#序65000
贵办	gvbj#序65000
诡诞	gvdj#序65000
鬼蝉	gvij#序65000
贵啦	gvla#序65000
硅锰	gvmg#序65000
龟牌	gvpd#序65000
贵燃	gvrj#序65000
刮目	gwmu#序65000
勾缝	gbfg#序65000
勾栏	gblj#序65000
够猛	gbmg#序65000
狗善	gbuj#序65000
狗证	gbvg#序65000
狗样	gbyh#序65000
好炖	hcdy#序65000
郝军	hcjy#序65000
好坑	hckg#序65000
好内	hcnz#序65000
还短	hddr#序65000
还走	hdzb#序65000
和恒	hehg#序65000
合婚	hehy#序65000
合片	hepm#序65000
何瑞	herv#序65000
何样	heyh#序65000
横岭	hglk#序65000
恒能	hgng#序65000
珩齿	hhii#序65000
行名	xkmk#序65000
航鹰	hhyk#序65000
韩柏	hjbd#序65000
汉藏	hjch#序65000
韩当	hjdh#序65000
汉方	hjfh#序65000
韩航	hjhh#序65000
酣梦	hjmg#序65000
韩梦	hjmg#序65000
汉腾	hjtg#序65000
韩顺	hjuy#序65000
坏透	hktb#序65000
火彩	hocd#序65000
火毒	hodu#序65000
火遁	hody#序65000
霍恒	hohg#序65000
霍坤	hoky#序65000
火墓	homu#序65000
霍如	horu#序65000
换帮	hrbh#序65000
欢墩	hrdy#序65000
环网	hrwh#序65000
红葱	hscs#序65000
宏康	hskh#序65000
红男	hsnj#序65000
洪勇	hsys#序65000
互藏	huch#序65000
互夸	hukw#序65000
狐女	hunv#序65000
互让	hurh#序65000
互诉	husu#序65000
互删	huuj#序65000
护养	huyh#序65000
回仓	hvch#序65000
回档	hvdh#序65000
灰顶	hvdk#序65000
回魂	hvhy#序65000
慧君	hvjy#序65000
挥军	hvjy#序65000
回空	hvks#序65000
灰线	hvxm#序65000
滑囊	hwnh#序65000
花肉	hwrb#序65000
荤粥	xyyu#序65000
后帮	hbbh#序65000
厚板	hbbj#序65000
后杠	hbgh#序65000
侯康	hbkh#序65000
后快	hbkk#序65000
侯平	hbpk#序65000
茶府	iafu#序65000
插麦	iamd#序65000
茶米	iami#序65000
茶蕊	iarv#序65000
茶摊	iatj#序65000
超等	icdg#序65000
炒汇	ichv#序65000
超买	icmd#序65000
炒藕	icou#序65000
剿说	icuo#序65000
超顺	icuy#序65000
超宇	icyu#序65000
拆招	idvc#序65000
尘雾	ifwu#序65000
谶语	ifyu#序65000
澄碧	igbi#序65000
成和	ighe#序65000
秤锤	igiv#序65000
成啦	igla#序65000
乘幂	igmi#序65000
瞠目	igmu#序65000
成你	igni#序65000
城寨	igvd#序65000
橙装	igvx#序65000
程勋	igxy#序65000
承应	igyk#序65000
呈阅	igyt#序65000
成字	igzi#序65000
长钉	vhdk#序65000
唱你	ihni#序65000
常日	ihri#序65000
昌润	ihry#序65000
畅顺	ihuy#序65000
畅叙	ihxu#序65000
赤坂	iibj#序65000
吃开	iikd#序65000
翅脉	iimd#序65000
吃怕	iipa#序65000
吃胎	iitd#序65000
赤瞳	iits#序65000
痴长	iivh#序65000
吃准	iivy#序65000
持物	iiwu#序65000
迟误	iiwu#序65000
吃羊	iiyh#序65000
赤云	iiyy#序65000
铲板	ijbj#序65000
馋鬼	ijgv#序65000
谄害	ijhd#序65000
谗害	ijhd#序65000
产筛	ijud#序65000
缠粘	ijvj#序65000
铲运	ijyy#序65000
窗宝	ixbc#序65000
创梦	ixmg#序65000
窗套	ixtc#序65000
船机	irji#序65000
传课	irke#序65000
川木	irmu#序65000
穿品	irpl#序65000
冲的	isde#序65000
涌口	yskb#序65000
舂米	ismi#序65000
重弹	istj#序65000
锤击	ivji#序65000
锤科	ivke#序65000
垂体	ivti#序65000
纯词	iyci#序65000
纯酿	iynx#序65000
春月	iyyt#序65000
愁啊	ibaa#序65000
稠糊	ibhu#序65000
丑剧	ibju#序65000
抽穗	ibsv#序65000
抽痛	ibts#序65000
丑土	ibtu#序65000
金冷	jllg#序65000
金曼	jlmj#序65000
近旁	jlph#序65000
尽让	jlrh#序65000
金簪	jlzj#序65000
机泵	jibg#序65000
寄丢	jidq#序65000
急产	jiij#序65000
季刊	jikj#序65000
急么	jime#序65000
急钮	jinq#序65000
几女	jinv#序65000
极缺	jiqt#序65000
吉瑞	jirv#序65000
吉萨	jisa#序65000
基色	jise#序65000
基三	jisj#序65000
棘突	jitu#序65000
急甩	jiuk#序65000
集装	jivx#序65000
脊瓦	jiwa#序65000
静等	jkdg#序65000
景丹	jkdj#序65000
井队	jkdv#序65000
景军	jkjy#序65000
晶块	jkkk#序65000
惊了	jkle#序65000
静兰	jklj#序65000
劲射	jkue#序65000
敬挽	jkwj#序65000
僵蚕	jxcj#序65000
降等	jxdg#序65000
姜然	jxrj#序65000
江森	jxsf#序65000
姜爽	jxux#序65000
肩白	jmbd#序65000
键槽	jmcc#序65000
渐层	jmcg#序65000
建兰	jmlj#序65000
键能	jmng#序65000
渐染	jmrj#序65000
剑三	jmsj#序65000
剪完	jmwj#序65000
剑尊	jmzy#序65000
